GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",47,10,0.67,4,9.9e-10,9.9e-10,6.369577002635859e-5,"NDUFA1,NDUFA11,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB8,NDUFS2,NDUFS4,PARK7"
GO:0032981,mitochondrial respiratory chain complex I assembly,55,10,0.79,7,5.1e-9,5.1e-9,1.6406486218910546e-4,"NDUFA1,NDUFA11,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB8,NDUFS2,NDUFS4,TIMM21"
GO:1901992,positive regulation of mitotic cell cycle phase transition,88,7,1.26,36,2.7e-4,2.7e-4,1,"ADAMTS1,AIF1,ANXA1,CDCA5,CDK1,PHB2,RAD51C"
GO:0051024,positive regulation of immunoglobulin secretion,10,3,0.14,42,3.2e-4,3.2e-4,1,"IL2,IL6,XBP1"
GO:1903025,regulation of RNA polymerase II regulatory region sequence-specific DNA binding,13,3,0.19,57,7.5e-4,7.5e-4,1,"DDRGK1,TMSB4X,ZNF593"
GO:0009060,aerobic respiration,79,6,1.13,61,9.5e-4,9.5e-4,1,"BLOC1S1,COX6A1,COX6B1,IDH2,MDH1,MDH2"
GO:0031145,anaphase-promoting complex-dependent catabolic process,80,6,1.15,62,0.00101,0.00101,1,"ANAPC15,CDC26,CDK1,PLK1,PSMA3,PSME1"
GO:0045582,positive regulation of T cell differentiation,81,6,1.16,66,0.00108,0.00108,1,"ANXA1,DUSP10,IL2,PNP,TNFSF9,XBP1"
GO:1902808,positive regulation of cell cycle G1/S phase transition,56,5,0.8,69,0.00123,0.00123,1,"ADAMTS1,AIF1,ANXA1,DDRGK1,PHB2"
GO:0046907,intracellular transport,1659,39,23.8,75,0.00138,0.00138,1,"ACOT8,AREG,ARF4,ARV1,ATP1B1,BLOC1S1,CD63,CRYAB,DCTN3,ERGIC2,ERGIC3,HSPB11,IFT52,JUP,KIF23,LAMTOR1,PARK7,PHB2,PRKAG1,RAB8A,RANGRF,ROMO1,RPL13A,RPL23,RPS26,RPS29,S100A13,SEC61B,SLC51B,SMN2,SNRPD2,SNX2,TIMM21,TIMM9,TUBA1A,TUBA1C,VPS25,ZFAND6,ZNF593"
GO:0042102,positive regulation of T cell proliferation,90,6,1.29,88,0.00187,0.00187,1,"AIF1,ANXA1,IL2,IL6,PNP,TNFSF9"
GO:0046688,response to copper ion,37,4,0.53,89,0.00188,0.00188,1,"CDK1,MT1E,PARK7,S100A13"
GO:0060192,negative regulation of lipase activity,18,3,0.26,92,0.00203,0.00203,1,"ANGPTL4,ANXA1,RGS2"
GO:0033209,tumor necrosis factor-mediated signaling pathway,159,8,2.28,94,0.00211,0.00211,1,"CD40,KRT18,PSMA3,PSME1,SPPL2A,TMSB4X,TNFRSF14,TNFSF9"
GO:0002548,monocyte chemotaxis,64,5,0.92,99,0.00223,0.00223,1,"AIF1,ANXA1,CALCA,CCL2,IL6"
GO:0007096,regulation of exit from mitosis,19,3,0.27,104,0.00238,0.00238,1,"ANLN,CDCA5,PHB2"
GO:0070129,regulation of mitochondrial translation,21,3,0.3,118,0.0032,0.0032,1,"C1QBP,MALSU1,NGRN"
GO:2000678,negative regulation of transcription regulatory region DNA binding,21,3,0.3,119,0.0032,0.0032,1,"MSX2,TMSB4X,ZNF593"
GO:0010155,regulation of proton transport,21,3,0.3,120,0.0032,0.0032,1,"PARK7,PHB2,TMSB4X"
GO:0034502,protein localization to chromosome,71,5,1.02,125,0.00351,0.00351,1,"CCT3,CDCA5,CDK1,PLK1,RPA2"
GO:0043066,negative regulation of apoptotic process,870,23,12.48,126,0.00353,0.00353,1,"AIF1,ANGPTL4,ANXA1,ANXA5,ARF4,CCL2,CDK1,CRYAB,DDRGK1,HDAC1,HIGD2A,IL2,IL6,KRT18,MSX2,PARK7,PHB2,PLK1,PRAME,PTRH2,SNAI1,XBP1,ZFAND6"
GO:2000045,regulation of G1/S transition of mitotic cell cycle,173,8,2.48,127,0.00355,0.00355,1,"ADAMTS1,AIF1,ANXA1,CCL2,CDK1,CDK2AP2,PSME1,RPA2"
GO:0001774,microglial cell activation,45,4,0.65,129,0.00388,0.00388,1,"AIF1,CST7,IL6,TYROBP"
GO:2000059,negative regulation of ubiquitin-dependent protein catabolic process,45,4,0.65,130,0.00388,0.00388,1,"DDRGK1,PARK7,PDCL3,RPL23"
GO:1900182,positive regulation of protein localization to nucleus,73,5,1.05,134,0.00396,0.00396,1,"CCT3,CDK1,JUP,PARK7,PLK1"
GO:0034341,response to interferon-gamma,177,8,2.54,136,0.00408,0.00408,1,"AIF1,ASS1,BST2,CCL2,CXCL16,OASL,RPL13A,UBD"
GO:0014075,response to amine,46,4,0.66,139,0.0042,0.0042,1,"ASS1,CDK1,RGS10,RGS2"
GO:0042542,response to hydrogen peroxide,141,7,2.02,141,0.00426,0.00426,1,"ANXA1,AREG,CDK1,CRYAB,HBA1,IL6,PARK7"
GO:0090150,establishment of protein localization to membrane,304,11,4.36,147,0.00457,0.00457,1,"ATP1B1,KRT18,RAB8A,ROMO1,RPL13A,RPL23,RPS26,RPS29,SEC61B,SLC51B,TIMM9"
GO:0051384,response to glucocorticoid,144,7,2.07,151,0.00478,0.00478,1,"AIF1,ANXA1,AREG,ASS1,CDO1,GLB1,IL6"
GO:0043687,post-translational protein modification,354,12,5.08,158,0.00521,0.00521,1,"COMMD1,GPS1,IGFBP3,IL6,NEDD8,PSMA3,PSME1,RAB8A,RABGGTA,RCN1,UBD,UCHL3"
GO:0048193,Golgi vesicle transport,354,12,5.08,159,0.00521,0.00521,1,"AREG,ARF4,COMMD1,DCTN3,ERGIC2,ERGIC3,GABARAPL2,KIF23,KRT18,RAB8A,RANGRF,SNX2"
GO:2000482,regulation of interleukin-8 secretion,25,3,0.36,162,0.00531,0.00531,1,"ANXA1,CD14,TMSB4X"
GO:0060444,branching involved in mammary gland duct morphogenesis,25,3,0.36,163,0.00531,0.00531,1,"AREG,MSX2,PHB2"
GO:0031647,regulation of protein stability,267,10,3.83,164,0.00531,0.00531,1,"ATP1B1,CCT3,CRYAB,PARK7,PHB2,PLK1,RPL23,SLC51B,TYROBP,XBP1"
GO:1902600,proton transmembrane transport,134,9,1.92,31,0.00547,1.4e-4,1,"ATP6AP1,ATP6V0B,C15orf48,COX6A1,COX6B1,PARK7,PHB2,TMSB4X,UCP2"
GO:0072330,monocarboxylic acid biosynthetic process,228,9,3.27,172,0.00575,0.00575,1,"ACADVL,ACOT8,ANXA1,APOC2,EDN2,PARK7,PRKAG1,RBP1,XBP1"
GO:0019080,viral gene expression,188,8,2.7,173,0.00583,0.00583,1,"EIF3L,HDAC1,POLR2G,POLR2K,RPL13A,RPL23,RPS26,RPS29"
GO:0062012,regulation of small molecule metabolic process,408,13,5.85,175,0.00618,0.00618,1,"ACADVL,ANXA1,APOC2,ARV1,DUSP12,IGFBP3,P2RY1,PARK7,PRKAG1,PSMA3,PSME1,SNAI1,TMSB4X"
