GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",47,11,1.19,8,1.8e-8,1.8e-8,0.001158104909570156,"ISCU,NDUFA1,NDUFA11,NDUFA12,NDUFA13,NDUFB10,NDUFB2,NDUFB7,NDUFB8,NDUFS8,NDUFV1"
GO:0032981,mitochondrial respiratory chain complex I assembly,55,10,1.39,14,1e-6,1e-6,0.03216958082139322,"NDUFA1,NDUFA11,NDUFA12,NDUFA13,NDUFB10,NDUFB2,NDUFB7,NDUFB8,NDUFS8,NDUFV1"
GO:0031145,anaphase-promoting complex-dependent catabolic process,80,11,2.02,17,5.1e-6,5.1e-6,0.10937657479273698,"ANAPC15,CCNB1,CDC20,FBXO5,PSMA6,PSMA7,PSMD13,PSME1,PSME2,PTTG1,UBE2C"
GO:1905521,regulation of macrophage migration,36,6,0.91,51,2.6e-4,2.6e-4,1,"CCL3,CD81,CD9,DDT,MDK,RARRES2"
GO:0035456,response to interferon-beta,26,5,0.66,66,4.3e-4,4.3e-4,1,"BST2,IFI16,IFITM2,IFITM3,NDUFA13"
GO:0045071,negative regulation of viral genome replication,55,7,1.39,69,4.5e-4,4.5e-4,1,"BST2,IFI16,IFITM2,IFITM3,MIR221,OAS1,SLPI"
GO:0052548,regulation of endopeptidase activity,406,28,10.26,16,4.7e-4,1.7e-6,1,"AGT,BST2,C3,CST3,CTSD,DHCR24,EFNA1,F3,GSN,HDAC1,IFI16,IFI6,IGBP1,KHDC1L,LAMTOR5,MYC,NDUFA13,PDCD5,PMAIP1,PRDX5,PSME1,PSME2,PTTG1,SLPI,TFPI2,TIMP1,TRIAP1,WFDC2"
GO:0001516,prostaglandin biosynthetic process,27,5,0.68,73,5.1e-4,5.1e-4,1,"CBR1,EDN2,FABP5,IL1B,PTGES"
GO:0045861,negative regulation of proteolysis,341,23,8.62,22,5.7e-4,2e-5,1,"AGT,BST2,C3,CHAC1,CST3,DDRGK1,DERL2,DHCR24,EFNA1,GABARAPL2,IFI16,IFI6,IGBP1,LAMTOR5,PRDX5,PRNP,PTTG1,RPL23,SLPI,TFPI2,TIMP1,TRIAP1,WFDC2"
GO:0006123,"mitochondrial electron transport, cytochrome c to oxygen",16,4,0.4,80,5.7e-4,5.7e-4,1,"COX5B,COX6B1,COX6C,COX7C"
GO:1902600,proton transmembrane transport,134,11,3.39,82,6e-4,6e-4,1,"ATP6V0B,ATP6V1E1,C15orf48,COX17,COX5B,COX6B1,COX6C,COX7C,CYC1,SLC9A3R1,UCP2"
GO:0071356,cellular response to tumor necrosis factor,276,17,6.97,87,6.8e-4,6.8e-4,1,"APOA1,ASS1,CCL17,CCL18,CCL3,CHI3L1,CYBA,EDA2R,FABP4,PSMA6,PSMA7,PSMD13,PSME1,PSME2,SPPL2A,TNFRSF12A,ZFAND6"
GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,181,13,4.57,89,7.1e-4,7.1e-4,1,"BST2,CXXC5,DDRGK1,EDA2R,GPR89A,GPRC5B,IL1B,LGALS1,PLK2,RHOC,TFG,TMED4,TMEM9B"
GO:0043281,regulation of cysteine-type endopeptidase activity involved in apoptotic process,206,14,5.21,95,7.7e-4,7.7e-4,1,"CTSD,DHCR24,F3,GSN,IFI6,IGBP1,KHDC1L,LAMTOR5,MYC,NDUFA13,PDCD5,PMAIP1,PRDX5,TRIAP1"
