GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0060337,type I interferon signaling pathway,88,11,2.2,13,1.2e-5,1.2e-5,0.7077307780706509,"BST2,GBP2,IFI27,IFI6,IFITM1,IFITM2,IFITM3,IRF7,IRF9,ISG15,OAS2"
GO:0043312,neutrophil degranulation,472,28,11.78,22,2.2e-5,2.2e-5,0.7077307780706509,"ARPC5,ATP6AP2,BST2,CAPN1,CD47,CHI3L1,CSTB,CTSB,CTSD,DYNLT1,GRN,GSDMD,GSN,GYG1,LAMTOR1,MVP,NPC2,PLAUR,PRDX4,PSMB7,RHOA,S100A11,SLPI,TMEM179B,TUBB,TUBB4B,VAMP8,VAT1"
GO:0043154,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,83,10,2.07,29,4e-5,4e-5,0.7849377720419947,"BIRC7,DHCR24,GPX1,HERPUD1,IFI6,IGBP1,PLAUR,PRDX5,RNF34,TRIAP1"
GO:0070125,mitochondrial translational elongation,86,10,2.15,33,5.5e-5,5.5e-5,0.7849377720419947,"ERAL1,MRPL14,MRPL21,MRPL23,MRPL32,MRPL36,MRPL45,MRPL46,MRPS34,MRPS6"
GO:0070126,mitochondrial translational termination,87,10,2.17,35,6.1e-5,6.1e-5,0.7849377720419947,"ERAL1,MRPL14,MRPL21,MRPL23,MRPL32,MRPL36,MRPL45,MRPL46,MRPS34,MRPS6"
GO:0033617,mitochondrial cytochrome c oxidase assembly,19,5,0.47,45,8.2e-5,8.2e-5,0.8793018757847482,"COX14,COX17,PET100,SCO1,TIMM21"
GO:0051607,defense response to virus,228,16,5.69,64,2e-4,2e-4,1,"BST2,CD40,EXOSC5,IFI27,IFI6,IFITM1,IFITM2,IFITM3,IRF7,IRF9,ISG15,OAS2,PARP9,PLSCR1,POLR3K,TRIM22"
GO:0019321,pentose metabolic process,13,4,0.32,68,2.3e-4,2.3e-4,1,"DHDH,PGD,RBKS,TKT"
GO:0006383,transcription by RNA polymerase III,52,7,1.3,75,2.9e-4,2.9e-4,1,"POLR1C,POLR2H,POLR2K,POLR3K,PRDX5,TBPL1,ZNF143"
GO:0043628,ncRNA 3'-end processing,39,6,0.97,79,3.8e-4,3.8e-4,1,"EXOSC5,EXOSC7,FBLL1,HSD17B10,POLR3K,RPS21"
GO:0035456,response to interferon-beta,26,5,0.65,81,4e-4,4e-4,1,"BST2,IFITM1,IFITM2,IFITM3,PLSCR1"
GO:0045071,negative regulation of viral genome replication,55,7,1.37,83,4.1e-4,4.1e-4,1,"BST2,IFITM1,IFITM2,IFITM3,ISG15,PLSCR1,SLPI"
