GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0000727,double-strand break repair via break-induced replication,11,6,0.21,15,1.9e-8,1.9e-8,0.0012224440712129427,"CDC45,GINS2,MCM2,MCM3,MCM5,MCM7"
GO:0006123,"mitochondrial electron transport, cytochrome c to oxygen",16,6,0.3,26,3.1e-7,3.1e-7,0.0099725700546319,"COX4I1,COX5A,COX7A2L,COX7B,COX7C,COX8A"
GO:0032981,mitochondrial respiratory chain complex I assembly,55,9,1.05,33,8.6e-7,8.6e-7,0.017693269451766275,"ECSIT,NDUFA1,NDUFB10,NDUFB2,NDUFB5,NDUFB7,NDUFB8,NDUFB9,TIMMDC1"
GO:0051301,cell division,560,29,10.65,36,1.1e-6,1.1e-6,0.017693269451766275,"ANXA11,AURKB,BIRC5,BUB1,CCNA2,CCND1,CCNE2,CDCA3,CDCA5,CDCA8,CDK1,CDK7,HAUS1,HAUS4,HAUS8,KIF23,KIF2C,MAD2L1,NDC80,NUSAP1,OIP5,PIN1,PLK1,PRC1,SPC24,TPX2,TUBB,UBE2C,ZWINT"
GO:0006270,DNA replication initiation,37,7,0.7,47,5.3e-6,5.3e-6,0.06819951134135363,"CCNE2,CDC45,MCM2,MCM3,MCM5,MCM7,PRIM1"
GO:1902600,proton transmembrane transport,134,12,2.55,50,9.7e-6,9.7e-6,0.10401497798917143,"ATP6AP1,ATP6V0B,COX4I1,COX5A,COX7A2L,COX7B,COX7C,COX8A,COX8C,CYC1,SLC2A8,STOML2"
GO:0006271,DNA strand elongation involved in DNA replication,17,5,0.32,54,1.2e-5,1.2e-5,0.11029570567334822,"GINS2,MCM3,MCM7,PCNA,RFC4"
GO:0051231,spindle elongation,10,4,0.19,60,2.5e-5,2.5e-5,0.20016628066644673,"AURKB,KIF23,PPP2R1A,PRC1"
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",47,7,0.89,61,2.8e-5,2.8e-5,0.20016628066644673,"NDUFA1,NDUFB10,NDUFB2,NDUFB5,NDUFB7,NDUFB8,NDUFB9"
GO:0051180,vitamin transport,38,6,0.72,68,7.5e-5,7.5e-5,0.4737701902787002,"CD320,FOLR1,FOLR3,SLC25A19,SLC2A1,SLC2A8"
GO:0010389,regulation of G2/M transition of mitotic cell cycle,192,13,3.65,69,8.1e-5,8.1e-5,0.4737701902787002,"AURKB,CCND1,CDK1,HAUS1,HAUS4,HAUS8,PLK1,PPP2R1A,PSMB5,PSMB6,TPX2,TUBB,TUBG1"
GO:0032201,telomere maintenance via semi-conservative replication,27,5,0.51,73,1.4e-4,1.4e-4,0.7506235524991752,"FEN1,PCNA,PRIM1,RFC4,RPA2"
GO:0042775,mitochondrial ATP synthesis coupled electron transport,81,17,1.54,1,3.4e-4,1.6e-13,1,"CDK1,COX4I1,COX5A,COX7A2L,COX7B,COX7C,COX8A,CYC1,NDUFA1,NDUFB10,NDUFB2,NDUFB5,NDUFB7,NDUFB8,NDUFB9,SDHD,UQCRC2"
GO:0097711,ciliary basal body-plasma membrane docking,92,8,1.75,84,3.7e-4,3.7e-4,1,"CDK1,HAUS1,HAUS4,HAUS8,PLK1,PPP2R1A,TUBB,TUBG1"
GO:0007094,mitotic spindle assembly checkpoint,34,5,0.65,86,4.3e-4,4.3e-4,1,"AURKB,BUB1,MAD2L1,NDC80,PLK1"
GO:0090068,positive regulation of cell cycle process,287,18,5.46,51,6.3e-4,1e-5,1,"ANXA1,APEX1,AURKB,CCND1,CDC45,CDCA5,CDK1,FEN1,KIF23,LSM10,MAD2L1,MUC1,NDC80,NUSAP1,PCNA,RPL23,RPL26,UBE2C"
GO:1904666,regulation of ubiquitin protein ligase activity,22,4,0.42,102,7.2e-4,7.2e-4,1,"MAD2L1,PLK1,RPL23,UBE2C"
GO:0006275,regulation of DNA replication,103,8,1.96,104,7.8e-4,7.8e-4,1,"CCNA2,CDK1,GMNN,GTPBP4,PCNA,PPP2R1A,RFC4,STOML2"
GO:0031145,anaphase-promoting complex-dependent catabolic process,80,7,1.52,106,8.2e-4,8.2e-4,1,"AURKB,CDK1,MAD2L1,PLK1,PSMB5,PSMB6,UBE2C"
GO:0034472,snRNA 3'-end processing,23,4,0.44,109,8.6e-4,8.6e-4,1,"CT45A2,CT45A6,EXOSC5,TOE1"
GO:0000082,G1/S transition of mitotic cell cycle,266,20,5.06,24,8.6e-4,1.9e-7,1,"ANXA1,APEX1,CCND1,CCNE2,CDC45,CDK1,CDK7,GMNN,LSM10,MCM2,MCM3,MCM5,MCM7,MUC1,PCNA,PRIM1,RPA2,RPL26,TMEM14B,TYMS"
GO:0016032,viral process,798,34,15.18,49,9.1e-4,9.7e-6,1,"BUB1,CCNA2,CD74,CDK1,CFI,COPS7B,CTSB,CXCR4,EIF3F,HTATIP2,IFITM1,IFITM3,KEAP1,KPNA2,KRT19,KRT7,LCK,OASL,PCNA,POLR2H,PPIB,PSMB5,PSMB6,RPL13A,RPL17,RPL23,RPL26,RPL29,RPLP2,SLC25A5,SLPI,TRIM21,UBXN1,VPS28"
GO:0032508,DNA duplex unwinding,106,8,2.02,112,9.4e-4,9.4e-4,1,"ANXA1,CDC45,GINS2,MCM2,MCM3,MCM5,MCM7,RFC4"
