GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0032981,mitochondrial respiratory chain complex I assembly,55,19,1.23,6,3.8e-18,3.8e-18,2.444888142425885e-13,"NDUFA1,NDUFA11,NDUFA13,NDUFA2,NDUFA3,NDUFA8,NDUFAF2,NDUFB1,NDUFB2,NDUFB3,NDUFB4,NDUFB7,NDUFB9,NDUFS5,NDUFS6,NDUFS7,NDUFS8,NDUFV2,OXA1L"
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",47,17,1.05,9,9.2e-17,9.2e-17,2.9596014355681767e-12,"NDUFA1,NDUFA11,NDUFA13,NDUFA2,NDUFA3,NDUFA8,NDUFB1,NDUFB2,NDUFB3,NDUFB4,NDUFB7,NDUFB9,NDUFS5,NDUFS6,NDUFS7,NDUFS8,NDUFV2"
GO:0031145,anaphase-promoting complex-dependent catabolic process,80,12,1.79,23,2e-7,2e-7,0.00428927744285243,"ANAPC11,ANAPC15,CDC20,CDK1,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB7,PSMB8,PSMD2"
GO:0070125,mitochondrial translational elongation,86,12,1.93,25,4.6e-7,4.6e-7,0.0055760606757081594,"MRPL27,MRPL33,MRPL40,MRPL41,MRPL54,MRPL9,MRPS12,MRPS15,MRPS18A,MRPS24,MRPS33,OXA1L"
GO:0010499,proteasomal ubiquitin-independent protein catabolic process,23,7,0.51,27,4.8e-7,4.8e-7,0.0055760606757081594,"PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB7,PSMB8"
GO:0070126,mitochondrial translational termination,87,12,1.95,28,5.2e-7,5.2e-7,0.0055760606757081594,"MRPL27,MRPL33,MRPL40,MRPL41,MRPL54,MRPL9,MRPS12,MRPS15,MRPS18A,MRPS24,MRPS33,OXA1L"
GO:0002479,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",68,10,1.52,33,2.6e-6,2.6e-6,0.023897402895892112,"B2M,CYBA,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB7,PSMB8,PSMD2"
GO:0006521,regulation of cellular amino acid metabolic process,62,9,1.39,40,9.1e-6,9.1e-6,0.07318579636866958,"COMT,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB7,PSMB8,PSMD2"
GO:0002223,stimulatory C-type lectin receptor signaling pathway,108,11,2.42,55,3e-5,3e-5,0.2123192334211953,"ICAM2,MUC1,MUC4,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB7,PSMB8,PSMD2"
GO:0010972,negative regulation of G2/M transition of mitotic cell cycle,90,10,2.01,56,3.3e-5,3.3e-5,0.2123192334211953,"CDK1,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB7,PSMB8,PSMD2,RBX1"
GO:0061418,regulation of transcription from RNA polymerase II promoter in response to hypoxia,75,9,1.68,63,4.4e-5,4.4e-5,0.25735664657114576,"PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB7,PSMB8,PSMD2,RBX1"
GO:0002181,cytoplasmic translation,94,10,2.1,65,4.8e-5,4.8e-5,0.2573566465711458,"DRG1,EIF3L,EIF4A2,FTSJ1,RPL13A,RPL26L1,RPS21,RPS26,RPS29,TMA7"
GO:0033209,tumor necrosis factor-mediated signaling pathway,159,15,3.56,34,6.5e-5,2.9e-6,0.3033131906017076,"APOA1,CARD16,CD40,GPS2,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB7,PSMB8,PSMD2,TMSB4X,TNFRSF1A,TNFSF9"
GO:0043312,neutrophil degranulation,472,25,10.57,68,6.6e-5,6.6e-5,0.3033131906017076,"ANXA2,ARPC5,B2M,BST2,CAPN1,CD14,CD63,CST3,CSTB,CTSA,CYBA,FABP5,GRN,LAMTOR2,LGALS3,NEU1,PGAM1,PSMB1,PSMB7,PSMD2,RHOF,RNASET2,SDCBP,SLPI,TUBB"
GO:0070498,interleukin-1-mediated signaling pathway,100,10,2.24,72,8.1e-5,8.1e-5,0.3474314728710468,"MYD88,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB7,PSMB8,PSMD2,RBX1"
GO:0016032,viral process,798,38,17.86,42,1.2e-4,9.8e-6,0.4825437123208984,"ACOT8,ANXA2,APOBEC3C,B2M,BST2,C1QBP,CD81,CDK1,EIF3L,EIF4A2,FDPS,GPS2,HNRNPA1,HPN,IFITM2,ISG15,PCNA,POLR2G,POLR2L,PPP1CA,PSMA3,PSMA4,PSMB1,PSMB7,PSMB8,RBX1,RPL13A,RPL21,RPS21,RPS26,RPS29,SLC25A5,SLPI,TNFRSF1A,TOP2A,TSG101,VDAC1,VPS29"
GO:1902036,regulation of hematopoietic stem cell differentiation,71,8,1.59,87,1.8e-4,1.8e-4,0.6812381821000919,"PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB7,PSMB8,PSMD2"
GO:1902600,proton transmembrane transport,134,11,3,92,2.1e-4,2.1e-4,0.7506235524991752,"ATP6V0B,COX17,COX5B,COX6A1,COX6B1,COX7A2,COX7C,COX8C,NDUFS7,PHB2,TMSB4X"
GO:0031146,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,93,9,2.08,94,2.4e-4,2.4e-4,0.8127051996983552,"PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB7,PSMB8,PSMD2,RBX1"
GO:0006123,"mitochondrial electron transport, cytochrome c to oxygen",16,4,0.36,104,3.6e-4,3.6e-4,1,"COX5B,COX6A1,COX6B1,COX7C"
GO:0046686,response to cadmium ion,61,7,1.37,108,4.1e-4,4.1e-4,1,"B2M,CDK1,HMOX1,NUDT1,PCNA,PRNP,SOD1"
GO:0006271,DNA strand elongation involved in DNA replication,17,4,0.38,110,4.7e-4,4.7e-4,1,"GINS2,MCM7,PCNA,POLD2"
GO:0009200,deoxyribonucleoside triphosphate metabolic process,17,4,0.38,111,4.7e-4,4.7e-4,1,"GUK1,ITPA,NUDT1,TYMS"
GO:0050852,T cell receptor signaling pathway,179,12,4.01,126,7.2e-4,7.2e-4,1,"CD81,LGALS3,PRNP,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB7,PSMB8,PSMD2,TNFRSF21"
GO:0018279,protein N-linked glycosylation via asparagine,33,5,0.74,128,7.8e-4,7.8e-4,1,"DAD1,DPM1,DPM3,OST4,OSTC"
GO:0006626,protein targeting to mitochondrion,92,8,2.06,142,0.00106,0.00106,1,"IMMP1L,NDUFA13,ROMO1,TIMM10,TIMM8B,TIMM9,TSPO,UBL5"
GO:0007007,inner mitochondrial membrane organization,22,4,0.49,151,0.00131,0.00131,1,"NDUFA13,ROMO1,TIMM10,TIMM9"
