GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0043312,neutrophil degranulation,472,30,8.39,7,1.6e-9,1.6e-9,1.0294265862845832e-4,"ANXA2,ATP6AP2,BST2,CAPN1,CD63,CDA,CTSA,CTSD,CTSH,CYSTM1,DBNL,DYNLL1,HSPA1B,HSPA6,IMPDH2,MVP,NPC2,PGAM1,PGRMC1,PLAUR,PSMB1,PSMB7,PSMD13,PSMD2,QSOX1,S100A8,SDCBP,SERPINA1,TMEM179B,TUBB"
GO:0033209,tumor necrosis factor-mediated signaling pathway,159,17,2.82,12,3.5e-9,3.5e-9,1.1259353287487629e-4,"HSPA1B,ILK,KRT18,NFKBIA,PSMB1,PSMB7,PSMB9,PSMC4,PSMD13,PSMD2,PSMD8,PSME1,PSME2,TMSB4X,TNFRSF12A,TNFRSF13B,TNFSF9"
GO:0031145,anaphase-promoting complex-dependent catabolic process,80,12,1.42,14,1.6e-8,1.6e-8,3.4314219542819446e-4,"ANAPC11,AURKB,MAD2L1,PSMB1,PSMB7,PSMB9,PSMC4,PSMD13,PSMD2,PSMD8,PSME1,PSME2"
GO:0006521,regulation of cellular amino acid metabolic process,62,10,1.1,21,1.3e-7,1.3e-7,0.0020910227533905597,"PARK7,PSMB1,PSMB7,PSMB9,PSMC4,PSMD13,PSMD2,PSMD8,PSME1,PSME2"
GO:0061418,regulation of transcription from RNA polymerase II promoter in response to hypoxia,75,10,1.33,35,8e-7,8e-7,0.010294265862845832,"EGLN3,PSMB1,PSMB7,PSMB9,PSMC4,PSMD13,PSMD2,PSMD8,PSME1,PSME2"
GO:0070498,interleukin-1-mediated signaling pathway,100,11,1.78,41,1.6e-6,1.6e-6,0.01715710977140972,"IL1RN,NFKBIA,PSMB1,PSMB7,PSMB9,PSMC4,PSMD13,PSMD2,PSMD8,PSME1,PSME2"
GO:0002479,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",68,9,1.21,44,3.1e-6,3.1e-6,0.028309231122826038,"PSMB1,PSMB7,PSMB9,PSMC4,PSMD13,PSMD2,PSMD8,PSME1,PSME2"
GO:0038061,NIK/NF-kappaB signaling,178,14,3.16,47,3.7e-6,3.7e-6,0.028309231122826038,"ILK,LITAF,NFKBIA,PSMB1,PSMB7,PSMB9,PSMC4,PSMD13,PSMD2,PSMD8,PSME1,PSME2,TMSB4X,TSPAN6"
GO:0010972,negative regulation of G2/M transition of mitotic cell cycle,90,10,1.6,49,4.4e-6,4.4e-6,0.028309231122826038,"AURKB,PSMB1,PSMB7,PSMB9,PSMC4,PSMD13,PSMD2,PSMD8,PSME1,PSME2"
GO:1902036,regulation of hematopoietic stem cell differentiation,71,9,1.26,50,4.4e-6,4.4e-6,0.028309231122826038,"PSMB1,PSMB7,PSMB9,PSMC4,PSMD13,PSMD2,PSMD8,PSME1,PSME2"
GO:0090263,positive regulation of canonical Wnt signaling pathway,145,12,2.58,61,1.1e-5,1.1e-5,0.06433916164278644,"DLX5,GPRC5B,ILK,PSMB1,PSMB7,PSMB9,PSMC4,PSMD13,PSMD2,PSMD8,PSME1,PSME2"
GO:0060071,"Wnt signaling pathway, planar cell polarity pathway",108,10,1.92,72,2.2e-5,2.2e-5,0.11795512967844182,"CTHRC1,PSMB1,PSMB7,PSMB9,PSMC4,PSMD13,PSMD2,PSMD8,PSME1,PSME2"
GO:1902600,proton transmembrane transport,134,13,2.38,34,3.1e-5,7.8e-7,0.1534241546866446,"ATP6V0B,ATP6V1B1,ATP6V1F,COX7A2L,COX7B,COX8C,CYC1,NDUFA4L2,NDUFS7,PARK7,SLC9A3R1,TMSB4X,UCP2"
GO:0031146,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,93,9,1.65,81,4.1e-5,4.1e-5,0.1884218305253032,"PSMB1,PSMB7,PSMB9,PSMC4,PSMD13,PSMD2,PSMD8,PSME1,PSME2"
GO:0090090,negative regulation of canonical Wnt signaling pathway,171,12,3.04,86,5.6e-5,5.6e-5,0.24019953679973607,"CTHRC1,HDAC1,PSMB1,PSMB7,PSMB9,PSMC4,PSMD13,PSMD2,PSMD8,PSME1,PSME2,SLC9A3R1"
GO:0009060,aerobic respiration,79,8,1.4,91,7.9e-5,7.9e-5,0.31767461061125807,"BLOC1S1,COX7A2L,COX7B,IDH3G,NDUFS7,SDHB,UQCRC1,UQCRC2"
GO:0002223,stimulatory C-type lectin receptor signaling pathway,108,9,1.92,103,1.3e-4,1.3e-4,0.4920053537389552,"PSMB1,PSMB7,PSMB9,PSMC4,PSMD13,PSMD2,PSMD8,PSME1,PSME2"
GO:0038095,Fc-epsilon receptor signaling pathway,111,9,1.97,109,1.6e-4,1.6e-4,0.5719036590469907,"PSMB1,PSMB7,PSMB9,PSMC4,PSMD13,PSMD2,PSMD8,PSME1,PSME2"
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",47,6,0.83,116,1.7e-4,1.7e-4,0.5756661831196682,"NDUFS3,NDUFS5,NDUFS7,NDUFV1,NDUFV2,PARK7"
GO:0016579,protein deubiquitination,267,14,4.74,133,3.1e-4,3.1e-4,0.99725700546319,"MYC,NEDD8,NFKBIA,PARK7,PSMB1,PSMB7,PSMB9,PSMC4,PSMD13,PSMD2,PSMD8,PSME1,PSME2,TANK"
GO:0061077,chaperone-mediated protein folding,56,6,0.99,139,4.6e-4,4.6e-4,1,"HSPA1B,HSPA6,HSPA7,PDCD5,PPIB,TRAP1"
GO:0051231,spindle elongation,10,3,0.18,150,6.1e-4,6.1e-4,1,"AURKB,KIF23,PRC1"
GO:0032496,response to lipopolysaccharide,323,15,5.74,153,6.9e-4,6.9e-4,1,"ACP5,ANKRD1,BDKRB1,CCL3,CLDN1,CSF2,CXCL2,GJB2,IL1RN,LITAF,NFKBIA,S100A14,S100A8,TAC1,TSPO"
GO:0061097,regulation of protein tyrosine kinase activity,84,7,1.49,154,7.3e-4,7.3e-4,1,"AGT,CBLC,EFNA1,GPRC5B,MVP,TSG101,UNC119"
GO:0006950,response to stress,3709,95,65.89,85,7.4e-4,5.3e-5,1,"ACADVL,ACP5,ACTR3,AGT,ANKRD1,ANXA2,ATOX1,BAG3,BDKRB1,BIRC7,BST2,C1QBP,CAPZB,CCL26,CCL3,CIB1,CLDN1,CORO1B,CSF2,CXCL16,CXCL2,DBNL,DCTPP1,DDRGK1,DHCR24,EEF1E1,EGLN3,EIF4EBP1,ELF3,ERP27,GJB2,GPRC5B,HDAC1,HEY2,HNRNPA1,HSPA1B,HSPA6,HSPA7,ID2,IL1RN,IL32,ILK,KLF10,LDHA,LGALS1,MAP1LC3B2,MAP2K3,MGARP,MT1F,MYC,NFKBIA,NINJ1,NLRP2,NSMCE2,PARK7,PLAUR,POLD2,PON2,PQBP1,PSMB1,PSMB7,PSMB9,PSMC4,PSMD13,PSMD2,PSMD8,PSME1,PSME2,RARRES2,RNASEH2A,S100A14,S100A8,SDC4,SDCBP,SERPINA1,SIGMAR1,SLC2A1,SMYD2,SWI5,TAC1,TANK,TFF1,TMSB4X,TNFRSF12A,TPD52L1,TRAP1,TRIB3,TSC22D3,TSPAN6,TSPO,TUBB,TXN2,UCP2,UFC1,YIF1A"
GO:0060122,inner ear receptor cell stereocilium organization,25,4,0.44,163,9.2e-4,9.2e-4,1,"CTHRC1,IFT20,SDC4,SLC9A3R1"
GO:0006122,"mitochondrial electron transport, ubiquinol to cytochrome c",12,3,0.21,167,0.00108,0.00108,1,"CYC1,UQCRC1,UQCRC2"
GO:0000165,MAPK cascade,929,30,16.5,171,0.00116,0.00116,1,"AGT,ATP6AP2,BIRC7,CBLC,CCL26,CCL3,CIB1,CSF2,CTSH,DBNL,EFNA1,ID1,IL1RN,ILK,MAP2K3,MYC,PSMB1,PSMB7,PSMB9,PSMC4,PSMD13,PSMD2,PSMD8,PSME1,PSME2,SDCBP,SLC9A3R1,TPD52L1,TRIB3,TSG101"
GO:0006626,protein targeting to mitochondrion,92,7,1.63,175,0.00126,0.00126,1,"BAG3,MGARP,PDCD5,TIMM17B,TIMM8B,TSPO,UQCRC2"
