GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",47,11,0.77,7,1.9e-10,1.9e-10,1.2224440712129425e-5,"ISCU,NDUFA9,NDUFAB1,NDUFB1,NDUFB2,NDUFB3,NDUFB4,NDUFB6,NDUFS5,NDUFS6,NDUFS8"
GO:0032981,mitochondrial respiratory chain complex I assembly,55,11,0.9,10,1.2e-9,1.2e-9,3.860349698567187e-5,"NDUFA9,NDUFAB1,NDUFB1,NDUFB2,NDUFB3,NDUFB4,NDUFB6,NDUFS5,NDUFS6,NDUFS8,OXA1L"
GO:0031145,anaphase-promoting complex-dependent catabolic process,80,12,1.31,15,6.6e-9,6.6e-9,1.4154615561413021e-4,"AURKB,CDC20,CDK1,MAD2L1,PLK1,PSMA1,PSMA3,PSMA6,PSMC1,PSMD10,PSME2,UBE2C"
GO:0070126,mitochondrial translational termination,87,10,1.43,32,1.6e-6,1.6e-6,0.020588531725691663,"MRPL21,MRPL46,MRPL47,MRPL48,MRPS12,MRPS21,MRPS24,MRPS28,MRRF,OXA1L"
GO:0002479,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",68,9,1.11,33,1.6e-6,1.6e-6,0.020588531725691663,"B2M,NCF4,PSMA1,PSMA3,PSMA6,PSMC1,PSMD10,PSME2,VAMP8"
GO:0033209,tumor necrosis factor-mediated signaling pathway,159,13,2.61,35,2.2e-6,2.2e-6,0.022978272015280878,"EDA2R,GPS2,HSPA1A,NFKBIA,PSMA1,PSMA3,PSMA6,PSMC1,PSMD10,PSME2,PYCARD,TNFRSF13B,TNFRSF14"
GO:0090307,mitotic spindle assembly,54,8,0.88,38,2.5e-6,2.5e-6,0.022978272015280878,"AURKB,BIRC5,CDC20,HSPA1A,KIF23,KIFC1,PLK1,TPX2"
GO:0070125,mitochondrial translational elongation,86,9,1.41,49,1.1e-5,1.1e-5,0.08846634725883136,"MRPL21,MRPL46,MRPL47,MRPL48,MRPS12,MRPS21,MRPS24,MRPS28,OXA1L"
GO:0010972,negative regulation of G2/M transition of mitotic cell cycle,90,9,1.47,54,1.7e-5,1.7e-5,0.12152952754748551,"AURKB,CDK1,PSMA1,PSMA3,PSMA6,PSMC1,PSMD10,PSME2,RBX1"
GO:0035722,interleukin-12-mediated signaling pathway,46,6,0.75,71,9.9e-5,9.9e-5,0.6369577002635858,"AIP,GSTO1,PSME2,SNRPA1,SOD1,SOD2"
GO:0007096,regulation of exit from mitosis,19,4,0.31,86,2.3e-4,2.3e-4,1,"ANLN,CDCA5,PHB2,UBE2C"
GO:0033617,mitochondrial cytochrome c oxidase assembly,19,4,0.31,87,2.3e-4,2.3e-4,1,"COA3,COA4,COX17,OXA1L"
GO:0061418,regulation of transcription from RNA polymerase II promoter in response to hypoxia,75,7,1.23,88,2.3e-4,2.3e-4,1,"PSMA1,PSMA3,PSMA6,PSMC1,PSMD10,PSME2,RBX1"
GO:0070498,interleukin-1-mediated signaling pathway,100,8,1.64,89,2.4e-4,2.4e-4,1,"NFKBIA,PSMA1,PSMA3,PSMA6,PSMC1,PSMD10,PSME2,RBX1"
GO:0051301,cell division,560,24,9.18,57,3.9e-4,1.8e-5,1,"ANLN,AURKB,BIRC5,CAT,CCNB2,CDC20,CDCA3,CDCA5,CDK1,CDK2AP2,CETN2,CKS1B,KIF23,KIFC1,MAD2L1,NUSAP1,PLK1,PRC1,STMN1,TOP2A,TPX2,TUBB,UBE2C,ZWINT"
GO:0051231,spindle elongation,10,3,0.16,99,4.8e-4,4.8e-4,1,"AURKB,KIF23,PRC1"
GO:0006521,regulation of cellular amino acid metabolic process,62,6,1.02,102,5.2e-4,5.2e-4,1,"PSMA1,PSMA3,PSMA6,PSMC1,PSMD10,PSME2"
GO:0046718,viral entry into host cell,117,8,1.92,111,6.9e-4,6.9e-4,1,"CD81,CDK1,HSPA1A,IFITM3,LGALS1,SIVA1,TNFRSF14,VAMP8"
