GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0010499,proteasomal ubiquitin-independent protein catabolic process,23,9,0.53,1,9.8e-10,9.8e-10,6.305237840993072e-5,"KEAP1,PSMA1,PSMA3,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMB7"
GO:0060071,"Wnt signaling pathway, planar cell polarity pathway",108,16,2.48,2,3.2e-9,3.2e-9,1.0294265862845832e-4,"AP2S1,CTHRC1,DKK1,PSMA1,PSMA3,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMB7,PSME2,RHOA,RSPO3,WNT11,WNT7A"
GO:0061418,regulation of transcription from RNA polymerase II promoter in response to hypoxia,75,12,1.72,8,1.3e-7,1.3e-7,0.0027880303378540797,"CA9,EGR1,PSMA1,PSMA3,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMB7,PSME2,RBX1"
GO:0002479,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",68,11,1.56,14,3.8e-7,3.8e-7,0.005404489577994062,"PSMA1,PSMA3,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMB7,PSME2,TAP1,VAMP8"
GO:0090090,negative regulation of canonical Wnt signaling pathway,171,17,3.92,17,4.2e-7,4.2e-7,0.005404489577994062,"CTHRC1,DKK1,EGR1,HDAC1,KLHL12,PSMA1,PSMA3,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMB7,PSME2,RBX1,TLE6,WNT11"
GO:0033209,tumor necrosis factor-mediated signaling pathway,159,16,3.65,28,7.9e-7,7.9e-7,0.008471322949633549,"CD40,LTB,PSMA1,PSMA3,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMB7,PSME2,SPPL2A,TNF,TNFRSF11B,TNFRSF12A,TRAF2"
GO:0016579,protein deubiquitination,267,21,6.12,34,9.8e-7,9.8e-7,0.009007482629990102,"ADRM1,CCNA2,EIF3F,KEAP1,NEDD8,PARK7,PSMA1,PSMA3,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMB7,PSME2,RHOA,RUVBL1,TRAF2,UBXN1,UCHL1,UCHL3"
GO:0006521,regulation of cellular amino acid metabolic process,62,10,1.42,38,1.3e-6,1.3e-6,0.010455113766952798,"PARK7,PSMA1,PSMA3,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMB7,PSME2"
GO:0031145,anaphase-promoting complex-dependent catabolic process,80,11,1.83,43,2e-6,2e-6,0.014297591476174766,"PLK1,PSMA1,PSMA3,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMB7,PSME2,PTTG1"
GO:0016032,viral process,798,40,18.3,47,2.9e-6,2.9e-6,0.018658356876408072,"AP2S1,ATP6V1H,BAD,BNIP3,CCL2,CCNA2,CFI,CHMP6,CLDN1,CXCR4,DYNLL1,EIF3F,HDAC1,IL2RG,KEAP1,MON1B,POLR2H,PPIB,PSMA3,PSMB1,PSMB3,PSMB5,PSMB6,PSMB7,RAET1L,RBX1,RHOA,RPL17,RPL21,RPS21,RPSA,SLC25A5,SNAPIN,TAP1,TNF,TSG101,TSPAN7,UBXN1,UNG,VAMP8"
GO:0060236,regulation of mitotic spindle organization,37,7,0.85,71,1.8e-5,1.8e-5,0.09650874246417969,"BORA,DRG1,GPSM2,PLK1,PSRC1,TACC3,TPX2"
GO:0070498,interleukin-1-mediated signaling pathway,100,11,2.29,72,1.8e-5,1.8e-5,0.09650874246417969,"EGR1,PSMA1,PSMA3,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMB7,PSME2,RBX1"
GO:0090263,positive regulation of canonical Wnt signaling pathway,145,13,3.32,79,3e-5,3e-5,0.14847498840643025,"GSKIP,PSMA1,PSMA3,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMB7,PSME2,RSPO3,RUVBL1,WLS"
GO:1902036,regulation of hematopoietic stem cell differentiation,71,9,1.63,82,3.4e-5,3.4e-5,0.15625224970390997,"PSMA1,PSMA3,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMB7,PSME2"
GO:0010972,negative regulation of G2/M transition of mitotic cell cycle,90,10,2.06,84,4e-5,4e-5,0.1715710977140972,"PSMA1,PSMA3,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMB7,PSME2,RBX1"
GO:0031146,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,93,10,2.13,87,5.3e-5,5.3e-5,0.21312347294173012,"PSMA1,PSMA3,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMB7,PSME2,RBX1"
GO:0043687,post-translational protein modification,354,21,8.12,95,7.2e-5,7.2e-5,0.2724952728400368,"CP,FN1,FN3KRP,KEAP1,LRRC41,MSLN,NEDD8,PDIA6,PSMA1,PSMA3,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMB7,PSME2,RBX1,SUMF1,UBD,UCHL3"
GO:0002223,stimulatory C-type lectin receptor signaling pathway,108,10,2.48,122,1.9e-4,1.9e-4,0.6791355951183015,"MUC1,PSMA1,PSMA3,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMB7,PSME2"
