GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0043312,neutrophil degranulation,472,25,10.2,56,3.7e-5,3.7e-5,0.8235412690276666,"ALDOC,ANXA2,ASAH1,BST2,CAT,CD63,CHI3L1,CREG1,CTSH,DYNLL1,GRN,HSPA1A,HSPA6,LAMTOR2,LCN2,NPC2,PNP,PRDX4,PSMB1,PSMD2,QSOX1,SERPINA1,SLPI,TMBIM1,TUBB"
GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,181,14,3.91,59,4e-5,4e-5,0.8235412690276666,"BST2,DDRGK1,GPRC5B,IL1B,LGALS1,LGALS9,LITAF,PLK2,S100A13,S100A4,TFG,TGM2,TMEM9B,UBD"
GO:0042744,hydrogen peroxide catabolic process,32,6,0.69,71,5.5e-5,5.5e-5,0.8235412690276666,"CAT,GPX1,GPX3,HBA1,HBA2,PRDX4"
GO:0031145,anaphase-promoting complex-dependent catabolic process,80,9,1.73,72,5.6e-5,5.6e-5,0.8235412690276666,"CDC20,PSMA3,PSMA4,PSMB1,PSMC5,PSMD2,PTTG1,UBB,UBE2C"
GO:0043066,negative regulation of apoptotic process,870,40,18.8,24,6.4e-5,5.5e-6,0.8235412690276666,"ANXA1,ARF4,BAG3,BIRC5,CAT,CIB1,CLU,CTSH,DDRGK1,DHCR24,DUSP1,GPX1,GRN,HEY2,HMGB2,HSPA1A,HSPB1,IFI6,IL1B,IL2,ILK,LAMTOR5,MAEA,MSX2,MTRNR2L10,MTRNR2L8,MUC1,PHB2,PLK2,PRAME,PRNP,PSMG2,SLC25A5,SLC40A1,SNAI1,TAF9,TIMP1,TMBIM1,UBB,VDAC2"
GO:0002576,platelet degranulation,124,11,2.68,82,7.9e-5,7.9e-5,0.847132294963355,"CD63,CD9,CLU,QSOX1,RARRES2,SERPINA1,SERPING1,SRGN,TIMP1,TMSB4X,TUBA4A"
GO:0045071,negative regulation of viral genome replication,55,7,1.19,104,1.7e-4,1.7e-4,1,"APOBEC3A,BST2,IFITM1,IFITM2,ISG15,ISG20,SLPI"
GO:0051301,cell division,560,26,12.1,114,2.2e-4,2.2e-4,1,"ANAPC13,ANLN,BIRC5,CAT,CDC20,CDCA3,CDK2AP2,CHMP2A,CIB1,CINP,CKS2,FAM83D,IL1B,JTB,MAEA,NUSAP1,PGF,PLK2,PTTG1,TOP2A,TUBA1A,TUBA1B,TUBB,TXNIP,UBE2C,UNC119"
GO:0051291,protein heterooligomerization,99,9,2.14,123,2.9e-4,2.9e-4,1,"ANXA2,CHMP2A,CLDN3,GCHFR,HBA1,HBA2,HSD17B8,ILK,S100A10"
GO:0003198,epithelial to mesenchymal transition involved in endocardial cushion formation,17,4,0.37,135,4.1e-4,4.1e-4,1,"HEY2,MSX2,SNAI1,TMEM100"
GO:0008284,positive regulation of cell population proliferation,908,39,19.62,55,5.7e-4,3.4e-5,1,"ADAMTS1,ANXA1,ANXA2,AREG,BIRC5,BRK1,BST2,CCL26,CDC20,CIB1,CRIP2,CTSH,DDRGK1,DLX5,F3,GRN,HBEGF,HEY2,HMGB2,ID2,IL1B,IL2,ILK,LGALS9,MIR548C,MMP12,NDUFS4,NMB,PGF,PNP,PRAME,S100A13,S100A6,SLC25A5,TAC1,TGM1,TGM2,TIMP1,TNFSF9"
GO:0030855,epithelial cell differentiation,665,28,14.37,149,6.1e-4,6.1e-4,1,"ALDOC,ANXA1,ANXA2,ANXA7,ASAH1,CLDN3,CNN3,CXCR4,DLX5,GPX1,GSTK1,HEY2,ID2,ID3,IL1B,KRT17,KRT19,KRT23,KRT4,MSX2,PGK1,PRSS8,SPINT2,TCF21,TGM1,TMEM100,TXNIP,TYMS"
GO:0060337,type I interferon signaling pathway,88,8,1.9,150,6.3e-4,6.3e-4,1,"BST2,IFI6,IFITM1,IFITM2,IRF9,ISG15,ISG20,MMP12"
GO:0001649,osteoblast differentiation,211,13,4.56,156,7e-4,7e-4,1,"AREG,ATP6AP1,CAT,CCL3,DLX5,ID2,ID3,IFITM1,IGFBP3,ILK,MSX2,SNAI1,SPP1"
GO:0042454,ribonucleoside catabolic process,21,4,0.45,173,9.6e-4,9.6e-4,1,"APOBEC3A,HPRT1,PNP,UPP1"
GO:0071621,granulocyte chemotaxis,117,9,2.53,174,9.9e-4,9.9e-4,1,"ANXA1,C1QBP,CCL26,CCL3,CXCL2,CXCL3,IL1B,RARRES2,S100A14"
GO:0060343,trabecula formation,22,4,0.48,182,0.00115,0.00115,1,"ADAMTS1,HEY2,MSX2,SLC40A1"
GO:0001836,release of cytochrome c from mitochondria,56,6,1.21,190,0.00127,0.00127,1,"CLU,FAM162A,FIS1,GGCT,GPX1,IFI6"
GO:1901990,regulation of mitotic cell cycle phase transition,429,22,9.27,103,0.00144,1.7e-4,1,"ADAMTS1,ANLN,ANXA1,CDC20,CDK2AP2,DUSP1,DYNLL1,ID2,MUC1,PHB2,PLK2,PSMA3,PSMA4,PSMB1,PSMC5,PSMD2,PSMG2,TUBA1A,TUBA4A,TUBB,UBD,UBE2C"
GO:0001765,membrane raft assembly,11,3,0.24,199,0.00145,0.00145,1,"ANXA2,FLOT1,S100A10"
GO:0072608,interleukin-10 secretion,11,3,0.24,200,0.00145,0.00145,1,"ISG15,LGALS9,TNFRSF21"
GO:0038061,NIK/NF-kappaB signaling,178,11,3.85,214,0.00172,0.00172,1,"CHI3L1,IL1B,ILK,LGALS9,LITAF,PSMA3,PSMA4,PSMB1,PSMC5,PSMD2,TMSB4X"
GO:2000241,regulation of reproductive process,152,10,3.28,215,0.00174,0.00174,1,"C1QBP,CDC20,CIB1,DUSP1,MSX2,P2RY1,PHLDA2,PRDX4,SNAI1,TIMP1"
GO:0042775,mitochondrial ATP synthesis coupled electron transport,81,7,1.75,216,0.00183,0.00183,1,"COX5B,COX7B,NDUFB3,NDUFB7,NDUFS4,NDUFS8,UQCRC1"
GO:0009615,response to virus,311,19,6.72,67,0.00188,4.9e-5,1,"APOBEC3A,BST2,C1QBP,CLU,CXCR4,DDIT4,HSPB1,IFI6,IFITM1,IFITM2,IL1B,IRF9,ISG15,ISG20,LAMTOR5,LCN2,LGALS9,MMP12,NPC2"
GO:0061138,morphogenesis of a branching epithelium,180,11,3.89,222,0.00188,0.00188,1,"AREG,CTSH,ILK,MSX2,PGF,PHB2,RSPO3,SPINT2,TACSTD2,TCF21,TGM2"
GO:0019730,antimicrobial humoral response,105,8,2.27,226,0.00199,0.00199,1,"CLU,CXCL2,CXCL3,KLK7,LCN2,RARRES2,RPL39,SLPI"
GO:1901700,response to oxygen-containing compound,1621,57,35.02,99,0.00207,1.5e-4,1,"ACP5,ANXA1,AREG,ASS1,ATP6AP1,ATP6V1B1,ATP6V1E1,ATP6V1F,CA2,CAT,CCL3,CD9,CLDN3,CLU,CTSH,CXCL2,CXCL3,DDIT4,DUSP1,DYNLL1,FIS1,FOLR1,FOS,GPX1,GPX3,HBA1,HBA2,HMGB2,HMGCL,ID3,IL1B,IL2,LAMTOR2,LAMTOR5,LCN2,LGALS1,LGALS9,LITAF,LYPD1,MGARP,MMP12,MSX2,NDUFAF2,NDUFS4,P2RY1,PHB2,PRNP,RARRES2,RGS2,S100A14,SLC2A1,SLPI,SPP1,TAC1,TIMP1,TXNIP,TYMS"
