GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0031145,anaphase-promoting complex-dependent catabolic process,80,11,0.99,1,3.9e-9,3.9e-9,2.5092273040686714e-4,"ANAPC11,PLK1,PSMA1,PSMA3,PSMA6,PSMB1,PSMB5,PSMB6,PSMD10,PSMD14,PTTG1"
GO:0006521,regulation of cellular amino acid metabolic process,62,9,0.77,3,6.5e-8,6.5e-8,0.0020910227533905597,"PARK7,PSMA1,PSMA3,PSMA6,PSMB1,PSMB5,PSMB6,PSMD10,PSMD14"
GO:0010499,proteasomal ubiquitin-independent protein catabolic process,23,6,0.28,6,2.8e-7,2.8e-7,0.0056296766437438145,"PSMA1,PSMA3,PSMA6,PSMB1,PSMB5,PSMB6"
GO:0061418,regulation of transcription from RNA polymerase II promoter in response to hypoxia,75,9,0.93,9,3.5e-7,3.5e-7,0.0056296766437438145,"CA9,PSMA1,PSMA3,PSMA6,PSMB1,PSMB5,PSMB6,PSMD10,PSMD14"
GO:0010972,negative regulation of G2/M transition of mitotic cell cycle,90,9,1.11,16,1.7e-6,1.7e-6,0.020374067853549043,"MIIP,PSMA1,PSMA3,PSMA6,PSMB1,PSMB5,PSMB6,PSMD10,PSMD14"
GO:0002479,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",68,8,0.84,18,1.9e-6,1.9e-6,0.020374067853549043,"PSMA1,PSMA3,PSMA6,PSMB1,PSMB5,PSMB6,PSMD10,PSMD14"
GO:1902036,regulation of hematopoietic stem cell differentiation,71,8,0.88,23,2.6e-6,2.6e-6,0.023897402895892112,"PSMA1,PSMA3,PSMA6,PSMB1,PSMB5,PSMB6,PSMD10,PSMD14"
GO:0070125,mitochondrial translational elongation,86,8,1.06,35,1.1e-5,1.1e-5,0.08846634725883136,"MRPL14,MRPL27,MRPL33,MRPS34,MRPS5,MRPS6,MRPS9,TUFM"
GO:0031146,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,93,8,1.15,41,2e-5,2e-5,0.14297591476174767,"PSMA1,PSMA3,PSMA6,PSMB1,PSMB5,PSMB6,PSMD10,PSMD14"
GO:0033209,tumor necrosis factor-mediated signaling pathway,159,10,1.97,45,2.9e-5,2.9e-5,0.1865835687640807,"CPNE1,ILK,PSMA1,PSMA3,PSMA6,PSMB1,PSMB5,PSMB6,PSMD10,PSMD14"
GO:0070498,interleukin-1-mediated signaling pathway,100,8,1.24,48,3.3e-5,3.3e-5,0.19301748492835935,"PSMA1,PSMA3,PSMA6,PSMB1,PSMB5,PSMB6,PSMD10,PSMD14"
GO:0042744,hydrogen peroxide catabolic process,32,5,0.4,54,4.2e-5,4.2e-5,0.22518706574975259,"HBA1,HBA2,PRDX2,PRDX4,PRDX5"
GO:0002223,stimulatory C-type lectin receptor signaling pathway,108,8,1.34,67,5.8e-5,5.8e-5,0.26654795537725817,"PSMA1,PSMA3,PSMA6,PSMB1,PSMB5,PSMB6,PSMD10,PSMD14"
GO:0060071,"Wnt signaling pathway, planar cell polarity pathway",108,8,1.34,68,5.8e-5,5.8e-5,0.26654795537725817,"PSMA1,PSMA3,PSMA6,PSMB1,PSMB5,PSMB6,PSMD10,PSMD14"
GO:0038095,Fc-epsilon receptor signaling pathway,111,8,1.37,75,7.1e-5,7.1e-5,0.30158982020056146,"PSMA1,PSMA3,PSMA6,PSMB1,PSMB5,PSMB6,PSMD10,PSMD14"
GO:0038061,NIK/NF-kappaB signaling,178,10,2.2,78,7.5e-5,7.5e-5,0.30158982020056146,"CPNE1,ILK,PSMA1,PSMA3,PSMA6,PSMB1,PSMB5,PSMB6,PSMD10,PSMD14"
GO:0090263,positive regulation of canonical Wnt signaling pathway,145,9,1.79,81,8.1e-5,8.1e-5,0.30655718194504133,"ILK,PSMA1,PSMA3,PSMA6,PSMB1,PSMB5,PSMB6,PSMD10,PSMD14"
GO:0070126,mitochondrial translational termination,87,7,1.08,83,1e-4,1e-4,0.35743978690436917,"MRPL14,MRPL27,MRPL33,MRPS34,MRPS5,MRPS6,MRPS9"
GO:0016579,protein deubiquitination,267,12,3.3,91,1.3e-4,1.3e-4,0.41820455067811185,"HGS,PARK7,PSMA1,PSMA3,PSMA6,PSMB1,PSMB5,PSMB6,PSMD10,PSMD14,UCHL1,UCHL3"
GO:0051607,defense response to virus,228,11,2.82,94,1.3e-4,1.3e-4,0.41820455067811185,"DDIT4,IFI27,IFI6,IFITM1,IFITM3,IRF9,ISG15,PQBP1,SERINC3,TARBP2,TRIM22"
GO:0043312,neutrophil degranulation,472,16,5.84,117,2.7e-4,2.7e-4,0.7832593591295741,"CCT8,CPNE1,CSNK2B,FOLR3,GLA,GRN,LAMTOR1,LAMTOR2,PGAM1,PRDX4,PSMB1,PSMD14,S100A11,S100A7,TUBB,TUBB4B"
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",47,5,0.58,118,2.8e-4,2.8e-4,0.7832593591295741,"NDUFB7,NDUFB9,NDUFV1,NDUFV2,PARK7"
GO:0090090,negative regulation of canonical Wnt signaling pathway,171,9,2.11,120,2.8e-4,2.8e-4,0.7832593591295741,"PSMA1,PSMA3,PSMA6,PSMB1,PSMB5,PSMB6,PSMD10,PSMD14,TLE6"
GO:0061621,canonical glycolysis,27,4,0.33,126,3.2e-4,3.2e-4,0.8578554885704861,"PFKP,PGAM1,PGK1,TPI1"
GO:0050852,T cell receptor signaling pathway,179,9,2.21,137,3.9e-4,3.9e-4,1,"EIF2B2,PSMA1,PSMA3,PSMA6,PSMB1,PSMB5,PSMB6,PSMD10,PSMD14"
GO:0035036,sperm-egg recognition,52,5,0.64,139,4.5e-4,4.5e-4,1,"CCT7,CCT8,CD9,FOLR3,OVGP1"
GO:2001244,positive regulation of intrinsic apoptotic signaling pathway,54,5,0.67,145,5.3e-4,5.3e-4,1,"BAD,FIS1,PARK7,SERINC3,SOD1"
GO:0060337,type I interferon signaling pathway,88,6,1.09,160,7.8e-4,7.8e-4,1,"IFI27,IFI6,IFITM1,IFITM3,IRF9,ISG15"
GO:0045069,regulation of viral genome replication,89,6,1.1,162,8.2e-4,8.2e-4,1,"IFI27,IFITM1,IFITM3,ISG15,PPIB,TARBP2"
GO:0043488,regulation of mRNA stability,170,8,2.1,183,0.00126,0.00126,1,"PSMA1,PSMA3,PSMA6,PSMB1,PSMB5,PSMB6,PSMD10,PSMD14"
GO:0046931,pore complex assembly,18,3,0.22,184,0.00133,0.00133,1,"BAD,CCT8,PDZD11"
GO:1902600,proton transmembrane transport,134,7,1.66,187,0.00139,0.00139,1,"ATP6V0E1,ATP6V1E1,COX7C,CYB5A,CYC1,PARK7,UCP2"
GO:0098869,cellular oxidant detoxification,95,8,1.17,42,0.00175,2.3e-5,1,"HBA1,HBA2,PARK7,PRDX2,PRDX4,PRDX5,SESN2,SOD1"
GO:0045454,cell redox homeostasis,72,5,0.89,200,0.00197,0.00197,1,"PDIA6,PRDX2,PRDX4,PRDX5,TMX2"
GO:1900182,positive regulation of protein localization to nucleus,73,5,0.9,206,0.00209,0.00209,1,"CCT7,CCT8,PARK7,PLK1,SESN2"
GO:0045932,negative regulation of muscle contraction,23,3,0.28,222,0.00275,0.00275,1,"RGS2,SOD1,SRI"
GO:0019430,removal of superoxide radicals,24,3,0.3,235,0.00311,0.00311,1,"PARK7,PRDX2,SOD1"
GO:0051438,regulation of ubiquitin-protein transferase activity,52,4,0.64,247,0.00386,0.00386,1,"PARK7,PLK1,RPL23,TRIB3"
GO:0006007,glucose catabolic process,35,6,0.43,27,0.00392,4e-6,1,"BAD,PFKP,PGAM1,PGK1,TKTL1,TPI1"
