GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",47,9,1.19,18,2.3e-6,2.3e-6,0.14798007177840883,"ISCU,NDUFA1,NDUFA11,NDUFA12,NDUFB10,NDUFB2,NDUFB8,NDUFS3,NDUFS8"
GO:0031145,anaphase-promoting complex-dependent catabolic process,80,11,2.03,21,5.4e-6,5.4e-6,0.1737157364355234,"ANAPC15,CCNB1,CDC20,FBXO5,PSMA6,PSMA7,PSMC6,PSMD13,PSME2,PTTG1,UBE2C"
GO:0032981,mitochondrial respiratory chain complex I assembly,55,8,1.4,33,6.9e-5,6.9e-5,1,"NDUFA1,NDUFA11,NDUFA12,NDUFB10,NDUFB2,NDUFB8,NDUFS3,NDUFS8"
GO:0000398,"mRNA splicing, via spliceosome",333,21,8.45,38,1.3e-4,1.3e-4,1,"C1QBP,CLP1,CSTF1,CSTF3,LSM2,LSM3,MAGOH,PHF5A,POLR2C,POLR2K,PPIH,PPIL1,RBM4,RBM7,RNF113A,SCNM1,SF3B5,SNRPA1,SNRPD2,U2AF1,ZMAT5"
GO:0006396,RNA processing,1129,59,28.66,3,1.9e-4,9e-8,1,"C1QBP,CCNB1,CLK1,CLP1,CSTF1,CSTF3,DDX47,DEDD2,FASTKD5,HSPA1A,IMP4,LSM2,LSM3,MAGOH,MIR3651,NGDN,NOL11,PHF5A,POLR2C,POLR2K,POP7,PPIH,PPIL1,PUSL1,RBM4,RBM7,RMRP,RNF113A,RPF2,RPS26,SBDS,SCARNA12,SCARNA16,SCARNA9L,SCNM1,SF3B5,SLBP,SNHG12,SNORA10,SNORA29,SNORA33,SNORA4,SNORA44,SNORA51,SNORA63,SNORA66,SNORA71B,SNORA81,SNORA84,SNORD22,SNORD46,SNORD79,SNRPA1,SNRPD2,THOC7,TSR2,U2AF1,WDR74,ZMAT5"
GO:0033108,mitochondrial respiratory chain complex assembly,81,13,2.06,4,4.1e-4,1.2e-7,1,"COA3,COX17,NDUFA1,NDUFA11,NDUFA12,NDUFB10,NDUFB2,NDUFB8,NDUFS3,NDUFS8,SCO2,SDHAF1,UQCR10"
GO:0150078,positive regulation of neuroinflammatory response,15,4,0.38,54,4.5e-4,4.5e-4,1,"CCL3,IL1B,IL6,NUPR1"
GO:0001516,prostaglandin biosynthetic process,27,5,0.69,56,5.2e-4,5.2e-4,1,"CBR1,EDN2,FABP5,IL1B,PTGES"
GO:0034620,cellular response to unfolded protein,132,11,3.35,58,5.5e-4,5.5e-4,1,"ATF3,BAG3,COPS5,DDIT3,DERL2,DNAJB9,HERPUD1,HSPA1A,HSPA1B,HSPB8,XBP1"
GO:1902533,positive regulation of intracellular signal transduction,981,47,24.9,27,5.9e-4,2.1e-5,1,"AGT,AREG,AVPI1,BST2,C1QBP,CCL17,CCL18,CCL26,CCL3,CD14,CHI3L1,DDIT3,DDT,EDA2R,EFNA1,ERP29,F3,GADD45B,GDF15,GPNMB,GPR89A,HAX1,HBEGF,HMOX1,HSPA1A,HSPA1B,IL1B,IL1RN,IL6,LAMTOR5,LGALS1,MAP2K3,MIR221,NUPR1,PLEKHF1,PLK2,PMAIP1,RAC2,RRAGA,SEC13,SERINC3,SLC9A3R1,SOD1,STK19,TFG,TMEM9B,ZNF622"
GO:0043618,regulation of transcription from RNA polymerase II promoter in response to stress,116,10,2.94,71,7.4e-4,7.4e-4,1,"ATF3,BAG3,DDIT3,HMOX1,HSPA1A,PSMA6,PSMA7,PSMC6,PSMD13,PSME2"
GO:0009267,cellular response to starvation,137,11,3.48,73,7.5e-4,7.5e-4,1,"ATF3,DAPL1,GABARAPL1,GABARAPL2,IFI16,KLF10,PDK4,PMAIP1,RRAGA,UPP1,XBP1"
GO:0030593,neutrophil chemotaxis,100,9,2.54,80,0.001,0.001,1,"C1QBP,CCL17,CCL18,CCL26,CCL3,EDN2,IL1B,IL1RN,RAC2"
GO:2001242,regulation of intrinsic apoptotic signaling pathway,151,16,3.83,13,0.00106,1.5e-6,1,"DDIT3,ERP29,HDAC1,HERPUD1,HSPA1A,NDUFS3,NUPR1,PLEKHF1,PMAIP1,SERINC3,SLC9A3R1,SNAI1,SOD1,TRIAP1,VDAC2,XBP1"
GO:0002690,positive regulation of leukocyte chemotaxis,83,8,2.11,89,0.00121,0.00121,1,"C1QBP,CCL27,CCL3,EDN2,IL6,PGF,RAC2,RARRES2"
GO:0043065,positive regulation of apoptotic process,643,32,16.32,48,0.00149,2.3e-4,1,"ADM,AGT,ANXA5,ATF3,C1QBP,CASP4,CCL3,CTSD,DDIT3,DEDD2,F3,GADD45B,GSN,HMOX1,IFIT2,IL6,KHDC1L,LDHA,MIR221,MYC,NUPR1,OSGIN1,PLEKHF1,PMAIP1,PRNP,PTRH2,SERINC3,SLC9A3R1,SOD1,TXNIP,TYROBP,ZNF622"
GO:1903862,positive regulation of oxidative phosphorylation,10,3,0.25,99,0.00171,0.00171,1,"CCNB1,ISCU,NUPR1"
GO:0000338,protein deneddylation,10,3,0.25,100,0.00171,0.00171,1,"COPS3,COPS5,COPS6"
GO:0071281,cellular response to iron ion,10,3,0.25,101,0.00171,0.00171,1,"B2M,CCNB1,HMOX1"
GO:1902237,positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,10,3,0.25,102,0.00171,0.00171,1,"DDIT3,PMAIP1,SERINC3"
GO:1905897,regulation of response to endoplasmic reticulum stress,80,12,2.03,10,0.00184,7.8e-7,1,"COPS5,DDIT3,DERL2,DNAJB9,ERP29,HERPUD1,HSPA1A,MANF,NUPR1,PMAIP1,SERINC3,XBP1"
GO:0045862,positive regulation of proteolysis,340,18,8.63,127,0.00278,0.00278,1,"CASP4,CTSD,EFNA1,F3,GSN,HERPUD1,HSPA1A,HSPA1B,IFI16,IL1B,KHDC1L,MYC,NUPR1,PLK2,PMAIP1,PSME2,TRIB3,ZFAND2A"
GO:2000816,negative regulation of mitotic sister chromatid separation,39,5,0.99,129,0.00291,0.00291,1,"ANAPC15,CCNB1,CDC20,FBXO5,PTTG1"
GO:1904263,positive regulation of TORC1 signaling,12,3,0.3,131,0.00301,0.00301,1,"LAMTOR5,RRAGA,SEC13"
GO:0031124,mRNA 3'-end processing,96,8,2.44,132,0.00306,0.00306,1,"CCNB1,CLP1,CSTF1,CSTF3,MAGOH,SLBP,THOC7,U2AF1"
GO:0051495,positive regulation of cytoskeleton organization,213,13,5.41,137,0.00318,0.00318,1,"ACTR3,ARPC1B,CCL26,CCL27,CORO1B,CTTN,GSN,HAX1,HSPA1A,HSPA1B,PFDN2,SDC4,TAC1"
GO:0048525,negative regulation of viral process,97,8,2.46,138,0.00326,0.00326,1,"APOBEC3A,BST2,CCL3,GSN,HDAC1,IFI16,MIR221,OAS1"
GO:0060122,inner ear receptor cell stereocilium organization,25,4,0.63,140,0.00339,0.00339,1,"CTHRC1,SDC4,SLC9A3R1,SOD1"
GO:0070498,interleukin-1-mediated signaling pathway,100,8,2.54,152,0.00393,0.00393,1,"IL1B,IL1RN,IL6,PSMA6,PSMA7,PSMC6,PSMD13,PSME2"
GO:0046686,response to cadmium ion,61,6,1.55,164,0.00442,0.00442,1,"B2M,GSN,HMOX1,MT2A,PRNP,SOD1"
GO:1901989,positive regulation of cell cycle phase transition,102,8,2.59,165,0.00443,0.00443,1,"ADAMTS1,CCNB1,FAM83D,FBXO5,MIR221,NSMCE2,UBE2C,ZNF16"
GO:0006521,regulation of cellular amino acid metabolic process,62,6,1.57,170,0.00479,0.00479,1,"ODC1,PSMA6,PSMA7,PSMC6,PSMD13,PSME2"
GO:2001212,regulation of vasculogenesis,14,3,0.36,172,0.0048,0.0048,1,"ADM,HEY2,TMEM100"
GO:0006878,cellular copper ion homeostasis,14,3,0.36,173,0.0048,0.0048,1,"MT2A,PRNP,SCO2"
GO:0008625,extrinsic apoptotic signaling pathway via death domain receptors,83,7,2.11,176,0.00512,0.00512,1,"ATF3,BAG3,DDX47,DEDD2,HMOX1,MIR221,PMAIP1"
GO:0044093,positive regulation of molecular function,1701,60,43.18,183,0.00541,0.00541,1,"AGT,AHSA1,ARF4,ATP1B1,AVPI1,B2M,CASP4,CCL17,CCL18,CCL26,CCL3,CCNB1,CDC20,CHI3L1,CKS2,COPS5,COX17,CTHRC1,CTSD,DDIT3,DNAJC9,DUSP12,EDA2R,EDN2,EFNA1,ERP29,F3,GABARAPL2,GADD45B,GDF15,GLRX,GMNN,GNA15,GSN,GTF2B,HSPA1A,HSPA1B,IFI16,IL1B,IL6,ISCU,KHDC1L,MAP2K3,MYC,NME1,NUPR1,PLK2,PMAIP1,PRNP,PSMA6,PSME2,RGS2,RHEBL1,SDC4,SGK1,SOD1,TRIB3,UBE2C,ZNF16,ZNF622"
GO:2001236,regulation of extrinsic apoptotic signaling pathway,152,10,3.86,184,0.00548,0.00548,1,"AGT,ATF3,CTTN,DEDD2,HMOX1,HSPA1A,HSPA1B,IL1B,MIR221,PMAIP1"
GO:0006974,cellular response to DNA damage stimulus,784,32,19.9,185,0.00569,0.00569,1,"ALKBH3,CCNB1,CDKN2AIP,COPS3,COPS5,COPS6,DDIT3,FBXO5,FEN1,GINS2,HMOX1,IFI16,MCM7,MIR221,MORF4L2,MRPS26,MYC,NSMCE2,NUPR1,PLK2,PMAIP1,POLD2,POLR2C,POLR2K,PPP4C,PTTG1,RNF113A,RUVBL1,SGK1,SNAI1,TRIAP1,UBE2L6"
GO:0017004,cytochrome complex assembly,29,4,0.74,188,0.00588,0.00588,1,"COA3,COX17,SCO2,UQCR10"
