GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0010803,regulation of tumor necrosis factor-mediated signaling pathway,54,9,1.34,9,6.4e-6,6.4e-6,0.3860349698567187,"CARD16,CASP4,CPNE1,GPS2,NOL3,PYCARD,SPPL2A,TRADD,TRAF2"
GO:0070059,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,58,9,1.44,10,1.2e-5,1.2e-5,0.3860349698567187,"ATF4,CASP4,CHAC1,DDIT3,HERPUD1,PARK7,PPP1R15A,TRAF2,TRIB3"
GO:0036499,PERK-mediated unfolded protein response,20,5,0.5,25,1e-4,1e-4,1,"ATF3,ATF4,DDIT3,HERPUD1,PPP1R15A"
GO:0043154,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,83,9,2.06,40,2.1e-4,2.1e-4,1,"BIRC7,CARD16,CRYAB,DPEP1,HERPUD1,IGBP1,NOL3,PARK7,WNT9A"
GO:0045087,innate immune response,796,36,19.73,54,3.8e-4,3.8e-4,1,"APOBEC3B,APOBEC3C,APOBEC3G,APOE,ARID5A,C2,CASP4,CDC42EP2,GBP2,GSN,HMGB2,ICAM1,IFITM3,IL23A,IP6K2,IRF9,LGALS3,MSRB1,MUL1,MX1,POLR3K,PSMA1,PSME2,PYCARD,RAB20,RAET1L,RNF135,S100A7,SMPDL3B,SPON2,TNFRSF14,TRIM21,TRIM22,TRIM29,UBD,ULBP2"
GO:0051023,regulation of immunoglobulin secretion,17,4,0.42,73,6.9e-4,6.9e-4,1,"CD40,IL6,RBP4,TRAF2"
GO:0043312,neutrophil degranulation,472,24,11.7,75,7.5e-4,7.5e-4,1,"ANXA3,CEACAM6,CHI3L1,COMMD3,CPNE1,CTSD,CTSH,CXCL1,CYSTM1,FUCA1,GGH,GSN,LGALS3,MVP,NEU1,PGAM1,PLAU,PRDX4,PYCARD,QPCT,S100A7,SERPINA3,TMEM179B,VAT1"
GO:0006919,activation of cysteine-type endopeptidase activity involved in apoptotic process,82,8,2.03,83,9.6e-4,9.6e-4,1,"CASP4,CTSH,DAP,LCK,MUL1,PYCARD,TRADD,TRAF2"
GO:0046685,response to arsenic-containing substance,32,5,0.79,87,0.00106,0.00106,1,"ATF3,ATF4,SERPINF1,TNFRSF11B,ZFAND2A"
GO:0006469,negative regulation of protein kinase activity,222,14,5.5,99,0.00133,0.00133,1,"APOE,CHMP6,DBNDD2,DUSP2,GBA,GPS2,MVP,PARK7,PKIG,PLK1,PYCARD,RGS3,TRIB3,TSG101"
