GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0032981,mitochondrial respiratory chain complex I assembly,55,7,0.94,30,3.9e-5,3.9e-5,1,"ECSIT,NDUFA7,NDUFAB1,NDUFB10,NDUFB9,NDUFS3,NDUFS8"
GO:0006413,translational initiation,190,12,3.24,44,1e-4,1e-4,1,"EIF3F,EIF4A1,EIF4EBP1,EIF4EBP3,EIF6,RPL17,RPL21,RPL26,RPS21,RPS6,RPSA,TNF"
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",47,6,0.8,49,1.4e-4,1.4e-4,1,"NDUFA7,NDUFAB1,NDUFB10,NDUFB9,NDUFS3,NDUFS8"
GO:0036499,PERK-mediated unfolded protein response,20,4,0.34,63,3.2e-4,3.2e-4,1,"ASNS,CCL2,DDIT3,HERPUD1"
GO:0033209,tumor necrosis factor-mediated signaling pathway,159,10,2.71,70,4e-4,4e-4,1,"APOA1,CASP1,NFKBIA,PSMD10,PSMD14,TMSB4X,TNF,TNFRSF11B,TNFRSF18,TNFRSF6B"
GO:0019752,carboxylic acid metabolic process,1003,32,17.1,72,4.8e-4,4.8e-4,1,"ACOT8,ALDH1A2,ASNS,DCXR,DDAH2,DDIT4,EDN2,EIF6,ETFB,FGF19,FOLR1,GALK1,GNPDA1,GSTO2,HYAL2,IL4I1,MTHFD2,NDUFAB1,NUPR1,OAZ2,PCK2,PGD,PHGDH,PPA1,PRDX4,PRKAB1,PSAT1,PSMD10,PSMD14,TPI1,TXN2,XBP1"
GO:0043066,negative regulation of apoptotic process,870,34,14.83,16,5.5e-4,5.6e-6,1,"ASNS,CCL2,COMP,DDAH2,DKK1,HDAC1,HERPUD1,HPN,ICAM1,IER3,IL6,MAEA,NDUFS3,NFKBIA,NLE1,NUPR1,PLK2,PLK3,PPT1,PRDX5,PSMD10,RAMP2,RHOA,RPS6,SLC25A5,SNAI2,TNF,TNFRSF18,TNFRSF6B,VTCN1,WNT11,WNT7A,XBP1,ZC3HC1"
GO:0045662,negative regulation of myoblast differentiation,25,4,0.43,92,7.9e-4,7.9e-4,1,"DDIT3,ID3,SOSTDC1,TNF"
GO:0019083,viral transcription,174,10,2.97,93,8.2e-4,8.2e-4,1,"HDAC1,HPN,IFITM3,RPL17,RPL21,RPL26,RPS21,RPS6,RPSA,USF1"
GO:0046718,viral entry into host cell,117,8,1.99,97,8.9e-4,8.9e-4,1,"CLDN1,CTSB,HYAL2,ICAM1,IFITM1,IFITM3,ITGB6,RPSA"
GO:0051798,positive regulation of hair follicle development,12,3,0.2,105,9.6e-4,9.6e-4,1,"FST,KRT17,TNF"
GO:0033273,response to vitamin,92,7,1.57,108,9.9e-4,9.9e-4,1,"ALDH1A2,CCND1,FOLR1,PENK,SNAI2,SPP1,SRSF2"
GO:0001649,osteoblast differentiation,211,11,3.6,110,0.00102,0.00102,1,"CLIC1,ID3,IFITM1,IGFBP3,IL6,PENK,PTHLH,SNAI2,SPP1,TNF,WNT11"
GO:0006614,SRP-dependent cotranslational protein targeting to membrane,94,7,1.6,115,0.00112,0.00112,1,"RPL17,RPL21,RPL26,RPS21,RPS6,RPSA,ZFAND2B"
GO:0002181,cytoplasmic translation,94,7,1.6,116,0.00112,0.00112,1,"EIF3F,EIF4A1,EIF4EBP1,RPL17,RPL26,RPS21,RPSA"
GO:0002687,positive regulation of leukocyte migration,123,8,2.1,121,0.00123,0.00123,1,"EDN2,ICAM1,IL23A,IL6,RHOA,S100A7,TNF,TNFRSF18"
GO:0045471,response to ethanol,123,8,2.1,122,0.00123,0.00123,1,"CCND1,CLDN1,EIF4EBP1,ICAM1,PENK,PSMD14,RHOA,TUFM"
GO:0019321,pentose metabolic process,13,3,0.22,123,0.00123,0.00123,1,"DCXR,DHDH,PGD"
