GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",47,16,1.23,8,2.5e-14,2.5e-14,1.6084790410696612e-9,"NDUFA1,NDUFA12,NDUFA7,NDUFA8,NDUFAB1,NDUFB10,NDUFB2,NDUFB5,NDUFB8,NDUFB9,NDUFS2,NDUFS4,NDUFS6,NDUFS7,NDUFV1,PARK7"
GO:0032981,mitochondrial respiratory chain complex I assembly,55,16,1.44,13,4.1e-13,4.1e-13,1.3189528136771223e-8,"NDUFA1,NDUFA12,NDUFA7,NDUFA8,NDUFAB1,NDUFB10,NDUFB2,NDUFB5,NDUFB8,NDUFB9,NDUFS2,NDUFS4,NDUFS6,NDUFS7,NDUFV1,TIMMDC1"
GO:0043312,neutrophil degranulation,472,37,12.32,22,2.7e-9,2.7e-9,5.790524547850781e-5,"AGPAT2,ANXA3,APRT,ARPC5,ATP6AP2,BST2,CAPN1,CCT8,CD47,CSTB,CTSD,CYSTM1,DYNLT1,GGH,GLA,GRN,GSDMD,IDH1,IMPDH2,LAMTOR1,LAMTOR2,LCN2,MVP,NIT2,NPC2,PGAM1,PGM1,PRCP,PSMB1,PYCARD,RAP1B,RHOA,S100A11,SLPI,TMEM179B,TUBB,VAMP8"
GO:0070125,mitochondrial translational elongation,86,15,2.25,26,5.6e-9,5.6e-9,8.492769336847812e-5,"AURKAIP1,ERAL1,MRPL14,MRPL20,MRPL27,MRPL28,MRPL40,MRPL43,MRPL51,MRPL54,MRPS12,MRPS17,MRPS22,MRPS28,MRPS6"
GO:0070126,mitochondrial translational termination,87,15,2.27,28,6.6e-9,6.6e-9,8.492769336847812e-5,"AURKAIP1,ERAL1,MRPL14,MRPL20,MRPL27,MRPL28,MRPL40,MRPL43,MRPL51,MRPL54,MRPS12,MRPS17,MRPS22,MRPS28,MRPS6"
GO:0000727,double-strand break repair via break-induced replication,11,5,0.29,75,4.8e-6,4.8e-6,0.05147132931422916,"CDC45,GINS2,MCM2,MCM3,MCM5"
GO:0031145,anaphase-promoting complex-dependent catabolic process,80,11,2.09,79,7e-6,7e-6,0.06433916164278645,"ANAPC11,ANAPC15,CDK1,MAD2L1,PSMA1,PSMA3,PSMB1,PSMB3,PSMB8,PSMD10,UBE2C"
GO:0010273,detoxification of copper ion,14,5,0.37,93,2e-5,2e-5,0.14798007177840883,"MT1E,MT1G,MT1X,MT2A,PARK7"
GO:0010499,proteasomal ubiquitin-independent protein catabolic process,23,6,0.6,96,2.1e-5,2.1e-5,0.14798007177840883,"KEAP1,PSMA1,PSMA3,PSMB1,PSMB3,PSMB8"
GO:0006099,tricarboxylic acid cycle,34,7,0.89,98,2.3e-5,2.3e-5,0.14798007177840883,"FH,IDH1,IDH2,MDH1,PDHB,SDHB,SDHD"
GO:0043648,dicarboxylic acid metabolic process,92,11,2.4,101,2.7e-5,2.7e-5,0.15792339675956674,"ASS1,ATIC,FH,FOLR1,GRHPR,IDH1,IDH2,MDH1,MTHFD2,NIT2,SDHB"
GO:0006123,"mitochondrial electron transport, cytochrome c to oxygen",16,5,0.42,109,4.1e-5,4.1e-5,0.21982546894618704,"COX4I1,COX5A,COX7A2L,COX7B,COX8A"
GO:0006271,DNA strand elongation involved in DNA replication,17,5,0.44,117,5.7e-5,5.7e-5,0.2821024779722175,"GINS2,MCM3,PCNA,POLD2,RFC4"
GO:0019852,L-ascorbic acid metabolic process,11,4,0.29,136,1.3e-4,1.3e-4,0.5974350723973028,"AKR1A1,GSTO1,GSTO2,SLC2A1"
GO:1901687,glutathione derivative biosynthetic process,22,5,0.57,145,2.2e-4,2.2e-4,0.8846634725883137,"AKR1A1,GSTK1,GSTM1,GSTO1,GSTO2"
GO:0071294,cellular response to zinc ion,22,5,0.57,146,2.2e-4,2.2e-4,0.8846634725883137,"MT1E,MT1G,MT1X,MT2A,TSPO"
GO:0043687,post-translational protein modification,354,21,9.24,170,4.3e-4,4.3e-4,1,"APOA1,COMMD1,COPS3,COPS6,CP,FSTL1,FSTL3,GPS1,KEAP1,MSLN,P4HB,PDIA6,PSMA1,PSMA3,PSMB1,PSMB3,PSMB8,PSMD10,RBBP7,RBX1,SUMF1"
