GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:2000272,negative regulation of signaling receptor activity,53,10,1.32,11,6e-7,6e-7,0.03860349698567187,"ADH7,CNRIP1,DKK1,GPRC5A,LYPD1,MTRNR2L1,MTRNR2L10,MTRNR2L2,MTRNR2L6,MTRNR2L8"
GO:0098869,cellular oxidant detoxification,95,11,2.36,44,2.3e-5,2.3e-5,0.7399003588920442,"ALOX5AP,GPX2,GSTA1,GSTP1,HBA1,HBA2,HBG1,HBG2,HP,LTC4S,MGST1"
GO:0050900,leukocyte migration,422,29,10.49,14,6.2e-5,8.2e-7,1,"AGER,ANGPT1,BDKRB1,CAV1,CCL2,CD200,CEACAM1,CEACAM6,CH25H,CHGA,COL1A2,CXCL1,CXCL17,DAPK2,DUSP1,EDN1,F2,FN1,FYN,ICAM1,IL1B,MMP1,PGF,PTPN6,PYCARD,RARRES2,SLC7A7,THY1,TNFRSF10D"
GO:0044342,type B pancreatic cell proliferation,19,5,0.47,69,8.1e-5,8.1e-5,1,"IGFBP3,IGFBP4,IGFBP5,REG1A,SGPP2"
GO:0070372,regulation of ERK1 and ERK2 cascade,286,19,7.11,73,1e-4,1e-4,1,"AGER,ANGPT1,BMP4,CCL2,CEACAM1,DUSP1,DUSP10,FN1,GLIPR2,GSTP1,ICAM1,IL1B,NPTN,NRP1,PSCA,PTPN6,PYCARD,RRAS,SPRY2"
GO:1900118,negative regulation of execution phase of apoptosis,20,5,0.5,75,1.1e-4,1.1e-4,1,"MTRNR2L1,MTRNR2L10,MTRNR2L2,MTRNR2L6,MTRNR2L8"
GO:0001666,response to hypoxia,347,21,8.62,87,1.7e-4,1.7e-4,1,"AGER,AGTRAP,ALDH3A1,CAV1,CCNA2,CPEB1,EDN1,EIF4EBP1,ICAM1,LDHA,MALAT1,MMP2,PGF,PLAU,PMAIP1,RAMP2,REG1A,STC2,TMBIM6,UBB,UCP2"
GO:0051384,response to glucocorticoid,144,12,3.58,109,2.6e-4,2.6e-4,1,"AGXT,ALDH3A1,CDKN1A,DUSP1,EDN1,EIF4EBP1,FIBIN,GSTP1,ICAM1,IGFBP7,SPARC,TYMS"
GO:0030195,negative regulation of blood coagulation,53,7,1.32,120,3.2e-4,3.2e-4,1,"CEACAM1,EDN1,F2,PLAU,PLAUR,SERPINE2,TFPI"
GO:0015671,oxygen transport,15,4,0.37,133,4.1e-4,4.1e-4,1,"HBA1,HBA2,HBG1,HBG2"
GO:0042572,retinol metabolic process,40,6,0.99,136,4.3e-4,4.3e-4,1,"ADH7,AKR1C3,ALDH1A1,ALDH1A2,DHRS3,RBP4"
GO:0001558,regulation of cell growth,399,28,9.91,16,5.2e-4,8.4e-7,1,"APBB1,BDKRB1,CDKN1A,CEACAM1,DNPH1,EDN1,F2,FHL1,FN1,FRZB,GJA1,HPN,IGFBP3,IGFBP4,IGFBP5,IGFBP7,KRT17,LMX1A,NDEL1,NRP1,PSRC1,REG1A,SERPINE2,SFRP2,SOCS2,SPOCK1,SPP1,WNT11"
GO:0034116,positive regulation of heterotypic cell-cell adhesion,16,4,0.4,145,5.4e-4,5.4e-4,1,"AGER,CEACAM6,IL1B,THY1"
GO:0009070,serine family amino acid biosynthetic process,16,4,0.4,146,5.4e-4,5.4e-4,1,"AGXT,GGT1,PHGDH,PSAT1"
GO:0001525,angiogenesis,547,27,13.59,150,5.8e-4,5.8e-4,1,"ANGPT1,BMP4,CAV1,CCL2,CEACAM1,CXCL17,EDN1,FN1,GRN,ID1,IL1B,ISM1,MIRLET7F1,MMP2,NRP1,NRP2,PGF,RAMP1,RAMP2,RRAS,RSPO3,SFRP2,SPARC,SPRY2,SULF1,TGFBI,THY1"
GO:0048640,negative regulation of developmental growth,110,12,2.73,43,7.6e-4,1.8e-5,1,"BMP4,CDKN1A,DUSP10,GDF15,GJA1,MIR25,NRP1,RBP4,SFRP2,SOCS2,SPP1,STC2"
GO:0006805,xenobiotic metabolic process,121,10,3.01,160,8.8e-4,8.8e-4,1,"AKR1C1,ALDH3A1,CYP2R1,CYP2S1,GGT1,GSTA1,GSTA2,GSTP1,MGST1,PHGDH"
GO:0060325,face morphogenesis,31,5,0.77,162,9.2e-4,9.2e-4,1,"CLDN5,DKK1,MMP2,RRAS,STRA6"
GO:1901654,response to ketone,190,13,4.72,164,9.5e-4,9.5e-4,1,"AKR1C3,CAV1,CDKN1A,DUSP1,EDN1,EIF4EBP1,FIBIN,ICAM1,IGFBP7,NME1,RAMP2,SPP1,TYMS"
GO:0022900,electron transport chain,167,12,4.15,166,9.7e-4,9.7e-4,1,"ALDH2,COX6A1,COX7A1,COX7C,DHRS3,GLRX,GPX2,NDUFB10,NDUFB2,P4HA2,PHGDH,SLC25A18"
GO:0043434,response to peptide hormone,424,22,10.54,168,9.7e-4,9.7e-4,1,"AGTRAP,CAV1,CCNA2,CEACAM1,CPEB1,EDN1,EIF4EBP1,FYN,GDF15,GGH,GJA1,GSTP1,ICAM1,IGFBP5,IL1B,NDEL1,RARRES2,REG1A,SOCS2,SPARC,STC2,TIMP1"
GO:0045471,response to ethanol,123,10,3.06,170,0.001,0.001,1,"ADH7,CSF3,EIF4EBP1,FYN,GGH,GSTP1,ICAM1,RBP4,SPARC,TYMS"
GO:0007566,embryo implantation,47,6,1.17,176,0.00103,0.00103,1,"IGFBP7,IL1B,MMP2,SPP1,STC2,TIMP1"
GO:0010951,negative regulation of endopeptidase activity,241,15,5.99,179,0.00106,0.00106,1,"BIRC5,C4A,CST1,PCSK1N,PLAUR,PTTG1,RARRES1,SERPINA3,SERPINB7,SERPINE2,SFRP2,SPOCK1,TFPI,TFPI2,TIMP1"
GO:0042744,hydrogen peroxide catabolic process,32,5,0.8,180,0.00107,0.00107,1,"HBA1,HBA2,HBG1,HBG2,HP"
