GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0017144,drug metabolic process,549,29,12.32,1,1.7e-4,1.9e-5,1,"ADM,AKR1C3,BGN,CHST14,CKMT1A,CKMT1B,COX5B,CTSH,CYP17A1,CYP4B1,CYP4F12,EDN1,FOLR1,FYN,GCHFR,GGTLC2,GPX3,HAL,HP,LIPT2,NT5E,PEMT,PHGDH,PSAT1,SPR,TCN2,TGFB2,TICAM1,TNF"
GO:0043171,peptide catabolic process,26,5,0.58,3,2.5e-4,2.5e-4,1,"CHAC1,CHAC2,CTSH,ENPEP,GGTLC2"
GO:0051782,negative regulation of cell division,18,4,0.4,5,6e-4,6e-4,1,"C10orf99,MYC,SUSD2,TXNIP"
GO:0001676,long-chain fatty acid metabolic process,108,9,2.42,8,7.3e-4,7.3e-4,1,"ACOT4,AKR1C3,CYP4F12,GLYATL2,GSTA1,GSTP1,HPGD,PLA2G4C,PTGDS"
GO:0046456,icosanoid biosynthetic process,52,6,1.17,12,0.00105,0.00105,1,"AKR1C3,EDN1,GGTLC2,HPGD,MGST2,PTGDS"
GO:0008360,regulation of cell shape,145,10,3.25,15,0.00162,0.00162,1,"BAMBI,CDC42EP2,CORO1A,FN1,FYN,RASA1,RHOD,RHOG,RND3,S100A13"
GO:0048661,positive regulation of smooth muscle cell proliferation,100,8,2.24,16,0.00185,0.00185,1,"CALCRL,EDN1,HBEGF,HPGD,ID2,NQO2,THBS1,TNF"
GO:0006693,prostaglandin metabolic process,42,5,0.94,18,0.00238,0.00238,1,"AKR1C3,EDN1,GSTA1,HPGD,PTGDS"
GO:0032570,response to progesterone,43,5,0.97,20,0.00265,0.00265,1,"FOS,PTGER2,TGFB2,THBS1,TXNIP"
GO:0051187,cofactor catabolic process,63,6,1.41,21,0.00284,0.00284,1,"CHAC1,CHAC2,GGTLC2,GPX3,HP,NUDT7"
GO:0007567,parturition,16,3,0.36,26,0.00506,0.00506,1,"EDN1,HPGD,PLA2G4C"
GO:0042448,progesterone metabolic process,16,3,0.36,27,0.00506,0.00506,1,"ADM,AKR1C3,CYP17A1"
GO:1902532,negative regulation of intracellular signal transduction,507,21,11.38,28,0.00539,0.00539,1,"ARHGAP25,CDC34,CNKSR3,DDIT4,DEPTOR,DUSP1,DUSP2,FHL2,GSTP1,KPTN,MYC,NME5,PYCARD,RASA1,RCAN1,RNF152,SERPINE2,TGFB2,THBS1,UCHL1,XBP1"
GO:2000379,positive regulation of reactive oxygen species metabolic process,95,7,2.13,29,0.00553,0.00553,1,"AKR1C3,EDN1,GSTP1,NQO2,THBS1,TICAM1,TNF"
GO:0098869,cellular oxidant detoxification,95,7,2.13,30,0.00553,0.00553,1,"FBLN5,GPX3,GSTA1,GSTP1,HP,MGST2,TNF"
GO:0060326,cell chemotaxis,287,14,6.44,31,0.00555,0.00555,1,"C10orf99,CCR10,CORO1A,CXCL3,CXCR4,DUSP1,EDN1,EDNRB,GSTP1,HBEGF,RARRES2,RHOG,TGFB2,THBS1"
GO:0019233,sensory perception of pain,96,7,2.15,32,0.00586,0.00586,1,"CXCR4,EDN1,EDNRB,FYN,HOXD1,LXN,UCHL1"
GO:0060973,cell migration involved in heart development,17,3,0.38,34,0.00604,0.00604,1,"FLRT3,FOLR1,MESP1"
GO:0006750,glutathione biosynthetic process,17,3,0.38,35,0.00604,0.00604,1,"CHAC1,CHAC2,MGST2"
GO:0048566,embryonic digestive tract development,33,4,0.74,36,0.00611,0.00611,1,"ID2,RARRES2,TGFB2,TNF"
GO:0006954,inflammatory response,718,27,16.12,37,0.0063,0.0063,1,"ADM,CALCRL,CAMK4,CD14,CHI3L1,CXCL3,CXCR4,EDNRB,FN1,FOS,GSTP1,HP,LXN,MGST2,NFKBIA,NT5E,NUPR1,PLA2G4C,PTGER2,PYCARD,RARRES2,RELB,RPS6KA5,THBS1,TICAM1,TNF,USP18"
GO:0032496,response to lipopolysaccharide,323,15,7.25,38,0.00651,0.00651,1,"ADM,CD14,CXCL3,EDN1,EDNRB,FOS,GSTP1,HPGD,MGST2,NFKBIA,PTGER2,PYCARD,TICAM1,TNF,XBP1"
GO:0044273,sulfur compound catabolic process,53,5,1.19,39,0.00658,0.00658,1,"BGN,CHAC1,CHAC2,GGTLC2,NUDT7"
GO:0035994,response to muscle stretch,18,3,0.4,40,0.00713,0.00713,1,"EDN1,FOS,NFKBIA"
GO:0010888,negative regulation of lipid storage,19,3,0.43,41,0.00832,0.00832,1,"ABCG1,NFKBIA,TNF"
GO:0055114,oxidation-reduction process,948,33,21.28,43,0.00833,0.00833,1,"ACAT2,AKR1C3,ALKBH2,COX5B,COX7C,CRYL1,CYP17A1,CYP4B1,CYP4F12,CYP4Z1,DHRS3,FDXR,GLRX5,GPX3,GSTA1,HACL1,HIGD2A,HPDL,HPGD,LDHB,LDHD,MSRB1,MYC,NDUFB10,NDUFS4,NQO2,PDIA5,PHGDH,RBKS,RDH14,SELENBP1,SPR,SURF1"
GO:0071276,cellular response to cadmium ion,36,4,0.81,44,0.00835,0.00835,1,"AKR1C3,FOS,MT1E,MT1F"
GO:0043525,positive regulation of neuron apoptotic process,57,5,1.28,46,0.00894,0.00894,1,"CDC34,NQO2,NUPR1,TGFB2,TNF"
GO:0001755,neural crest cell migration,57,5,1.28,47,0.00894,0.00894,1,"ANXA6,EDNRB,FN1,FOLR1,ZEB2"
GO:0006749,glutathione metabolic process,54,7,1.21,2,0.00898,1.9e-4,1,"CHAC1,CHAC2,GGTLC2,GSTA1,GSTP1,GSTT2,MGST2"
GO:0072329,monocarboxylic acid catabolic process,130,8,2.92,49,0.00907,0.00907,1,"ACAT2,CRABP1,CRYL1,CYP4F12,GLYATL2,HACL1,LDHD,NUDT7"
GO:0006656,phosphatidylcholine biosynthetic process,37,4,0.83,50,0.0092,0.0092,1,"MFSD2A,PCTP,PCYT1A,PEMT"
GO:0043200,response to amino acid,105,7,2.36,52,0.00943,0.00943,1,"COL1A2,EDN1,FYN,GSTP1,PEMT,TNF,XBP1"
GO:0046129,purine ribonucleoside biosynthetic process,21,3,0.47,58,0.01105,0.01105,1,"NME5,NME7,NT5E"
GO:0042451,purine nucleoside biosynthetic process,21,3,0.47,59,0.01105,0.01105,1,"NME5,NME7,NT5E"
GO:0042455,ribonucleoside biosynthetic process,21,3,0.47,60,0.01105,0.01105,1,"NME5,NME7,NT5E"
GO:0010893,positive regulation of steroid biosynthetic process,21,3,0.47,61,0.01105,0.01105,1,"ABCG1,ADM,TNF"
GO:1901685,glutathione derivative metabolic process,22,3,0.49,65,0.01259,0.01259,1,"GSTA1,GSTP1,MGST2"
GO:1901687,glutathione derivative biosynthetic process,22,3,0.49,66,0.01259,0.01259,1,"GSTA1,GSTP1,MGST2"
GO:0035809,regulation of urine volume,22,3,0.49,67,0.01259,0.01259,1,"ADM,EDN1,EDNRB"
GO:0062149,detection of stimulus involved in sensory perception of pain,22,3,0.49,68,0.01259,0.01259,1,"CXCR4,FYN,LXN"
GO:0051965,positive regulation of synapse assembly,62,5,1.39,69,0.01262,0.01262,1,"CLSTN2,FLRT3,SLITRK6,SRPX2,SYNDIG1"
GO:0060562,epithelial tube morphogenesis,318,14,7.14,70,0.01301,0.01301,1,"ADM,CCDC103,CTSH,CXCR4,EDN1,FOLR1,HAND1,LRP5L,MESP1,MYC,PRICKLE1,TGFB2,TNF,ZEB2"
GO:0022900,electron transport chain,167,9,3.75,71,0.01324,0.01324,1,"COX5B,COX7C,DHRS3,GLRX5,NDUFB10,NDUFS4,NQO2,PHGDH,SURF1"
GO:0045600,positive regulation of fat cell differentiation,63,5,1.41,72,0.01346,0.01346,1,"AAMDC,ADIRF,ID2,RARRES2,XBP1"
GO:0032007,negative regulation of TOR signaling,42,4,0.94,75,0.01429,0.01429,1,"DDIT4,DEPTOR,KPTN,RNF152"
GO:0050900,leukocyte migration,422,17,9.47,77,0.01496,0.01496,1,"C10orf99,COL1A2,CORO1A,CXCL3,CXCR4,DUSP1,EDN1,EDNRB,FN1,FYN,ITGB7,PYCARD,RARRES2,TGFB2,THBS1,TNF,TNFRSF14"
GO:0007249,I-kappaB kinase/NF-kappaB signaling,262,12,5.88,78,0.0156,0.0156,1,"CD14,FYN,GSTP1,LGALS1,NFKBIA,PYCARD,RELB,S100A13,S100A4,TICAM1,TNF,TRIM22"
GO:0090501,RNA phosphodiester bond hydrolysis,145,8,3.25,81,0.0167,0.0167,1,"AZGP1,EXOSC5,POLR3K,RNASET2,RPP40,TOE1,TSEN2,YBEY"
GO:0071675,regulation of mononuclear cell migration,44,4,0.99,82,0.01673,0.01673,1,"DUSP1,RARRES2,THBS1,TNF"
GO:0016485,protein processing,205,10,4.6,86,0.01765,0.01765,1,"CHAC1,CTSH,ECE2,ENPEP,PSEN2,PYCARD,RCE1,SEC11C,SERPINE2,THBS1"
GO:0051604,protein maturation,267,12,5.99,87,0.01783,0.01783,1,"CHAC1,CTSH,ECE2,ENPEP,GLRX5,LIPT2,PSEN2,PYCARD,RCE1,SEC11C,SERPINE2,THBS1"
GO:0009132,nucleoside diphosphate metabolic process,147,8,3.3,88,0.01799,0.01799,1,"DDIT4,GALK1,NME5,NME7,NUDT7,NUP35,NUP37,NUPR1"
GO:0009409,response to cold,46,4,1.03,90,0.01943,0.01943,1,"ADM,FOS,NFKBIA,UCP2"
GO:0048668,collateral sprouting,26,3,0.58,93,0.0199,0.0199,1,"FGF13,LPAR3,ZEB2"
GO:0050974,detection of mechanical stimulus involved in sensory perception,26,3,0.58,94,0.0199,0.0199,1,"CXCR4,FYN,SERPINE2"
GO:0042758,long-chain fatty acid catabolic process,10,2,0.22,95,0.02007,0.02007,1,"CYP4F12,GLYATL2"
GO:0046051,UTP metabolic process,10,2,0.22,96,0.02007,0.02007,1,"NME5,NME7"
GO:0001660,fever generation,10,2,0.22,97,0.02007,0.02007,1,"EDNRB,TNF"
GO:0018065,protein-cofactor linkage,10,2,0.22,98,0.02007,0.02007,1,"GLRX5,LIPT2"
GO:0006183,GTP biosynthetic process,10,2,0.22,99,0.02007,0.02007,1,"NME5,NME7"
GO:0097190,apoptotic signaling pathway,576,21,12.93,100,0.02045,0.02045,1,"ANXA6,CD14,CHAC1,CTSH,DAPL1,DDIT4,DEPTOR,FAM162A,FEM1B,FHIT,FYN,GSTP1,NME5,NUPR1,PYCARD,TGFB2,THBS1,TICAM1,TNF,TPD52L1,XBP1"
GO:0006953,acute-phase response,47,4,1.05,102,0.02087,0.02087,1,"EDNRB,FN1,HP,TNF"
GO:0042219,cellular modified amino acid catabolic process,27,3,0.61,103,0.02202,0.02202,1,"CHAC1,CHAC2,GGTLC2"
GO:0001516,prostaglandin biosynthetic process,27,3,0.61,104,0.02202,0.02202,1,"AKR1C3,EDN1,PTGDS"
GO:0046457,prostanoid biosynthetic process,27,3,0.61,105,0.02202,0.02202,1,"AKR1C3,EDN1,PTGDS"
GO:0070286,axonemal dynein complex assembly,27,3,0.61,106,0.02202,0.02202,1,"CCDC103,DNAAF3,LRRC61"
GO:0046885,regulation of hormone biosynthetic process,27,3,0.61,107,0.02202,0.02202,1,"ADM,AKR1C3,TNF"
GO:0071560,cellular response to transforming growth factor beta stimulus,244,11,5.48,108,0.02229,0.02229,1,"BAMBI,COL1A2,EDN1,FOLR1,FOS,FYN,HPGD,PARD6A,TGFB2,THBS1,ZFYVE9"
GO:0030595,leukocyte chemotaxis,213,10,4.78,109,0.02235,0.02235,1,"C10orf99,CORO1A,CXCL3,CXCR4,DUSP1,EDN1,EDNRB,RARRES2,TGFB2,THBS1"
GO:0044242,cellular lipid catabolic process,213,10,4.78,110,0.02235,0.02235,1,"AADAC,ACAT2,AKR1C3,CRABP1,CYP4F12,GLYATL2,HACL1,MGST2,NUDT7,PLA2G4C"
GO:0006165,nucleoside diphosphate phosphorylation,125,7,2.81,111,0.0227,0.0227,1,"DDIT4,GALK1,NME5,NME7,NUP35,NUP37,NUPR1"
GO:1901888,regulation of cell junction assembly,184,9,4.13,112,0.02333,0.02333,1,"CLSTN2,FLRT3,LIMCH1,RHOD,SLITRK6,SRPX2,SYNDIG1,THBS1,TNF"
GO:1904707,positive regulation of vascular smooth muscle cell proliferation,49,4,1.1,114,0.02395,0.02395,1,"EDN1,HPGD,NQO2,TNF"
GO:1901800,positive regulation of proteasomal protein catabolic process,99,6,2.22,115,0.02406,0.02406,1,"NUPR1,PRICKLE1,RNF180,RNF19B,RNFT1,TRIB2"
GO:0003161,cardiac conduction system development,11,2,0.25,116,0.02417,0.02417,1,"ID2,MESP1"
GO:0003207,cardiac chamber formation,11,2,0.25,117,0.02417,0.02417,1,"HAND1,MESP1"
GO:2000121,regulation of removal of superoxide radicals,11,2,0.25,118,0.02417,0.02417,1,"FBLN5,TNF"
GO:0032060,bleb assembly,11,2,0.25,119,0.02417,0.02417,1,"LPAR3,PMP22"
GO:0046886,positive regulation of hormone biosynthetic process,11,2,0.25,120,0.02417,0.02417,1,"ADM,TNF"
