GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0051301,cell division,560,43,13.54,2,6.4e-10,2.1e-11,4.1177063451383324e-5,"AURKA,AURKB,BIRC5,CCNA1,CCNB1,CCNB2,CDC20,CDC25C,CDCA3,CDCA5,CDCA8,CDK1,CENPW,CINP,CKS1B,CKS2,FAM83D,FBXO5,HAUS7,IGF2,ING2,KIF2C,KLHDC8B,KNSTRN,LBH,MAD2L1,MDK,NUF2,NUSAP1,OIP5,PLK1,PRC1,PSRC1,PTTG1,RACGAP1,SPAG5,STMN1,TACC3,TPX2,TXNIP,UBE2C,UNC119,ZWINT"
GO:0031145,anaphase-promoting complex-dependent catabolic process,80,10,1.93,43,2.2e-5,2.2e-5,0.49862850273159504,"AURKA,AURKB,CCNB1,CDC20,CDK1,FBXO5,MAD2L1,PLK1,PTTG1,UBE2C"
GO:0006123,"mitochondrial electron transport, cytochrome c to oxygen",16,5,0.39,49,2.8e-5,2.8e-5,0.49862850273159504,"COX4I1,COX5B,COX6A1,COX7B,COX7C"
GO:0000070,mitotic sister chromatid segregation,144,21,3.48,3,3.1e-5,4e-11,0.49862850273159504,"AURKB,CCNB1,CDC20,CDCA5,CDCA8,DLGAP5,DSCC1,FBXO5,KIF2C,KNSTRN,MAD2L1,NUF2,NUSAP1,PLK1,PRC1,PSRC1,PTTG1,RACGAP1,SPAG5,TACC3,ZWINT"
GO:0051384,response to glucocorticoid,144,13,3.48,59,4.8e-5,4.8e-5,0.523904601948404,"ADM,ALPL,ANXA1,ANXA3,CDKN1A,CLDN1,DDIT4,FAM107A,FIBIN,GSTP1,MDK,STC1,TNF"
GO:0045071,negative regulation of viral genome replication,55,8,1.33,60,4.9e-5,4.9e-5,0.523904601948404,"BST2,IFITM1,IFITM3,ISG15,ISG20,MX1,SLPI,TNF"
GO:0031100,animal organ regeneration,72,9,1.74,66,5.7e-5,5.7e-5,0.523904601948404,"ADM,ANXA3,APOA1,AURKA,CDK1,CDKN1A,CLDN1,GSTP1,HFE"
GO:0010804,negative regulation of tumor necrosis factor-mediated signaling pathway,20,5,0.48,77,9.3e-5,9.3e-5,0.7423749420321513,"APOA1,CCDC3,GSTP1,NOL3,TRAIP"
GO:0007052,mitotic spindle organization,101,13,2.44,18,1.2e-4,9.5e-7,0.7423749420321513,"AURKA,AURKB,BIRC5,CCNB1,CDC20,NUF2,PLK1,PRC1,PSRC1,RACGAP1,STMN1,TACC3,TPX2"
GO:0032091,negative regulation of protein binding,99,10,2.39,81,1.4e-4,1.4e-4,0.7423749420321513,"AURKA,AURKB,B2M,CAV1,HFE,ID1,PARK7,SLPI,STMN1,TMBIM6"
GO:0007077,mitotic nuclear envelope disassembly,12,4,0.29,83,1.4e-4,1.4e-4,0.7423749420321513,"CCNB1,CCNB2,CDK1,PLK1"
GO:0051988,regulation of attachment of spindle microtubules to kinetochore,12,4,0.29,84,1.4e-4,1.4e-4,0.7423749420321513,"CCNB1,KNSTRN,RACGAP1,SPAG5"
