GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0051301,cell division,560,42,12.84,1,1.8e-9,1.4e-11,1.158104909570156e-4,"ANAPC15,BIRC5,BORA,BUB1,CCNA1,CCNA2,CCNB1,CCNB2,CDC20,CDC25C,CDCA2,CDCA8,CENPA,CENPW,CKS1B,FGF13,FSD1,GNAI1,KIF20A,KIF23,KIF2C,KNSTRN,MAPRE2,NEDD9,PDXP,PLK1,PLK2,PRC1,PSRC1,PTTG1,RASA1,REEP4,STMN1,STOX1,TACC3,TGFB2,TPX2,TUBA1A,TUBA1B,TUBA1C,TXNIP,UBE2S"
GO:0060236,regulation of mitotic spindle organization,37,7,0.85,27,1.8e-5,1.8e-5,0.579052454785078,"BORA,FSD1,GNAI1,PLK1,PSRC1,TACC3,TPX2"
GO:0000302,response to reactive oxygen species,225,15,5.16,66,2.2e-4,2.2e-4,1,"ANXA1,BNIP3,CCNA2,CRYAB,DUSP1,EDN1,FOS,GPX1,HGF,HYAL1,LDHA,SESN1,TNF,TPM1,TXNIP"
GO:1902043,positive regulation of extrinsic apoptotic signaling pathway via death domain receptors,14,4,0.32,67,2.3e-4,2.3e-4,1,"ATF3,MAL,PMAIP1,THBS1"
GO:0006123,"mitochondrial electron transport, cytochrome c to oxygen",16,4,0.37,78,4e-4,4e-4,1,"COX5B,COX6A2,COX7B,COX7C"
GO:0071675,regulation of mononuclear cell migration,44,6,1.01,83,4.7e-4,4.7e-4,1,"C3AR1,DUSP1,LGALS3,S100A14,THBS1,TNF"
GO:0051384,response to glucocorticoid,144,11,3.3,86,4.9e-4,4.9e-4,1,"ADM,ALPL,ANXA1,ANXA3,CLDN1,DUSP1,EDN1,FAM107A,FOS,SPARC,TNF"
GO:0070268,cornification,112,9,2.57,101,0.0011,0.0011,1,"KAZN,KLK5,KRT19,KRT23,KRT5,KRT7,KRT8,KRT80,TGM5"
GO:0010035,response to inorganic substance,534,24,12.24,108,0.00138,0.00138,1,"AKR1B1,ANXA1,AQP3,BNIP3,CCNA2,CCNB1,CLDN1,CRYAB,CYP2R1,DUSP1,EDN1,FOS,FSTL3,GPX1,HGF,KRT8,LDHA,PON1,S100A13,SPARC,THBS1,TNF,TRPV6,TXNIP"
GO:0031579,membrane raft organization,22,4,0.5,110,0.00143,0.00143,1,"ANXA2,FA2H,MAL,S100A10"
GO:0035809,regulation of urine volume,22,4,0.5,111,0.00143,0.00143,1,"ADM,AKR1B1,EDN1,NPR3"
GO:0033574,response to testosterone,38,5,0.87,116,0.00166,0.00166,1,"CA9,DUSP1,EDN1,SPP1,THBS1"
GO:0010460,positive regulation of heart rate,23,4,0.53,117,0.0017,0.0017,1,"ADM,EDN1,NMU,TPM1"
GO:0072697,protein localization to cell cortex,11,3,0.25,118,0.00172,0.00172,1,"GNAI1,NUBP1,PLK1"
GO:0030155,regulation of cell adhesion,663,30,15.2,70,0.00184,3.2e-4,1,"ANXA1,BST1,CD24,DUSP1,DUSP10,EFNA1,EGFL6,FAM107A,FSTL3,FXYD5,GPNMB,HYAL1,IL20RB,LGALS1,LGALS3,LGALS9B,NEDD9,PHLDB2,PREX1,RASA1,RHOD,S100A10,S1PR1,SOX2,TACSTD2,TGFB2,THBS1,TNF,TPM1,TWSG1"
GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity,99,8,2.27,124,0.00198,0.00198,1,"CCNA1,CCNA2,CCNB1,CCNB2,CDC25C,CKS1B,PLK1,PSRC1"
GO:0051497,negative regulation of stress fiber assembly,24,4,0.55,125,0.00201,0.00201,1,"PHLDB2,S1PR1,STMN1,TACSTD2"
GO:0003351,epithelial cilium movement involved in extracellular fluid movement,24,4,0.55,126,0.00201,0.00201,1,"CABYR,DPCD,ROPN1L,SPA17"
GO:0007077,mitotic nuclear envelope disassembly,12,3,0.28,131,0.00225,0.00225,1,"CCNB1,CCNB2,PLK1"
GO:1904668,positive regulation of ubiquitin protein ligase activity,12,3,0.28,132,0.00225,0.00225,1,"CDC20,PLK1,UBE2S"
GO:2000816,negative regulation of mitotic sister chromatid separation,39,7,0.89,29,0.00229,2.6e-5,1,"ANAPC15,BUB1,CCNB1,CDC20,DUSP1,PLK1,PTTG1"
GO:0071622,regulation of granulocyte chemotaxis,41,5,0.94,133,0.00235,0.00235,1,"BST1,C3AR1,EDN1,S100A14,THBS1"
GO:0006418,tRNA aminoacylation for protein translation,26,4,0.6,142,0.00273,0.00273,1,"AARSD1,AIMP2,PPA1,YARS2"
GO:0010634,positive regulation of epithelial cell migration,163,13,3.74,46,0.00273,1e-4,1,"ANXA1,ANXA3,EDN1,HBEGF,HSPB1,HYAL1,INSL3,MAPRE2,PLK2,SPARC,SRPX2,TGFB2,THBS1"
GO:0042476,odontogenesis,128,9,2.93,146,0.00277,0.00277,1,"ADM,ALPL,AQP3,COL1A2,EDN1,FAM20C,KLK5,OSR2,TGFB2"
GO:0007283,spermatogenesis,501,22,11.49,148,0.00286,0.00286,1,"CABYR,CCNA1,CCNB1,CDC25C,DEFB1,DPCD,ELL3,FSTL3,INSL3,MEIG1,NR0B1,OVOL1,PACRG,PTTG1,ROPN1L,SLC22A16,SLIRP,SPA17,SPAG11B,SPINK2,TRIM27,WFDC2"
GO:0001503,ossification,378,18,8.67,149,0.0029,0.0029,1,"ACP5,ALPL,CEBPD,COL1A2,FAM20C,FSTL3,GPC3,GPNMB,HGF,OSR2,RRAS2,S1PR1,SOX2,SPARC,SPP1,TGFB2,TNF,TWSG1"
GO:0007080,mitotic metaphase plate congression,43,5,0.99,150,0.0029,0.0029,1,"CCNB1,CDCA8,KIF18A,KIF2C,PSRC1"
GO:0032496,response to lipopolysaccharide,323,16,7.41,156,0.00332,0.00332,1,"ACP5,ADM,ALPL,CLDN1,CXCL3,DUSP10,EDN1,FOS,MGST2,NFKBIA,S100A14,SLPI,SPARC,TICAM1,TNF,VIM"
GO:0031109,microtubule polymerization or depolymerization,108,8,2.48,157,0.00341,0.00341,1,"CRYAB,FGF13,KIF18A,KIF2C,MAPRE2,PSRC1,STMN1,TUBB4A"
GO:0090199,regulation of release of cytochrome c from mitochondria,45,5,1.03,160,0.00355,0.00355,1,"BNIP3,FAM162A,GPX1,HGF,PMAIP1"
GO:0090266,regulation of mitotic cell cycle spindle assembly checkpoint,14,3,0.32,163,0.00361,0.00361,1,"ANAPC15,CCNB1,DUSP1"
GO:0030214,hyaluronan catabolic process,14,3,0.32,164,0.00361,0.00361,1,"HMMR,HYAL1,HYAL3"
GO:0000278,mitotic cell cycle,974,58,22.33,2,0.00363,1.9e-11,1,"ANAPC15,ANXA1,BIRC5,BORA,BUB1,CCNA1,CCNA2,CCNB1,CCNB2,CDC20,CDC25C,CDCA8,CENPA,CENPW,CKS1B,DLGAP5,DUSP1,EDN1,FAM107A,FHL1,FSD1,GNAI1,GPNMB,HGF,HMMR,HYAL1,KIF18A,KIF20A,KIF23,KIF2C,KNSTRN,OVOL1,PBK,PDXP,PLK1,PLK2,PRC1,PSRC1,PTTG1,RASA1,REEP4,STMN1,STOX1,TACC3,TNF,TPD52L1,TPX2,TUBA1A,TUBA1B,TUBA1C,TUBA4A,TUBB2A,TUBB3,TUBB4A,TUBB4B,TUBB6,UBE2S,ZNF385A"
GO:0097435,supramolecular fiber organization,641,33,14.7,23,0.00393,1.3e-5,1,"ANXA2,ARHGAP25,COL1A2,COTL1,CRYAB,EDN1,FAM107A,FGF13,FSD1,GPX1,KIF18A,KIF2C,KRT19,KRT8,MARCKS,MYO1B,NEDD9,PDLIM3,PDXP,PHLDB2,PREX1,PSRC1,RASA1,RHOD,S100A10,S1PR1,STMN1,TACSTD2,TGFB2,TPM1,TRIM27,TUBB4A,VIM"
GO:0032465,regulation of cytokinesis,88,7,2.02,172,0.00407,0.00407,1,"FSD1,KIF20A,KIF23,PDXP,PLK1,PLK2,PRC1"
GO:0017144,drug metabolic process,549,23,12.59,176,0.00414,0.00414,1,"ACP5,ADM,AKR1B1,CHST14,CKMT2,COX5B,CYP2R1,CYP2S1,EDN1,GGTA1P,GGTLC2,GPX1,HAL,HGD,MAOA,MOXD1,PDXP,PRSS1,RENBP,SLC25A19,TGFB2,TICAM1,TNF"
GO:1903035,negative regulation of response to wounding,90,7,2.06,184,0.00461,0.00461,1,"ANXA2,DUSP10,EDN1,KLK8,PHLDB2,SPP1,THBS1"
GO:0060395,SMAD protein signal transduction,68,6,1.56,185,0.00462,0.00462,1,"FOS,GDF15,GDF9,TGFB2,VEPH1,VIM"
GO:0010389,regulation of G2/M transition of mitotic cell cycle,192,11,4.4,187,0.00485,0.00485,1,"CCNB1,CDC25C,FHL1,HMMR,PLK1,STOX1,TPX2,TUBA1A,TUBA4A,TUBB4A,TUBB4B"
GO:0070507,regulation of microtubule cytoskeleton organization,179,16,4.1,14,0.00495,3.8e-6,1,"BORA,FAM107A,FGF13,FSD1,GNAI1,KIF18A,MAPRE2,NUBP1,PHLDB2,PLK1,PLK2,PSRC1,STMN1,TACC3,TPX2,TUBB4A"
GO:0007052,mitotic spindle organization,101,14,2.32,8,0.00544,7.4e-8,1,"BIRC5,BORA,CCNB1,CDC20,FSD1,GNAI1,KIF23,PLK1,PLK2,PRC1,PSRC1,STMN1,TACC3,TPX2"
GO:1903900,regulation of viral life cycle,142,9,3.26,199,0.00549,0.00549,1,"ANXA2,FBXL2,KPNA2,LGALS1,SLPI,SNF8,TNF,TRIM27,ZNF502"
GO:0048146,positive regulation of fibroblast proliferation,50,5,1.15,200,0.00561,0.00561,1,"ANXA2,CCNA2,CCNB1,NDUFS4,S100A6"
GO:0000281,mitotic cytokinesis,71,6,1.63,201,0.00571,0.00571,1,"CENPA,KIF20A,KIF23,PLK1,RASA1,STMN1"
GO:0001818,negative regulation of cytokine production,283,14,6.49,205,0.0059,0.0059,1,"ACP5,ANXA1,APPL2,CD24,GPNMB,HGF,IL20RB,LGALS9B,RELB,TGFB2,THBS1,TNF,TRIM27,TWSG1"
GO:0061041,regulation of wound healing,144,9,3.3,206,0.00601,0.00601,1,"ANXA1,ANXA2,DUSP10,EDN1,HBEGF,INSL3,PHLDB2,THBS1,TNFRSF12A"
GO:0030316,osteoclast differentiation,95,7,2.18,207,0.00619,0.00619,1,"ANXA2,CAMK4,FAM20C,FOS,FSTL3,GPC3,TNF"
GO:0050777,negative regulation of immune response,145,9,3.32,208,0.00628,0.00628,1,"ANXA1,DUSP10,GPX1,IL20RB,LGALS3,SERPINB4,TGFB2,TNF,TRIM27"
GO:0050670,regulation of lymphocyte proliferation,199,11,4.56,210,0.00632,0.00632,1,"ANXA1,BST1,CD24,CLCF1,GPNMB,IL20RB,LGALS3,LGALS9B,LMO1,TICAM1,TWSG1"
GO:1905331,negative regulation of morphogenesis of an epithelium,17,3,0.39,212,0.0064,0.0064,1,"PHLDB2,TACSTD2,TNF"
GO:0051895,negative regulation of focal adhesion assembly,17,3,0.39,213,0.0064,0.0064,1,"FAM107A,PHLDB2,THBS1"
GO:0010595,positive regulation of endothelial cell migration,120,8,2.75,215,0.00643,0.00643,1,"ANXA1,ANXA3,EDN1,HSPB1,PLK2,SPARC,SRPX2,THBS1"
