GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0060337,type I interferon signaling pathway,88,16,2.18,48,4.2e-10,4.2e-10,2.702244788997031e-5,"BST2,IFI27,IFI6,IFIT1,IFIT2,IFITM1,IFITM2,IFITM3,IRF9,ISG15,ISG20,MX1,OAS1,OAS2,OASL,PTPN6"
GO:0051607,defense response to virus,228,24,5.64,66,2.5e-9,2.5e-9,8.042395205348306e-5,"BNIP3,BST2,CXCL10,DDIT4,IFI27,IFI44L,IFI6,IFIT1,IFIT2,IFITM1,IFITM2,IFITM3,IRF9,ISG15,ISG20,MICA,MX1,OAS1,OAS2,OASL,PMAIP1,RTP4,TRIM22,UNC93B1"
GO:0043312,neutrophil degranulation,472,34,11.67,101,2.6e-8,2.6e-8,5.57606067570816e-4,"ABR,ACPP,AGPAT2,ALDOC,ANPEP,B2M,BST2,C3,CD300A,CD58,CEACAM1,CHI3L1,CMTM6,CST3,CTSZ,CYBB,DOCK2,FABP5,GGH,GRN,LCN2,NCKAP1L,PLAU,PLAUR,PSAP,PTPN6,QPCT,RAP1A,RNASET2,S100A7,S100A8,S100A9,SLPI,SYNGR1"
GO:0045071,negative regulation of viral genome replication,55,11,1.36,135,8.3e-8,8.3e-8,0.001335037604087819,"BST2,IFIT1,IFITM1,IFITM2,IFITM3,ISG15,ISG20,MX1,OAS1,OASL,SLPI"
GO:0060333,interferon-gamma-mediated signaling pathway,73,12,1.81,151,2.1e-7,2.1e-7,0.002702244788997031,"B2M,CAMK2D,HCK,ICAM1,IFI30,IRF9,MT2A,OAS1,OAS2,OASL,SOCS3,TRIM22"
GO:0002576,platelet degranulation,124,14,3.07,185,2.4e-6,2.4e-6,0.02573566465711458,"APOA1,CLU,FERMT3,FN1,IGF2,LGALS3BP,PDGFB,PLEK,PSAP,RARRES2,SERPING1,TGFB3,TIMP1,TUBA4A"
GO:0007229,integrin-mediated signaling pathway,97,12,2.4,200,4.8e-6,4.8e-6,0.04411828226933928,"ADAMTS1,APOA1,CEACAM1,FERMT3,HCK,ISG15,ITGA5,ITGB6,LAMA3,NRP1,PLEK,TIMP1"
GO:0001666,response to hypoxia,347,30,8.58,68,1.3e-5,2.8e-9,0.10455113766952798,"ADM,AGTRAP,ANGPTL4,BNIP3,CA9,CAV1,CLDN3,CRYAB,CXCL12,CXCR4,CYBB,DDIT4,EDN1,EGLN3,FAM162A,HMOX1,ICAM1,LDHA,MALAT1,MB,MMP14,PLAU,PLK3,PMAIP1,PSMB9,RGCC,STC1,TGFB3,TMBIM6,UBB"
GO:0016338,calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules,23,6,0.57,237,1.6e-5,1.6e-5,0.11438073180939813,"CLDN1,CLDN16,CLDN3,CLDN4,CLDN7,CLDN9"
GO:0071276,cellular response to cadmium ion,36,7,0.89,253,2.4e-5,2.4e-5,0.1544139879426875,"CYBB,FOS,HMOX1,MT1E,MT1G,MT1X,MT2A"
GO:1990000,amyloid fibril formation,16,5,0.4,262,3.1e-5,3.1e-5,0.1633224872470733,"APOE,B2M,CLU,CRYAB,RIPK3"
GO:0010951,negative regulation of endopeptidase activity,241,18,5.96,264,3.3e-5,3.3e-5,0.1633224872470733,"BST2,C3,C4A,CRYAB,CST3,CST6,IFI6,PI3,PICALM,PLAUR,RARRES1,RPS6KA1,SERPING1,SLPI,SPINT2,TFPI2,TIMP1,WFDC2"
GO:0032091,negative regulation of protein binding,99,11,2.45,267,3.3e-5,3.3e-5,0.1633224872470733,"B2M,CAMK1,CAV1,CTSZ,DAB2,HFE,IFIT1,IFIT2,PDGFB,SLPI,TMBIM6"
GO:0071456,cellular response to hypoxia,200,16,4.95,275,3.9e-5,3.9e-5,0.1679966998450535,"BNIP3,CA9,CYBB,EDN1,EGLN3,FAM162A,HMOX1,ICAM1,MALAT1,PLK3,PMAIP1,PSMB9,RGCC,STC1,TMBIM6,UBB"
GO:0002691,regulation of cellular extravasation,27,6,0.67,277,4.2e-5,4.2e-5,0.1679966998450535,"ABR,CCL28,CXCL12,ICAM1,MDK,RIPK3"
GO:2000272,negative regulation of signaling receptor activity,53,8,1.31,282,4.4e-5,4.4e-5,0.1679966998450535,"GPRC5A,HFE,LY6E,MTRNR2L1,MTRNR2L10,MTRNR2L2,MTRNR2L6,MTRNR2L8"
GO:0019221,cytokine-mediated signaling pathway,748,55,18.5,25,4.6e-5,3.6e-13,0.1679966998450535,"AGPAT2,ANXA1,APOA1,B2M,BST2,CAMK2D,CAV1,CCND1,CD74,CEACAM1,CSF1R,CXCL10,CXCL11,CXCL12,CXCR4,EDN1,EDN2,FN1,FOS,HCK,HMOX1,ICAM1,IFI27,IFI30,IFI6,IFIT1,IFIT2,IFITM1,IFITM2,IFITM3,IL12A,IRF9,ISG15,ISG20,JUNB,LCN2,LCP1,MT2A,MUC1,MX1,OAS1,OAS2,OASL,PDGFB,PSMB9,PTPN6,SOCS3,SPHK1,SPI1,TIMP1,TNFRSF12A,TNFRSF14,TRIM22,UBB,VIM"
GO:0045087,innate immune response,796,59,19.68,15,4.7e-5,3.2e-14,0.1679966998450535,"ANXA1,APOE,B2M,BST2,C1S,C2,C3,C4A,CAMK2D,CD58,CEACAM1,CFB,CLDN1,CLU,COLEC11,CSF1R,CYBB,EDN1,GRN,HCK,ICAM1,IFI27,IFI30,IFI6,IFIT1,IFIT2,IFITM1,IFITM2,IFITM3,IL12A,IRF9,ISG15,ISG20,LCN2,MICA,MT2A,MUC1,MUC21,MUC4,MX1,OAS1,OAS2,OASL,PSMB9,PTPN6,RARRES2,RPL13A,S100A7,S100A8,S100A9,SERPING1,SLPI,SMPDL3B,SOCS3,TNFRSF14,TRIM22,UBD,UNC93B1,VIM"
GO:0090200,positive regulation of release of cytochrome c from mitochondria,28,6,0.69,293,5.2e-5,5.2e-5,0.17608612660131026,"BIK,BNIP3,FAM162A,PLAUR,PMAIP1,TNFSF10"
GO:0019730,antimicrobial humoral response,105,11,2.6,299,5.7e-5,5.7e-5,0.18076240652020956,"CLU,COLEC11,CXCL10,CXCL11,LCN2,PI3,RARRES2,S100A7,S100A8,S100A9,SLPI"
