GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0051301,cell division,560,48,14.08,4,5.2e-12,9.5e-14,3.345636405424895e-7,"AURKA,AURKB,BIRC5,CCNA2,CCNB1,CCNB2,CCNE2,CDC20,CDC25C,CDCA3,CDCA5,CDCA8,CDK1,CENPA,CENPW,CINP,CKS1B,CKS2,DLL1,FAM83D,FBXO5,FGF13,KIF20A,KIF23,KIF2C,KIFC1,KNSTRN,LBH,MAD2L1,NDC80,NEDD9,NUF2,NUSAP1,OIP5,PLK1,PRC1,PSRC1,PTTG1,RACGAP1,SFRP2,SPAG5,STMN1,TACC3,TOP2A,TPX2,TUBA1B,UBE2C,ZWINT"
GO:0000070,mitotic sister chromatid segregation,144,24,3.62,5,8.9e-7,1.8e-13,0.02863092693103997,"AURKB,CCNB1,CDC20,CDCA5,CDCA8,DLGAP5,DSCC1,FBXO5,KIF23,KIF2C,KIFC1,KNSTRN,MAD2L1,NDC80,NUF2,NUSAP1,PLK1,PRC1,PSRC1,PTTG1,RACGAP1,SPAG5,TACC3,ZWINT"
GO:0090307,mitotic spindle assembly,54,9,1.36,36,7.2e-6,7.2e-6,0.12546136520343357,"AURKB,BIRC5,CDC20,KIF23,KIFC1,MYBL2,PLK1,RACGAP1,TPX2"
GO:0007127,meiosis I,100,12,2.51,38,7.8e-6,7.8e-6,0.12546136520343357,"AURKA,CCNE2,CKS2,FBXO5,M1AP,MEI1,MND1,PLK1,PTTG1,RAD51,RAD51D,TOP2A"
GO:0007052,mitotic spindle organization,101,17,2.54,10,1.7e-5,5.4e-10,0.21875314958547393,"AURKA,AURKB,BIRC5,CCNB1,CDC20,KIF23,KIFC1,MYBL2,NDC80,NUF2,PLK1,PRC1,PSRC1,RACGAP1,STMN1,TACC3,TPX2"
GO:0031145,anaphase-promoting complex-dependent catabolic process,80,10,2.01,51,3.1e-5,3.1e-5,0.3324190018210634,"AURKA,AURKB,CCNB1,CDC20,CDK1,FBXO5,MAD2L1,PLK1,PTTG1,UBE2C"
GO:0051231,spindle elongation,10,4,0.25,59,7.3e-5,7.3e-5,0.6709655428462016,"AURKB,KIF23,PRC1,RACGAP1"
GO:0060837,blood vessel endothelial cell differentiation,11,4,0.28,62,1.1e-4,1.1e-4,0.8846634725883137,"DLL1,HEY1,NRP1,TMEM100"
GO:0007077,mitotic nuclear envelope disassembly,12,4,0.3,71,1.7e-4,1.7e-4,1,"CCNB1,CCNB2,CDK1,PLK1"
GO:0051988,regulation of attachment of spindle microtubules to kinetochore,12,4,0.3,72,1.7e-4,1.7e-4,1,"CCNB1,KNSTRN,RACGAP1,SPAG5"
GO:0006958,"complement activation, classical pathway",34,6,0.85,73,1.8e-4,1.8e-4,1,"C2,C3,C4A,CFI,CLU,SUSD4"
GO:1900026,positive regulation of substrate adhesion-dependent cell spreading,35,6,0.88,83,2.1e-4,2.1e-4,1,"APOA1,ARPC2,LIMS2,NEDD9,NRP1,S100A10"
GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity,99,12,2.49,35,3.4e-4,7e-6,1,"CCNA2,CCNB1,CCNB2,CCNE2,CDC25C,CDKN2D,CDKN3,CKS1B,CKS2,PKMYT1,PLK1,PSRC1"
GO:0016114,terpenoid biosynthetic process,15,4,0.38,97,4.3e-4,4.3e-4,1,"AKR1C3,ALDH1A2,CRABP2,FDPS"
GO:0051383,kinetochore organization,18,4,0.45,110,9.1e-4,9.1e-4,1,"CENPA,CENPW,NDC80,NUF2"
