GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0045071,negative regulation of viral genome replication,55,10,1.27,14,4.6e-7,4.6e-7,0.029596014355681766,"IFIT1,IFITM1,IFITM3,ISG15,ISG20,MX1,OAS1,RSAD2,SLPI,TNF"
GO:0051607,defense response to virus,228,19,5.28,21,1.6e-6,1.6e-6,0.05147132931422916,"BNIP3,CXCL10,GBP1,IFI6,IFIT1,IFIT2,IFIT3,IFITM1,IFITM3,ISG15,ISG20,MX1,OAS1,RSAD2,RTP4,TICAM1,TLR3,TRIM22,TRIM34"
GO:0060337,type I interferon signaling pathway,88,11,2.04,26,5.8e-6,5.8e-6,0.12438904584272048,"IFI6,IFIT1,IFIT2,IFIT3,IFITM1,IFITM3,ISG15,ISG20,MX1,OAS1,RSAD2"
GO:0071346,cellular response to interferon-gamma,159,17,3.68,10,2.6e-5,1.7e-7,0.4182045506781119,"B2M,CASP1,CD58,CDC42EP2,CLDN1,CX3CL1,EDN1,GBP1,ICAM1,OAS1,RPL13A,STX8,TLR3,TRIM22,TRIM34,TRIM62,VIM"
GO:0070268,cornification,112,11,2.59,49,5.8e-5,5.8e-5,0.7463342750563228,"KAZN,KRT16,KRT19,KRT23,KRT5,KRT6A,KRT7,KRT8,KRT80,TGM1,TGM5"
GO:0071222,cellular response to lipopolysaccharide,201,15,4.66,51,7.2e-5,7.2e-5,0.7720699397134375,"CASP1,CD14,CMPK2,CX3CL1,CXCL10,CXCL2,CXCL3,ICAM1,IL1RN,MAPK8,NOD2,SRC,TICAM1,TNF,VIM"
GO:0030593,neutrophil chemotaxis,100,10,2.32,62,1.1e-4,1.1e-4,0.8364091013562237,"BST1,CD74,CX3CL1,CXCL10,CXCL2,CXCL3,EDN1,IL1RN,LGALS3,PREX1"
GO:0045080,positive regulation of chemokine biosynthetic process,12,4,0.28,64,1.2e-4,1.2e-4,0.8364091013562237,"CD74,TICAM1,TLR3,TNF"
GO:0032757,positive regulation of interleukin-8 production,49,7,1.14,65,1.3e-4,1.3e-4,0.8364091013562237,"CD14,CD58,CD74,DDIT3,NOD2,TLR3,TNF"
GO:2001237,negative regulation of extrinsic apoptotic signaling pathway,102,10,2.36,66,1.3e-4,1.3e-4,0.8364091013562237,"CX3CL1,GPX1,ICAM1,IFI6,LGALS3,NOL3,SRC,THBS1,TNF,TNFSF10"
GO:0045662,negative regulation of myoblast differentiation,25,5,0.58,84,2.4e-4,2.4e-4,1,"ANKRD2,CXCL10,DDIT3,SOSTDC1,TNF"
GO:0070265,necrotic cell death,56,7,1.3,88,3e-4,3e-4,1,"BNIP3,CD14,NOL3,TICAM1,TLR3,TNF,UCN"
GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,181,13,4.19,90,3.1e-4,3.1e-4,1,"CASP1,CD74,CX3CL1,IL1RN,NOD2,PLK2,TGM2,TICAM1,TLR3,TNF,TNFSF10,TRIM22,TRIM62"
GO:1902004,positive regulation of amyloid-beta formation,15,4,0.35,91,3.2e-4,3.2e-4,1,"ABCG1,CLU,EFNA1,TNF"
