GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0060337,type I interferon signaling pathway,88,11,2.12,34,8.3e-6,8.3e-6,0.3431421954281944,"EGR1,IFIT1,IFITM1,IFITM2,IFITM3,ISG20,MX1,NLRC5,OAS2,PSMB8,RSAD2"
GO:0043065,positive regulation of apoptotic process,643,37,15.47,18,1.4e-5,9e-7,0.3431421954281944,"AKR1C3,ANXA5,APBB1,BIN1,CARD9,CASP1,CASP4,CCK,CTSD,CTSZ,DUSP1,EEF1E1,G0S2,GADD45B,ID3,ING4,JUN,LDHA,MEF2C,NDUFA13,PMAIP1,PPP3R1,PTN,RNF183,SFN,SPDEF,TGM2,THBS1,TLR3,TNFSF10,TPD52L1,TSPO,TXNIP,UBB,VAV3,YWHAH,ZNF622"
GO:0070268,cornification,112,12,2.7,43,1.6e-5,1.6e-5,0.3431421954281944,"CDSN,CSTA,KLK5,KRT16,KRT17,KRT18,KRT19,KRT23,KRT5,KRT6A,KRT7,KRT8"
GO:0051607,defense response to virus,228,16,5.49,77,1.3e-4,1.3e-4,1,"APOBEC3B,CARD9,DHX58,IFIT1,IFITM1,IFITM2,IFITM3,ISG20,MICB,MX1,NLRC5,OAS2,PMAIP1,RSAD2,RTP4,TLR3"
GO:0051592,response to calcium ion,143,12,3.44,85,1.8e-4,1.8e-4,1,"AKR1C3,ALOX5AP,ANXA5,CCND1,DUSP1,FOS,JUN,MEF2C,S100A16,STIM1,THBS1,TXNIP"
GO:0046677,response to antibiotic,319,19,7.68,92,2.8e-4,2.8e-4,1,"ACTC1,AREG,CCND1,CDO1,CRIP1,CRYAB,DUSP1,EGR1,GPX1,HTR3A,ID1,ID3,JUN,LDHA,MB,MEF2C,SPI1,TNC,TXNIP"
GO:0045071,negative regulation of viral genome replication,55,7,1.32,101,3.3e-4,3.3e-4,1,"IFIT1,IFITM1,IFITM2,IFITM3,ISG20,MX1,RSAD2"
GO:0006955,immune response,1855,82,44.64,9,3.4e-4,3e-8,1,"ACPP,AIF1,ANXA3,APOBEC3B,APOE,B2M,BLNK,BTK,CALML5,CARD9,CASP1,CASP4,CCL28,CD24,CD58,CD83,CFB,CHI3L1,CNN2,CORO1A,CRIP1,CSF1R,CTSD,CTSZ,CXCL12,CXCL14,DHX58,DOCK2,EGR1,FOS,GPRC5B,GPX1,HCST,HMGB2,HMGN2,HRAS,IFIT1,IFITM1,IFITM2,IFITM3,IL1RL2,ISG20,JUN,KLK5,KLK7,KRT16,KRT6A,LGALS3,LPXN,MBP,MEF2C,MICB,MX1,NLRC5,OAS2,PADI2,PLAU,PPP3R1,PSMB1,PSMB8,PSMB9,PSME2,RAP1A,RARRES2,RHOG,RPL13A,RSAD2,SMAD7,SUSD2,SYNGR1,TAP1,THBS1,THEMIS2,THY1,TLR3,TMEM179B,TNFSF10,TNFSF18,TUBB,TUBB4B,ULBP3,VAV3"
GO:0035456,response to interferon-beta,26,5,0.63,103,3.4e-4,3.4e-4,1,"IFITM1,IFITM2,IFITM3,NDUFA13,TLR3"
GO:0030855,epithelial cell differentiation,665,42,16,7,3.8e-4,1.2e-8,1,"ACTA2,AKR1C3,CCND1,CD24,CDKN1A,CDSN,CSTA,EPHA2,FAM20C,GPX1,ID1,ID2,ID3,JUN,KLK5,KRT16,KRT17,KRT18,KRT19,KRT23,KRT5,KRT6A,KRT7,KRT8,LGALS3,MEF2C,NR0B1,NRP1,OVOL1,PITX2,PTN,PTPRO,RAP1A,SFN,SIX2,SPDEF,TAGLN,TAGLN2,TST,TXNIP,UPK3A,ZEB2"
GO:0009612,response to mechanical stimulus,204,14,4.91,121,4.4e-4,4.4e-4,1,"ACTA1,BTG2,CASP1,CCNB1,CHI3L1,CNN2,CXCL12,FOS,JUN,PTN,THBS1,TLR3,TNC,TXNIP"
GO:0070293,renal absorption,16,4,0.39,128,4.8e-4,4.8e-4,1,"AKR1C3,CLDN4,SGK1,WNK4"
GO:0043281,regulation of cysteine-type endopeptidase activity involved in apoptotic process,206,14,4.96,130,4.8e-4,4.8e-4,1,"CARD9,CASP1,CASP4,CCK,CDKN2D,CRYAB,CTSD,GPX1,MAGEA3,NDUFA13,PMAIP1,SFN,THBS1,TNFSF10"
GO:0033598,mammary gland epithelial cell proliferation,28,5,0.67,133,4.9e-4,4.9e-4,1,"AREG,CCND1,EPHA2,GPX1,ID2"
GO:0032570,response to progesterone,43,6,1.03,139,5.4e-4,5.4e-4,1,"CLDN4,FOS,PTN,THBS1,TSPO,TXNIP"
GO:0043534,blood vessel endothelial cell migration,164,12,3.95,143,6.3e-4,6.3e-4,1,"ADTRP,APOE,EFNA1,EPHA2,FGFBP1,GPX1,ID1,MEF2C,NR4A1,NRP1,PLK2,THBS1"
