GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0051607,defense response to virus,228,26,5.27,1,6.9e-10,2e-11,4.439402153352265e-5,"CARD9,CD40,DHX58,EXOSC4,HERC5,IFIT1,IFIT2,IL23A,IL6,ISG15,ISG20,MICB,MX1,MX2,OAS1,OAS2,OAS3,OASL,PARP9,PMAIP1,POLR3K,RSAD2,RTP4,STAT1,TLR3,TRIM22"
GO:0060337,type I interferon signaling pathway,88,15,2.03,3,1.5e-9,1.5e-9,4.825437123208984e-5,"EGR1,IFI35,IFIT1,IFIT2,ISG15,ISG20,MX1,MX2,OAS1,OAS2,OAS3,OASL,PSMB8,RSAD2,STAT1"
GO:0060333,interferon-gamma-mediated signaling pathway,73,11,1.69,6,8.6e-7,8.6e-7,0.018443893004265452,"B2M,IFI30,OAS1,OAS2,OAS3,OASL,PARP9,STAT1,TRIM21,TRIM22,TXK"
GO:0045071,negative regulation of viral genome replication,55,8,1.27,16,3.6e-5,3.6e-5,0.5275811254708489,"IFIT1,ISG15,ISG20,MX1,OAS1,OAS3,OASL,RSAD2"
GO:2000242,negative regulation of reproductive process,56,8,1.29,18,4.1e-5,4.1e-5,0.5275811254708489,"ADA,DUSP1,EAF2,NODAL,OVOL1,SERPINF1,SNAI1,SPINK13"
GO:0071280,cellular response to copper ion,25,5,0.58,30,2.3e-4,2.3e-4,1,"MAP1LC3A,MT1A,MT1F,MT3,PRNP"
GO:0042737,drug catabolic process,136,11,3.14,34,3.2e-4,3.2e-4,1,"ADA,ALDH3B2,CYP2S1,CYP4B1,GPX1,IL4I1,MT3,NPL,PCK2,QDPR,SMOX"
GO:0048240,sperm capacitation,27,5,0.62,36,3.4e-4,3.4e-4,1,"DEFB1,ROPN1,ROPN1B,ROPN1L,TCP11"
GO:0051384,response to glucocorticoid,144,11,3.33,43,5.2e-4,5.2e-4,1,"ALDH3A1,ALPL,AREG,BCHE,CDO1,DUSP1,EIF4EBP1,FOS,IL6,PCK2,SERPINF1"
GO:0043065,positive regulation of apoptotic process,643,32,14.86,17,5.9e-4,4e-5,1,"ABR,APBB1,CARD9,CCK,CD248,CD274,CD40,DDIT3,DUSP1,DUSP6,G0S2,GADD45B,GADD45G,IFIT2,IL6,JUN,MAL,MAP2K6,NDUFA13,NODAL,OSGIN1,PCSK9,PMAIP1,PRNP,SPDEF,SRPX,TLR3,TNFSF10,TXNIP,UBB,UBD,ZNF622"
GO:0071276,cellular response to cadmium ion,36,5,0.83,59,0.00134,0.00134,1,"FOS,JUN,MT1A,MT1F,MT3"
GO:0046395,carboxylic acid catabolic process,266,15,6.15,60,0.00138,0.00138,1,"ACOT8,ALDH4A1,ALDH6A1,CDO1,CRABP1,CYP4A11,CYP4F3,DCXR,ECI2,IL4I1,NPL,PCK2,PON3,QDPR,TXN2"
GO:0032069,regulation of nuclease activity,22,4,0.51,65,0.00148,0.00148,1,"OAS1,OAS2,OAS3,OASL"
GO:0042542,response to hydrogen peroxide,141,10,3.26,67,0.00163,0.00163,1,"ADA,AREG,DUSP1,GPX1,IL6,JUN,MAP1LC3A,SPHK1,STAT1,TXNIP"
GO:0006641,triglyceride metabolic process,100,8,2.31,72,0.00221,0.00221,1,"AADAC,APOA1,FABP3,GPX1,INSIG1,PCK2,PCSK9,THRSP"
GO:0045080,positive regulation of chemokine biosynthetic process,12,3,0.28,76,0.00231,0.00231,1,"CD74,EGR1,TLR3"
GO:0055114,oxidation-reduction process,948,36,21.9,79,0.00237,0.00237,1,"ACOT8,ALDH3A1,ALDH3B2,ALDH4A1,ALDH6A1,ALDOC,APOA1,BLVRB,CBR3,CDO1,CYP2S1,CYP4A11,CYP4B1,CYP4F3,CYP4X1,CYP4Z1,DCXR,DHCR24,ECI2,FABP3,GPX1,HPDL,IFI30,IL4I1,MT3,NDUFA12,NDUFA13,NDUFB8,PGAM2,PIR,QDPR,RDH5,SELENBP1,SMOX,SOD3,TXN2"
GO:0006357,regulation of transcription by RNA polymerase II,2496,78,57.67,86,0.00285,0.00285,1,"APBB1,BEX1,BTG2,CD40,DDIT3,DKK1,EAF2,EGR1,EGR2,ETV3,ETV7,FBP1,FOS,GALR2,HES7,HEXIM2,HRAS,IER2,IER5,IL23A,IL6,INSIG1,IRX6,JUN,KTI12,MAGEA2B,MED7,METTL23,MT3,MYCN,NFKBIA,NODAL,NR0B1,NR4A1,OVOL1,PARP9,PBX3,PKIG,PSMB1,PSMB8,S1PR1,SERTAD1,SIX2,SKAP1,SMAD7,SNAI1,SPDEF,STAT1,TLR3,TSC22D3,TXK,TXNIP,UBB,USP2,ZBED2,ZFP37,ZIK1,ZNF136,ZNF19,ZNF20,ZNF222,ZNF256,ZNF267,ZNF296,ZNF443,ZNF550,ZNF57,ZNF581,ZNF607,ZNF610,ZNF622,ZNF627,ZNF675,ZNF679,ZNF695,ZNF7,ZNF799,ZNF844"
GO:0006670,sphingosine metabolic process,13,3,0.3,87,0.00295,0.00295,1,"ASAH2B,SGPP2,SPHK1"
GO:0045670,regulation of osteoclast differentiation,63,6,1.46,90,0.00328,0.00328,1,"CA2,FOS,IL23A,LRRC17,TLR3,ZNF675"
GO:0010273,detoxification of copper ion,14,3,0.32,94,0.00369,0.00369,1,"MT1A,MT1F,MT3"
GO:0007501,mesodermal cell fate specification,14,3,0.32,95,0.00369,0.00369,1,"DKK1,NODAL,SIX2"
GO:0008285,negative regulation of cell population proliferation,705,28,16.29,98,0.00387,0.00387,1,"ANG,AZGP1,B2M,BCHE,BTG2,CD274,CPB2,DHCR24,DUSP1,EAF2,ETV3,FABP3,FGFBP1,HRAS,HSPA1B,IL6,JUN,MIR492,NODAL,NUDT6,OVOL1,PRNP,SERPINF1,SFTPD,SPINT2,SRPX,STAT1,SULT2B1"
GO:0033209,tumor necrosis factor-mediated signaling pathway,159,10,3.67,100,0.00391,0.00391,1,"APOA1,CD40,EDARADD,HSPA1B,NFKBIA,PSMB1,PSMB8,SPHK1,STAT1,ZNF675"
GO:0006690,icosanoid metabolic process,110,8,2.54,101,0.004,0.004,1,"CD74,CYP2S1,CYP4A11,CYP4F3,EDN2,GGTA1P,GPX1,PON3"
GO:0044242,cellular lipid catabolic process,213,12,4.92,103,0.00406,0.00406,1,"AADAC,ACOT8,APOA1,ASAH2B,CRABP1,CYP4A11,CYP4F3,ECI2,FABP3,MT3,PCK2,SPHK1"
GO:1902533,positive regulation of intracellular signal transduction,981,36,22.67,105,0.00413,0.00413,1,"ADA,APOA1,AREG,AVPI1,CARD9,CD40,CD74,DDIT3,DHX58,DKK1,DUSP6,GADD45B,GADD45G,GPX1,HBEGF,HRAS,HSPA1B,IL23A,IL6,JUN,LPAR3,MAP2K6,MT3,NEK10,NENF,NODAL,P2RY12,PMAIP1,SECTM1,SPHK1,TLR3,TNFSF10,TRIM22,UBB,UBD,ZNF622"
GO:0051100,negative regulation of binding,161,10,3.72,108,0.00428,0.00428,1,"B2M,CCM2L,DDIT3,DKK1,IFIT1,IFIT2,JUN,NFKBIA,PCSK9,ZNF675"
GO:0051726,regulation of cell cycle,1162,41,26.85,109,0.00448,0.00448,1,"APBB1,ASNS,BEX2,BTG2,DDIT3,DHCR24,DIRAS3,DUSP1,EIF4EBP1,FEM1B,FHL1,GADD45B,GADD45G,GPR3,HERC5,HEXIM2,HRAS,HSPA1B,JUN,KLHL13,LSM10,MAP2K6,MX2,NEDD1,NEK10,NR4A1,NUDT6,OVOL1,PPP1R15A,PRNP,PSMB1,PSMB8,SERTAD1,SLC25A33,SPHK1,SPIN2A,TRIM21,TUBB4A,TUBB4B,UBD,USP2"
GO:0019883,antigen processing and presentation of endogenous antigen,15,3,0.35,110,0.00453,0.00453,1,"B2M,CD74,TAP1"
GO:2001238,positive regulation of extrinsic apoptotic signaling pathway,48,5,1.11,114,0.00486,0.00486,1,"G0S2,MAL,PMAIP1,SRPX,TNFSF10"
GO:0010875,positive regulation of cholesterol efflux,16,3,0.37,120,0.00548,0.00548,1,"APOA1,NFKBIA,PLTP"
GO:0002830,positive regulation of type 2 immune response,16,3,0.37,121,0.00548,0.00548,1,"CD74,IL6,RSAD2"
GO:0033631,cell-cell adhesion mediated by integrin,16,3,0.37,122,0.00548,0.00548,1,"ADA,ITGA5,SKAP1"
GO:0002683,negative regulation of immune system process,400,18,9.24,128,0.00565,0.00565,1,"ABR,ADA,APOA1,CD274,CD74,DHX58,DUSP1,GPX1,LRRC17,MICB,NFKBIA,PRNP,SFTPD,SMAD7,TLR3,TNFAIP8L2,TSC22D3,ZNF675"
GO:0050890,cognition,281,14,6.49,132,0.00594,0.00594,1,"B2M,BCHE,BTG2,CBR3,CCK,DKK1,EGR2,FOS,GALR2,ITGA5,JUN,METTL23,PRNP,SERPINF1"
