GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0010759,positive regulation of macrophage chemotaxis,14,4,0.32,8,2.2e-4,2.2e-4,1,"CXCL17,MDK,RARRES2,THBS1"
GO:0070268,cornification,112,10,2.54,10,2.3e-4,2.3e-4,1,"CDSN,KRT12,KRT14,KRT15,KRT16,KRT19,KRT6A,KRT8,PI3,TGM1"
GO:0007229,integrin-mediated signaling pathway,97,9,2.2,14,3.6e-4,3.6e-4,1,"APOA1,BST1,HCK,ITGA5,ITGB7,LAMA3,SRC,TIMP1,ZNF304"
GO:0006656,phosphatidylcholine biosynthetic process,37,5,0.84,40,0.0014,0.0014,1,"APOA1,FABP5,LCAT,MFSD2A,RAB38"
GO:0016264,gap junction assembly,11,3,0.25,44,0.00167,0.00167,1,"GJA5,GJB1,GJB2"
GO:0071385,cellular response to glucocorticoid stimulus,57,6,1.29,45,0.00179,0.00179,1,"ANXA1,DDIT4,GJB2,GSTP1,ICAM1,STC1"
GO:0043299,leukocyte degranulation,519,23,11.77,46,0.0018,0.0018,1,"BST1,CALML5,CORO1A,CPLX2,CXCL1,CYBA,DOK3,FABP5,FRK,GGH,GSTP1,HCK,HMOX1,HSPA6,MGST1,PLAUR,QPCT,RHOG,S100A8,S100A9,SERPINB3,SLPI,STBD1"
GO:0001890,placenta development,146,10,3.31,47,0.00185,0.00185,1,"FOSL1,GJB2,GJB3,KRT19,KRT8,PHLDA2,PLAC1,PLCD1,STC1,WNT2"
GO:0031581,hemidesmosome assembly,12,3,0.27,50,0.00219,0.00219,1,"COL17A1,KRT14,LAMA3"
GO:0014910,regulation of smooth muscle cell migration,81,7,1.84,55,0.00241,0.00241,1,"GSTP1,IGFBP3,MDK,NDRG4,P2RY6,PDGFA,SRC"
GO:0019730,antimicrobial humoral response,105,8,2.38,61,0.00268,0.00268,1,"CXCL1,KRT6A,PI3,RARRES2,S100A8,S100A9,SFTPD,SLPI"
GO:0010838,positive regulation of keratinocyte proliferation,13,3,0.29,62,0.0028,0.0028,1,"AREG,MDK,TGM1"
