GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0051301,cell division,560,58,13.98,3,7.4e-19,1.7e-20,4.7610979615661974e-14,"ANAPC15,AURKA,AURKB,BIRC5,BUB1,BUB1B,CCNA1,CCNA2,CCNB1,CCNB2,CCND3,CCNE2,CDC20,CDC25C,CDCA3,CDCA5,CDCA8,CDK1,CENPW,CHEK2,CKS1B,FAM83D,GPSM2,HAUS1,HAUS4,HAUS8,IGF2,KIF20A,KIF23,KIFC1,KNSTRN,MAD2L1,MDK,MIS12,NCAPG,NCAPG2,NDC80,NUSAP1,OIP5,PLK1,PRC1,PTN,PTTG1,RACGAP1,REEP4,SPC24,STMN1,SUSD2,SYCE2,TACC3,TOP2A,TPX2,TUBA1B,TUBB,TXNIP,UBE2C,VRK1,ZWINT"
GO:0060337,type I interferon signaling pathway,88,16,2.2,23,4.8e-10,4.8e-10,1.5441398794268746e-5,"BST2,IFI27,IFI35,IFI6,IFIT1,IFITM1,IFITM2,IFITM3,ISG15,ISG20,MX1,OAS1,OAS2,OAS3,RSAD2,STAT1"
GO:0045071,negative regulation of viral genome replication,55,12,1.37,44,8.3e-9,8.3e-9,1.7800501387837584e-4,"BST2,IFIT1,IFITM1,IFITM2,IFITM3,ISG15,ISG20,MX1,OAS1,OAS3,RSAD2,SLPI"
GO:0051607,defense response to virus,228,23,5.69,48,1.4e-8,1.4e-8,2.2518706574975258e-4,"APOBEC3B,BST2,DHX58,EXOSC4,GBP1,IFI27,IFI6,IFIT1,IFITM1,IFITM2,IFITM3,ISG15,ISG20,MX1,OAS1,OAS2,OAS3,PARP9,POLR3K,RSAD2,RTP4,STAT1,TRIM22"
GO:0031145,anaphase-promoting complex-dependent catabolic process,80,13,2,63,8.4e-8,8.4e-8,0.0010808979155988122,"ANAPC15,AURKA,AURKB,BUB1B,CCNB1,CDC20,CDK1,MAD2L1,PLK1,PSMB1,PSMB10,PTTG1,UBE2C"
GO:0090307,mitotic spindle assembly,54,10,1.35,73,7.6e-7,7.6e-7,0.008149627141419619,"AURKB,BIRC5,CDC20,CHEK2,KIF23,KIFC1,MYBL2,PLK1,RACGAP1,TPX2"
GO:0007052,mitotic spindle organization,101,19,2.52,20,1.7e-6,5.9e-12,0.015625224970390997,"AURKA,AURKB,BIRC5,CCNB1,CDC20,CHEK2,GPSM2,KIF23,KIFC1,MYBL2,NDC80,PLK1,POC1A,PRC1,RACGAP1,STMN1,TACC3,TPX2,TTK"
GO:0007094,mitotic spindle assembly checkpoint,34,10,0.85,38,6.4e-6,6.5e-9,0.04182045506781119,"ANAPC15,AURKB,BUB1,BUB1B,CCNB1,CDC20,MAD2L1,NDC80,PLK1,TTK"
GO:0007077,mitotic nuclear envelope disassembly,12,5,0.3,84,6.5e-6,6.5e-6,0.04182045506781119,"CCNB1,CCNB2,CDK1,PLK1,VRK1"
GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity,99,12,2.47,85,6.5e-6,6.5e-6,0.04182045506781119,"CCNA1,CCNA2,CCNB1,CCNB2,CCND3,CCNE2,CDC25C,CDKN2D,CDKN3,CKS1B,PKMYT1,PLK1"
GO:0060333,interferon-gamma-mediated signaling pathway,73,10,1.82,90,1.3e-5,1.3e-5,0.07603719103238397,"B2M,GBP1,IFI30,MT2A,OAS1,OAS2,OAS3,PARP9,STAT1,TRIM22"
GO:0034501,protein localization to kinetochore,15,5,0.37,95,2.3e-5,2.3e-5,0.12331672648200737,"AURKB,CDK1,MIS12,NDC80,TTK"
GO:0035456,response to interferon-beta,26,6,0.65,102,3.5e-5,3.5e-5,0.17322081980750195,"BST2,IFITM1,IFITM2,IFITM3,NDUFA13,STAT1"
GO:0051231,spindle elongation,10,4,0.25,112,7.1e-5,7.1e-5,0.3262914626169885,"AURKB,KIF23,PRC1,RACGAP1"
GO:0000070,mitotic sister chromatid segregation,144,24,3.6,11,8.1e-5,1.5e-13,0.32973820341928056,"ANAPC15,AURKB,BUB1,BUB1B,CCNB1,CDC20,CDCA5,CDCA8,DLGAP5,KIF23,KIFC1,KNSTRN,MAD2L1,MIS12,NCAPG,NDC80,NUSAP1,PLK1,PRC1,PTTG1,RACGAP1,TACC3,TTK,ZWINT"
GO:0045132,meiotic chromosome segregation,73,9,1.82,114,8.2e-5,8.2e-5,0.32973820341928056,"BUB1,BUB1B,CCNE2,PLK1,PTTG1,RAD51C,SYCE2,TOP2A,TTK"
