GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0051301,cell division,560,37,11.76,1,7.1e-10,7.1e-10,4.5680804766378384e-5,"AURKA,BIRC5,CCNA2,CCNB2,CDC25C,CDCA5,CDCA8,CDK1,CENPV,CKS2,FAM83D,FBXO5,FGF13,GNAI1,KNSTRN,MAD2L1,MAPRE2,MDK,MIS12,MYC,NEDD9,NUF2,NUSAP1,OIP5,PDXP,PLK2,PRC1,RASA1,SAC3D1,SKA3,TACC3,TGFB2,TOP2A,TPX2,UBE2C,UBE2S,USP44"
GO:0019221,cytokine-mediated signaling pathway,748,35,15.71,16,8.3e-6,8.3e-6,0.2670075208175638,"ANXA1,B2M,BIRC5,CASP1,CAV1,CD24,CD70,CDKN1A,CEBPD,CISH,COL1A2,CX3CL1,CXCL1,CXCL2,CXCL3,EDN1,HMOX1,IFIT2,IFIT3,IL15RA,IL18BP,IL1RN,IL32,ISG20,LTB,MYC,NFKBIA,PIM1,RPS6KA5,SOD2,SOX2,TNF,TNFRSF12A,TRAIP,TRIM21"
GO:1904666,regulation of ubiquitin protein ligase activity,22,5,0.46,29,7.8e-5,7.8e-5,1,"FBXO5,MAD2L1,UBE2C,UBE2S,USP44"
GO:0032436,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,77,8,1.62,51,2.1e-4,2.1e-4,1,"AURKA,CAV1,PLK2,PRICKLE1,RNF19B,TRIB2,TRIB3,ZFAND2A"
GO:0007080,mitotic metaphase plate congression,43,6,0.9,56,2.6e-4,2.6e-4,1,"CDCA5,CDCA8,KIF18A,MIS12,NUF2,PINX1"
GO:0007052,mitotic spindle organization,101,9,2.12,57,2.7e-4,2.7e-4,1,"AURKA,BIRC5,GNAI1,NUF2,PLK2,PRC1,TACC3,TPX2,TTK"
GO:0071243,cellular response to arsenic-containing substance,19,4,0.4,84,5.8e-4,5.8e-4,1,"ATF3,CPEB2,HMOX1,ZFAND2A"
GO:0061041,regulation of wound healing,144,10,3.02,101,9.4e-4,9.4e-4,1,"ANXA1,CAV1,CDKN1A,EDN1,HBEGF,PHLDB2,PLAU,THBS1,TNFRSF12A,XBP1"
GO:1905898,positive regulation of response to endoplasmic reticulum stress,37,5,0.78,105,0.001,0.001,1,"CAV1,DDIT3,PMAIP1,RNFT1,XBP1"
GO:0051017,actin filament bundle assembly,147,10,3.09,107,0.0011,0.0011,1,"CX3CL1,ELN,LIMCH1,MYO1B,NEDD9,PDXP,PHLDB2,RHOD,RND3,TPM1"
GO:0030593,neutrophil chemotaxis,100,8,2.1,115,0.00122,0.00122,1,"CX3CL1,CXCL1,CXCL2,CXCL3,EDN1,IL1RN,MDK,TGFB2"
GO:0031100,animal organ regeneration,72,9,1.51,19,0.00171,1.9e-5,1,"ANXA3,AURKA,CCNA2,CDK1,CDKN1A,CLDN1,CSNK2A2,HMOX1,NNMT"
GO:0045080,positive regulation of chemokine biosynthetic process,12,3,0.25,138,0.00176,0.00176,1,"HMOX1,TICAM1,TNF"
GO:0051798,positive regulation of hair follicle development,12,3,0.25,139,0.00176,0.00176,1,"KRT17,TGFB2,TNF"
GO:0043171,peptide catabolic process,26,4,0.55,142,0.00198,0.00198,1,"CHAC1,CHAC2,ENPEP,GGTLC2"
GO:0022409,positive regulation of cell-cell adhesion,244,13,5.13,145,0.00202,0.00202,1,"ADA,ANXA1,CAV1,CD24,CD70,CX3CL1,FSTL3,LCK,MDK,PAK3,SOX2,TNF,XBP1"
GO:0010971,positive regulation of G2/M transition of mitotic cell cycle,27,4,0.57,156,0.00229,0.00229,1,"CDC25C,CDK1,DBF4B,FBXO5"
GO:0007143,female meiotic nuclear division,27,4,0.57,157,0.00229,0.00229,1,"AURKA,FBXO5,TOP2A,TTK"
GO:0035556,intracellular signal transduction,2729,92,57.33,11,0.00233,1.3e-6,1,"ADA,AKR1C2,ARHGAP10,ARHGAP25,ARNTL,ATF3,AURKA,C15orf62,CALCB,CAMK4,CASP1,CAV1,CCNA2,CD24,CDC25C,CDC42EP2,CDK1,CDKN1A,CDKN2D,CHAC1,CISH,CLIC2,CNKSR3,COL1A2,CRYAB,CSNK2A2,CX3CL1,CXCL1,DDIT3,DEPDC1,DHX58,EDN1,EIF4EBP1,EXO1,FAM83D,FGF13,FHL2,GADD45B,GDF15,GDF5,GDF9,GFRA1,GNAI1,GPR62,GRAP,GSKIP,HBEGF,HCST,HMOX1,IL1RN,LCK,MAPK8,MAPRE2,MELK,MIRLET7B,MYC,NDRG4,NFKBIA,NPR3,NUPR1,PAK3,PLA2G4C,PLCH1,PLK2,PMAIP1,PTGER2,RAB32,RASA1,RASGEF1B,RCAN1,RELB,RHOD,RND3,RPS6KA5,RRAS2,RTN4,SDCBP2,SETD9,SOD2,SOX2,TEAD4,TGFB2,THBS1,TICAM1,TNF,TNIK,TPX2,TRIB2,TRIB3,UCHL1,XBP1,ZEB2"
GO:0034614,cellular response to reactive oxygen species,163,10,3.42,162,0.00237,0.00237,1,"ANXA1,CCNA2,CDK1,ERCC6L2,GLRX2,MAPK8,MIRLET7B,SOD2,TNF,TPM1"
GO:0009968,negative regulation of signal transduction,1237,41,25.98,165,0.00246,0.00246,1,"ADA,ARHGAP25,ARNTL,ATF3,BAMBI,CAV1,CDKN2D,CHAC1,CISH,CLIC2,CNKSR3,CSNK2A2,CX3CL1,DDIT3,DHX58,DKK3,FHL2,FSTL3,GDF15,HBEGF,HMOX1,IL1RN,MDK,MYC,NDRG4,NFKBIA,PRICKLE1,PTCH2,RASA1,RCAN1,SH3GL2,SOD2,SOX2,TGFB2,THBS1,TICAM1,TNF,TRAIP,TRIB3,UCHL1,XBP1"
GO:1902043,positive regulation of extrinsic apoptotic signaling pathway via death domain receptors,14,3,0.29,172,0.00282,0.00282,1,"ATF3,PMAIP1,THBS1"
GO:0008284,positive regulation of cell population proliferation,908,32,19.07,177,0.00295,0.00295,1,"ADA,AKR1C2,ANXA1,ATF3,BAMBI,BIRC5,CCNA2,CD24,CD70,CDK1,CDKN1A,CX3CL1,DBF4B,EDN1,FBXO5,GDF9,HBEGF,HMOX1,KRT6A,MDK,MIRLET7B,MYC,OSR2,PIM1,PRC1,RTN4,TGFB2,THBS1,TICAM1,TNF,TTK,XBP1"
GO:0032092,positive regulation of protein binding,91,7,1.91,179,0.00304,0.00304,1,"B2M,BAMBI,CAPRIN2,CAV1,PLK2,TICAM1,TRIB3"
GO:0010862,positive regulation of pathway-restricted SMAD protein phosphorylation,48,5,1.01,183,0.00325,0.00325,1,"GDF15,GDF5,GDF9,TGFB2,TTK"
GO:0045599,negative regulation of fat cell differentiation,48,5,1.01,184,0.00325,0.00325,1,"ARNTL,DDIT3,TNF,TRIB2,TRIB3"
GO:0097421,liver regeneration,30,4,0.63,189,0.00341,0.00341,1,"AURKA,CLDN1,CSNK2A2,HMOX1"
GO:0051384,response to glucocorticoid,144,9,3.02,191,0.00341,0.00341,1,"ANXA1,ANXA3,CDKN1A,CLDN1,EDN1,EIF4EBP1,IL1RN,MDK,TNF"
GO:0007517,muscle organ development,386,17,8.11,192,0.00341,0.00341,1,"ARNTL,ATF3,CAV1,CDK1,CRYAB,EDN1,ELN,FHL1,HBEGF,ITGB1BP2,NUPR1,PIM1,TCAP,TEAD4,TGFB2,TPM1,XBP1"
GO:0034501,protein localization to kinetochore,15,3,0.32,194,0.00347,0.00347,1,"CDK1,MIS12,TTK"
GO:0071222,cellular response to lipopolysaccharide,201,11,4.22,199,0.00357,0.00357,1,"CASP1,CX3CL1,CXCL1,CXCL2,CXCL3,IL1RN,MAPK8,NFKBIA,TICAM1,TNF,XBP1"
GO:0030261,chromosome condensation,31,4,0.65,202,0.00385,0.00385,1,"CDCA5,CDK1,NUSAP1,TOP2A"
GO:0045840,positive regulation of mitotic nuclear division,50,5,1.05,203,0.00388,0.00388,1,"AURKA,CDCA5,EDN1,NUSAP1,UBE2C"
GO:0007044,cell-substrate junction assembly,96,7,2.02,208,0.0041,0.0041,1,"KRT5,LAMA3,LIMCH1,PHLDB2,RHOD,TESK2,THBS1"
GO:0051444,negative regulation of ubiquitin-protein transferase activity,16,3,0.34,216,0.0042,0.0042,1,"FBXO5,MAD2L1,USP44"
GO:0007567,parturition,16,3,0.34,217,0.0042,0.0042,1,"ARNTL,EDN1,PLA2G4C"
GO:0070507,regulation of microtubule cytoskeleton organization,179,10,3.76,228,0.00464,0.00464,1,"AURKA,FGF13,GNAI1,KIF18A,MAPRE2,PHLDB2,PLK2,SKA3,TACC3,TPX2"
GO:0030308,negative regulation of cell growth,180,10,3.78,230,0.00482,0.00482,1,"CAPRIN2,CDKN1A,CDKN2D,CRYAB,FGF13,FHL1,GDF9,OSGIN1,RTN4,TGFB2"
GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity,99,7,2.08,233,0.00485,0.00485,1,"CCNA2,CCNB2,CDC25C,CDKN1A,CDKN2D,CDKN3,CKS2"
GO:0048016,inositol phosphate-mediated signaling,53,5,1.11,235,0.00499,0.00499,1,"EDN1,FHL2,GPR62,RCAN1,TNF"
GO:0007127,meiosis I,100,7,2.1,237,0.00513,0.00513,1,"AURKA,CCNB1IP1,CKS2,FBXO5,PSMC3IP,RAD51,TOP2A"
