GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0060337,type I interferon signaling pathway,88,15,2.06,11,1.8e-9,1.8e-9,1.158104909570156e-4,"BST2,IFI27,IFI6,IFIT1,IFIT2,IFITM1,IFITM2,IFITM3,IRF9,ISG15,ISG20,MX1,OAS1,OAS2,OASL"
GO:0045071,negative regulation of viral genome replication,55,12,1.29,21,4e-9,4e-9,1.2867832328557292e-4,"BST2,IFI16,IFIT1,IFITM1,IFITM2,IFITM3,ISG15,ISG20,MX1,OAS1,OASL,SLPI"
GO:0010951,negative regulation of endopeptidase activity,241,23,5.64,24,1.2e-8,1.2e-8,2.5735664657114583e-4,"ADORA2A,ANXA8,ANXA8L1,BST2,C3,C4A,CARD16,CRYAB,CST3,CST6,IFI16,IFI6,PCSK1N,RARRES1,SERPINB5,SERPINE2,SERPING1,SFRP2,SLPI,SPINK5,SPINT2,TIMP3,WFDC2"
GO:0051607,defense response to virus,228,21,5.34,33,9.9e-8,9.9e-8,0.0015923942506589647,"BST2,CXCL10,IFI16,IFI27,IFI44L,IFI6,IFIT1,IFIT2,IFITM1,IFITM2,IFITM3,IRF9,ISG15,ISG20,MX1,OAS1,OAS2,OASL,SLFN11,SPON2,TRIM22"
GO:0070268,cornification,112,13,2.62,64,2.2e-6,2.2e-6,0.028309231122826038,"CDSN,FLG,KRT17,KRT18,KRT19,KRT23,KRT6A,KRT6C,KRT7,KRT8,KRT80,SPINK5,TGM1"
GO:1990000,amyloid fibril formation,16,5,0.37,86,2.4e-5,2.4e-5,0.2573566465711458,"B2M,CD36,CLU,CRYAB,RIPK3"
GO:0045087,innate immune response,796,50,18.63,9,3.6e-5,1.8e-10,0.33088711702004464,"AGER,ANXA1,B2M,BST2,C2,C3,C4A,CASP1,CCL20,CD14,CEACAM1,CFB,CLDN1,CLU,CORO1A,GRN,IFI16,IFI27,IFI6,IFIT1,IFIT2,IFITM1,IFITM2,IFITM3,IL12A,IRF9,ISG15,ISG20,LCN2,MUC1,MUC21,MUC4,MUCL1,MX1,OAS1,OAS2,OASL,PSMB9,S100A7,S100A8,S100A9,SERPING1,SFTPD,SLPI,SOCS3,SPON2,SUSD4,TNFRSF14,TRIM22,TRIM29"
GO:0031100,animal organ regeneration,72,9,1.69,91,4.5e-5,4.5e-5,0.3619077842406738,"ANXA3,CCNA2,CCND1,CDK1,CLDN1,CXCL12,GSTP1,HFE,NNMT"
GO:0035455,response to interferon-alpha,20,5,0.47,104,7.9e-5,7.9e-5,0.5647548633089032,"BST2,IFIT2,IFITM1,IFITM2,IFITM3"
GO:0061844,antimicrobial humoral immune response mediated by antimicrobial peptide,63,8,1.47,110,1.1e-4,1.1e-4,0.6433916164278644,"CXCL10,CXCL11,CXCL5,KRT6A,REG3A,S100A7,S100A9,SPINK5"
GO:0006958,"complement activation, classical pathway",34,6,0.8,114,1.2e-4,1.2e-4,0.6433916164278644,"C2,C3,C4A,CLU,SERPING1,SUSD4"
GO:0042742,defense response to bacterium,242,19,5.66,69,1.3e-4,4.5e-6,0.6433916164278644,"ANXA3,CCL20,CD36,GRN,IL12A,ISG15,KRT6A,LCN2,LYG1,LYZL6,S100A14,S100A7,S100A8,S100A9,SFTPD,SLPI,SPINK5,SPON2,TNFRSF14"
GO:1901687,glutathione derivative biosynthetic process,22,5,0.51,115,1.3e-4,1.3e-4,0.6433916164278644,"GSTA1,GSTA2,GSTA3,GSTA4,GSTP1"
GO:0051092,positive regulation of NF-kappaB transcription factor activity,147,12,3.44,126,1.8e-4,1.8e-4,0.8272177925501116,"AGER,CARD16,CAV1,CD36,CLU,RHEBL1,RIPK3,RNF25,S100A8,S100A9,SPHK1,TRIM22"
GO:0001914,regulation of T cell mediated cytotoxicity,25,5,0.59,133,2.5e-4,2.5e-4,1,"AGER,B2M,CEACAM1,IL12A,RIPK3"
GO:0030449,regulation of complement activation,54,7,1.26,135,2.5e-4,2.5e-4,1,"C2,C3,C4A,CFB,CLU,SERPING1,SUSD4"
GO:0060706,cell differentiation involved in embryonic placenta development,26,5,0.61,142,3e-4,3e-4,1,"GJB5,KRT19,KRT8,SOCS3,SPINT2"
GO:0035456,response to interferon-beta,26,5,0.61,143,3e-4,3e-4,1,"BST2,IFI16,IFITM1,IFITM2,IFITM3"
GO:0008544,epidermis development,367,30,8.59,17,3.1e-4,2.9e-9,1,"ANXA1,AQP3,BMP4,CALML5,CDSN,CRABP2,CST6,EVPLL,FLG,FST,GJB5,IGFBP5,KRT17,KRT18,KRT19,KRT23,KRT6A,KRT6C,KRT7,KRT8,KRT80,LAMA3,LAMB3,LGR5,REG3A,S100A7,SCEL,SPINK5,TGM1,TXNIP"
