GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0031145,anaphase-promoting complex-dependent catabolic process,80,20,2.01,1,5.5e-15,5.5e-15,3.538653890353255e-10,"ANAPC11,ANAPC15,AURKB,CDC20,FBXO5,PSMA4,PSMA6,PSMA7,PSMB10,PSMB7,PSMB9,PSMC1,PSMC3,PSMC5,PSMC6,PSME1,PSME2,PTTG1,UBE2C,UBE2E1"
GO:0002479,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",68,15,1.71,15,1e-10,1e-10,3.2169580821393226e-6,"B2M,PSMA4,PSMA6,PSMA7,PSMB10,PSMB7,PSMB9,PSMC1,PSMC3,PSMC5,PSMC6,PSME1,PSME2,SEC22B,TAP1"
GO:0006521,regulation of cellular amino acid metabolic process,62,13,1.56,28,3.5e-9,3.5e-9,7.506235524991753e-5,"COMT,PSMA4,PSMA6,PSMA7,PSMB10,PSMB7,PSMB9,PSMC1,PSMC3,PSMC5,PSMC6,PSME1,PSME2"
GO:0002223,stimulatory C-type lectin receptor signaling pathway,108,16,2.71,33,1.1e-8,1.1e-8,1.7693269451766273e-4,"HRAS,ICAM2,MUC16,MUC4,PSMA4,PSMA6,PSMA7,PSMB10,PSMB7,PSMB9,PSMC1,PSMC3,PSMC5,PSMC6,PSME1,PSME2"
GO:0033209,tumor necrosis factor-mediated signaling pathway,159,19,3.99,39,1.9e-8,1.9e-8,2.444888142425885e-4,"CD40,ILK,KRT18,PSMA4,PSMA6,PSMA7,PSMB10,PSMB7,PSMB9,PSMC1,PSMC3,PSMC5,PSMC6,PSME1,PSME2,TNF,TNFRSF11B,TNFRSF12A,TNFSF9"
GO:0070498,interleukin-1-mediated signaling pathway,100,15,2.51,44,2.8e-8,2.8e-8,3.002494209996701e-4,"IL6,MYD88,PSMA4,PSMA6,PSMA7,PSMB10,PSMB7,PSMB9,PSMC1,PSMC3,PSMC5,PSMC6,PSME1,PSME2,RBX1"
GO:0061418,regulation of transcription from RNA polymerase II promoter in response to hypoxia,75,13,1.88,47,4e-8,4e-8,3.6765235224449404e-4,"PSMA4,PSMA6,PSMA7,PSMB10,PSMB7,PSMB9,PSMC1,PSMC3,PSMC5,PSMC6,PSME1,PSME2,RBX1"
GO:0010972,negative regulation of G2/M transition of mitotic cell cycle,90,14,2.26,49,5e-8,5e-8,4.021197602674153e-4,"AURKB,PSMA4,PSMA6,PSMA7,PSMB10,PSMB7,PSMB9,PSMC1,PSMC3,PSMC5,PSMC6,PSME1,PSME2,RBX1"
GO:1902036,regulation of hematopoietic stem cell differentiation,71,12,1.78,60,1.8e-7,1.8e-7,0.001286783232855729,"PSMA4,PSMA6,PSMA7,PSMB10,PSMB7,PSMB9,PSMC1,PSMC3,PSMC5,PSMC6,PSME1,PSME2"
GO:0031146,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,93,13,2.33,71,5.4e-7,5.4e-7,0.0034743147287104683,"PSMA4,PSMA6,PSMA7,PSMB10,PSMB7,PSMB9,PSMC1,PSMC3,PSMC5,PSMC6,PSME1,PSME2,RBX1"
