GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0070125,mitochondrial translational elongation,86,15,2.12,4,2.6e-9,2.6e-9,9.9725700546319e-5,"MRPL13,MRPL14,MRPL20,MRPL21,MRPL32,MRPL39,MRPL40,MRPL46,MRPL47,MRPL50,MRPL9,MRPS18A,MRPS22,MRPS26,MRPS9"
GO:0070126,mitochondrial translational termination,87,15,2.15,5,3.1e-9,3.1e-9,9.9725700546319e-5,"MRPL13,MRPL14,MRPL20,MRPL21,MRPL32,MRPL39,MRPL40,MRPL46,MRPL47,MRPL50,MRPL9,MRPS18A,MRPS22,MRPS26,MRPS9"
GO:0006396,RNA processing,1129,64,27.85,1,1e-7,3e-10,0.002144638721426215,"BCAS2,CCNH,CSTF1,CSTF3,EMG1,EXOSC4,EXOSC5,EXOSC7,FASTK,FASTKD5,ISG20,LEO1,LSM1,LSM10,LSM7,MAGOH,METTL1,MRPS9,NGDN,NHP2,NOL11,NOP10,POLR2G,POLR3K,PQBP1,PRMT5,PUS3,QTRT1,RBM4,RPP21,SCARNA2,SCARNA3,SCNM1,SMN1,SNORA18,SNORA29,SNORA31,SNORA41,SNORA44,SNORA5C,SNORA6,SNORA62,SNORA66,SNORA70,SNORA71B,SNORA71D,SNORA78,SNORA81,SNORA84,SNORD104,SNORD12B,SNORD22,SNORD46,SNORD76,SNORD79,SNORD86,SNRPA1,SNRPG,THOC7,TPRKB,TRMT112,UBL5,WDR74,ZNHIT3"
GO:0006521,regulation of cellular amino acid metabolic process,62,9,1.53,25,2e-5,2e-5,0.28309231122826034,"MIR21,PSMA3,PSMA4,PSMA7,PSMB7,PSMC3,PSMC4,PSMD13,PSMD2"
GO:1904874,positive regulation of telomerase RNA localization to Cajal body,15,5,0.37,26,2.2e-5,2.2e-5,0.28309231122826034,"CCT7,NHP2,NOP10,RUVBL1,RUVBL2"
GO:0002479,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",68,9,1.68,29,4.2e-5,4.2e-5,0.45037413149950517,"PSMA3,PSMA4,PSMA7,PSMB7,PSMC3,PSMC4,PSMD13,PSMD2,TAP1"
GO:0006353,"DNA-templated transcription, termination",72,9,1.78,34,6.7e-5,6.7e-5,0.5290108846184663,"CCNH,CSTF1,CSTF3,LSM10,POLR3K,PRMT5,SMN1,SNRPG,ZNRD1"
GO:0000491,small nucleolar ribonucleoprotein complex assembly,10,4,0.25,37,6.8e-5,6.8e-5,0.5290108846184663,"RUVBL1,RUVBL2,TAF9,ZNHIT3"
GO:0006283,transcription-coupled nucleotide-excision repair,73,9,1.8,39,7.4e-5,7.4e-5,0.5290108846184663,"CCNH,COPS4,COPS5,COPS6,HMGN1,PCNA,POLD2,POLR2G,RPA2"
GO:0043928,exonucleolytic catabolism of deadenylated mRNA,33,6,0.81,46,1.4e-4,1.4e-4,0.9007482629990102,"EXOSC4,EXOSC5,EXOSC7,LSM1,LSM7,NT5C3B"
