GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0007094,mitotic spindle assembly checkpoint,34,7,0.86,12,1.8e-5,1.8e-5,1,"AURKB,BUB1,MAD2L1,MAD2L2,NDC80,PLK1,PSMG2"
GO:0007052,mitotic spindle organization,101,11,2.55,20,4.8e-5,4.8e-5,1,"AURKB,BIRC5,BORA,DCTN2,GPSM2,KIF23,NDC80,PLK1,PRC1,PSRC1,RHOA"
GO:1901687,glutathione derivative biosynthetic process,22,5,0.55,29,1.8e-4,1.8e-4,1,"AKR1A1,GSTA1,GSTA4,GSTM1,GSTT1"
GO:0034614,cellular response to reactive oxygen species,163,13,4.11,35,2.5e-4,2.5e-4,1,"ADPRHL2,ANKZF1,ANXA1,APEX1,BNIP3,CCNA2,CCS,MPV17,PDCD10,PRDX5,PYCR1,STK25,TRAF2"
GO:0051301,cell division,560,28,14.12,46,4.7e-4,4.7e-4,1,"AURKB,BIRC5,BORA,BUB1,CCNA1,CCNA2,CCNB2,CDCA3,CDK4,DYNLT1,GPSM2,HAUS4,KIF20A,KIF23,KIF2C,MAD2L1,MAD2L2,NDC80,OIP5,PLK1,PRC1,PSRC1,PTTG1,RHOA,RUVBL1,SPC24,TSG101,TUBB"
GO:0000132,establishment of mitotic spindle orientation,28,5,0.71,54,6e-4,6e-4,1,"DYNLT1,GPSM2,MAD2L1,NDC80,PLK1"
GO:0006221,pyrimidine nucleotide biosynthetic process,43,6,1.08,57,6.8e-4,6.8e-4,1,"AGPAT2,DTYMK,NME1,TAMM41,TBPL1,UPP1"
GO:0006890,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",85,8,2.14,72,0.00135,0.00135,1,"ARF5,COPZ1,ERGIC3,KDELR3,KIF23,KIF2C,TMED3,TMED9"
GO:0000338,protein deneddylation,10,3,0.25,77,0.00167,0.00167,1,"COPS6,COPS7B,GPS1"
GO:0000491,small nucleolar ribonucleoprotein complex assembly,10,3,0.25,78,0.00167,0.00167,1,"RUVBL1,TAF9,ZNHIT3"
GO:0051231,spindle elongation,10,3,0.25,79,0.00167,0.00167,1,"AURKB,KIF23,PRC1"
GO:2000678,negative regulation of transcription regulatory region DNA binding,21,4,0.53,80,0.00169,0.00169,1,"DDIT3,HEY1,MAD2L2,SRI"
GO:1904666,regulation of ubiquitin protein ligase activity,22,4,0.55,85,0.00203,0.00203,1,"MAD2L1,MAD2L2,PLK1,RPL23"
