GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0010499,proteasomal ubiquitin-independent protein catabolic process,23,10,0.58,2,7.6e-11,7.6e-11,4.88977628485177e-6,"PSMA1,PSMA3,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9"
GO:0033209,tumor necrosis factor-mediated signaling pathway,159,21,3.99,4,5.2e-10,5.2e-10,1.6728182027124476e-5,"CD40,ILK,LTB,NFKBIA,PSMA1,PSMA3,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSME2,SPPL2A,TNF,TNFRSF11B,TNFRSF12A,TNFRSF6B,TRAF2"
GO:0070125,mitochondrial translational elongation,86,15,2.16,9,3.3e-9,3.3e-9,5.6296766437438144e-5,"MRPL20,MRPL28,MRPL32,MRPL39,MRPL40,MRPL48,MRPS12,MRPS15,MRPS21,MRPS22,MRPS24,MRPS34,MRPS5,MRPS6,TUFM"
GO:0006521,regulation of cellular amino acid metabolic process,62,13,1.56,10,3.5e-9,3.5e-9,5.6296766437438144e-5,"OAZ2,PARK7,PSMA1,PSMA3,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSME2"
GO:0002479,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",68,13,1.71,15,1.2e-8,1.2e-8,1.5441398794268748e-4,"PSMA1,PSMA3,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSME2,TAP1,VAMP8"
GO:0070126,mitochondrial translational termination,87,14,2.18,26,3.2e-8,3.2e-8,3.4314219542819446e-4,"MRPL20,MRPL28,MRPL32,MRPL39,MRPL40,MRPL48,MRPS12,MRPS15,MRPS21,MRPS22,MRPS24,MRPS34,MRPS5,MRPS6"
GO:0061418,regulation of transcription from RNA polymerase II promoter in response to hypoxia,75,13,1.88,29,4e-8,4e-8,3.6765235224449404e-4,"EGLN3,PSMA1,PSMA3,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSME2,RBX1"
GO:0060071,"Wnt signaling pathway, planar cell polarity pathway",108,15,2.71,31,8e-8,8e-8,6.433916164278645e-4,"AP2S1,CTHRC1,DKK1,PSMA1,PSMA3,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSME2,RHOA"
GO:0038061,NIK/NF-kappaB signaling,178,19,4.47,35,1.2e-7,1.2e-7,8.578554885704859e-4,"IL23A,ILK,NFKBIA,PPP4C,PSMA1,PSMA3,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSME2,RHOA,TNF,TRAF2,TSPAN6"
GO:0090263,positive regulation of canonical Wnt signaling pathway,145,16,3.64,46,7.4e-7,7.4e-7,0.004761097961566197,"ILK,NLE1,PIN1,PSMA1,PSMA3,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSME2,RUVBL1,WLS"
GO:0070498,interleukin-1-mediated signaling pathway,100,13,2.51,50,1.3e-6,1.3e-6,0.007506235524991752,"NFKBIA,PSMA1,PSMA3,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSME2,RBX1"
GO:1902036,regulation of hematopoietic stem cell differentiation,71,11,1.78,52,1.4e-6,1.4e-6,0.007506235524991752,"PSMA1,PSMA3,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSME2"
GO:0010972,negative regulation of G2/M transition of mitotic cell cycle,90,12,2.26,65,2.5e-6,2.5e-6,0.012372915700535855,"PSMA1,PSMA3,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSME2,RBX1"
GO:0031146,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,93,12,2.33,69,3.5e-6,3.5e-6,0.016084790410696614,"PSMA1,PSMA3,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSME2,RBX1"
