GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0031145,anaphase-promoting complex-dependent catabolic process,80,20,2.02,14,6.3e-15,6.3e-15,4.0533671834955463e-10,"ANAPC11,ANAPC15,AURKB,CCNB1,CDC20,CDK1,MAD2L1,PLK1,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMD14,PSME2,PTTG1,UBE2C"
GO:0051301,cell division,560,49,14.15,18,4.8e-13,2.8e-14,1.5441398794268747e-8,"ANAPC11,ANAPC15,ANXA11,AURKB,BIRC5,BUB1,CCNA2,CCNB1,CCNB2,CCND3,CCNE2,CDC123,CDC20,CDCA3,CDCA5,CDCA8,CDK1,CENPW,CIB1,CKS1B,CKS2,DYNLT1,FAM83D,GPSM2,HAUS4,HAUS7,HAUS8,KIF20A,KIF23,KIF2C,MAD2L1,NDC80,NUP37,NUSAP1,OIP5,PIN1,PLK1,PRC1,PSRC1,PTTG1,RHOA,RUVBL1,SPC24,TACC3,TPX2,TUBB,UBE2C,WNT7A,ZWINT"
GO:0032981,mitochondrial respiratory chain complex I assembly,55,15,1.39,24,4e-12,4e-12,8.578554885704861e-8,"NDUFA1,NDUFA2,NDUFA8,NDUFAB1,NDUFB10,NDUFB2,NDUFB7,NDUFB8,NDUFB9,NDUFS7,NDUFS8,NDUFV1,NDUFV2,TAZ,TIMM21"
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",47,14,1.19,27,5.6e-12,5.6e-12,9.007482629990104e-8,"NDUFA1,NDUFA2,NDUFA8,NDUFAB1,NDUFB10,NDUFB2,NDUFB7,NDUFB8,NDUFB9,NDUFS7,NDUFS8,NDUFV1,NDUFV2,PARK7"
GO:1902600,proton transmembrane transport,134,19,3.39,46,1.2e-9,1.2e-9,1.5441398794268746e-5,"COX17,COX4I1,COX5A,COX6A1,COX7A2,COX7A2L,COX7B,COX7C,COX8A,COX8C,CYB5A,CYC1,NDUFS7,PARK7,SLC2A8,STOML2,SURF1,TMSB4X,UCP2"
GO:0070125,mitochondrial translational elongation,86,14,2.17,70,3e-8,3e-8,3.2169580821393224e-4,"AURKAIP1,MRPL13,MRPL20,MRPL21,MRPL27,MRPL33,MRPL37,MRPL48,MRPL51,MRPS12,MRPS15,MRPS24,MRPS34,MRPS6"
GO:0070126,mitochondrial translational termination,87,14,2.2,72,3.5e-8,3.5e-8,3.216958082139323e-4,"AURKAIP1,MRPL13,MRPL20,MRPL21,MRPL27,MRPL33,MRPL37,MRPL48,MRPL51,MRPS12,MRPS15,MRPS24,MRPS34,MRPS6"
GO:0010499,proteasomal ubiquitin-independent protein catabolic process,23,8,0.58,75,5.5e-8,5.5e-8,4.217789485471556e-4,"PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6"
GO:0006123,"mitochondrial electron transport, cytochrome c to oxygen",16,7,0.4,78,5.9e-8,5.9e-8,4.217789485471556e-4,"COX4I1,COX5A,COX6A1,COX7A2L,COX7B,COX7C,COX8A"
GO:0006521,regulation of cellular amino acid metabolic process,62,11,1.57,95,3.8e-7,3.8e-7,0.002339605877919507,"PARK7,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMD14,PSME2"
GO:0010972,negative regulation of G2/M transition of mitotic cell cycle,90,13,2.27,97,4e-7,4e-7,0.002339605877919507,"AURKB,CDK1,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMD14,PSME2,RBX1"
GO:1904874,positive regulation of telomerase RNA localization to Cajal body,15,6,0.38,113,1e-6,1e-6,0.005361596803565538,"CCT7,CCT8,NHP2,RUVBL1,RUVBL2,TCP1"
GO:0009200,deoxyribonucleoside triphosphate metabolic process,17,6,0.43,128,2.5e-6,2.5e-6,0.012372915700535855,"ADA,DCTPP1,DTYMK,GUK1,NUDT1,TYMS"
GO:0061418,regulation of transcription from RNA polymerase II promoter in response to hypoxia,75,11,1.9,130,2.7e-6,2.7e-6,0.012408266888251673,"PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMD14,PSME2,RBX1"
GO:0060071,"Wnt signaling pathway, planar cell polarity pathway",108,13,2.73,135,3.3e-6,3.3e-6,0.014154615561413019,"AP2S1,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMD14,PSME2,RHOA,WNT7A"
GO:0033617,mitochondrial cytochrome c oxidase assembly,19,6,0.48,144,5.2e-6,5.2e-6,0.020910227533905597,"COA3,COA4,COX17,PET100,SURF1,TIMM21"
GO:0002479,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",68,10,1.72,150,7.5e-6,7.5e-6,0.028384924254170496,"PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMD14,PSME2"
GO:0000184,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",119,13,3.01,153,9.8e-6,9.8e-6,0.03502909911662817,"EIF3E,EIF4A3,PPP2R1A,RPL13A,RPL17,RPL21,RPL23,RPL26,RPL29,RPLP2,RPS21,RPS6,RPSA"
GO:1902036,regulation of hematopoietic stem cell differentiation,71,10,1.79,156,1.1e-5,1.1e-5,0.037248988319507945,"PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMD14,PSME2"
GO:0016579,protein deubiquitination,267,20,6.75,171,1.6e-5,1.6e-5,0.05147132931422916,"ACTB,ACTL6A,CCNA2,CDC20,CDK1,EIF3F,NEDD8,PARK7,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMD14,PSME2,RHOA,RUVBL1"
GO:0002223,stimulatory C-type lectin receptor signaling pathway,108,12,2.73,176,1.8e-5,1.8e-5,0.0551478528366741,"HRAS,MUC1,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMD14,PSME2"
GO:0046686,response to cadmium ion,61,9,1.54,179,2.1e-5,2.1e-5,0.06141465429538706,"CDK1,CYB5A,DTYMK,FOS,MT1E,MT2A,NUDT1,PCNA,SOD1"
GO:0031146,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,93,11,2.35,180,2.2e-5,2.2e-5,0.061541806788752255,"PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMD14,PSME2,RBX1"
GO:0070498,interleukin-1-mediated signaling pathway,100,11,2.53,196,4.4e-5,4.4e-5,0.11795512967844182,"PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMD14,PSME2,RBX1"
GO:0032201,telomere maintenance via semi-conservative replication,27,6,0.68,197,4.7e-5,4.7e-5,0.11877999072514421,"FEN1,PCNA,POLD2,POLE4,PRIM1,RFC4"
GO:0006271,DNA strand elongation involved in DNA replication,17,5,0.43,198,4.8e-5,4.8e-5,0.11877999072514421,"GINS2,MCM7,PCNA,POLD2,RFC4"
GO:0090307,mitotic spindle assembly,54,8,1.36,205,5.8e-5,5.8e-5,0.13821005093635608,"AURKB,BIRC5,CDC20,DRG1,KIF23,PLK1,RHOA,TPX2"
GO:0042775,mitochondrial ATP synthesis coupled electron transport,81,26,2.05,2,7e-5,4.3e-22,0.15079491010028073,"CCNB1,CDK1,COX4I1,COX5A,COX6A1,COX7A2L,COX7B,COX7C,COX8A,CYC1,NDUFA1,NDUFA2,NDUFA8,NDUFAB1,NDUFB10,NDUFB2,NDUFB7,NDUFB8,NDUFB9,NDUFS7,NDUFS8,NDUFV1,NDUFV2,PARK7,SDHD,TAZ"
GO:1903862,positive regulation of oxidative phosphorylation,10,4,0.25,213,7.5e-5,7.5e-5,0.15079491010028073,"CCNB1,CDK1,PARK7,PGK1"
GO:1904867,protein localization to Cajal body,10,4,0.25,214,7.5e-5,7.5e-5,0.15079491010028073,"CCT7,CCT8,TCP1,WRAP53"
GO:1904851,positive regulation of establishment of protein localization to telomere,10,4,0.25,215,7.5e-5,7.5e-5,0.15079491010028073,"CCT7,CCT8,TCP1,WRAP53"
GO:0051231,spindle elongation,10,4,0.25,216,7.5e-5,7.5e-5,0.15079491010028073,"AURKB,KIF23,PPP2R1A,PRC1"
GO:0090263,positive regulation of canonical Wnt signaling pathway,145,13,3.66,219,8e-5,8e-5,0.15597372519463384,"CAV1,PIN1,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMD14,PSME2,RUVBL1"
GO:0043687,post-translational protein modification,354,22,8.94,226,1e-4,1e-4,0.18923282836113664,"APOA1,COMMD1,COPS6,CP,GPS1,LGALS1,MSLN,NEDD8,PDIA6,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMD14,PSME2,RBBP7,RBX1,TIMP1"
GO:0090090,negative regulation of canonical Wnt signaling pathway,171,14,4.32,233,1.2e-4,1.2e-4,0.2144638721426215,"CAV1,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMD14,PSME2,RBX1,RUVBL2,WNT5B"
GO:0038095,Fc-epsilon receptor signaling pathway,111,11,2.8,234,1.2e-4,1.2e-4,0.2144638721426215,"FOS,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMD14,PSME2"
GO:0006614,SRP-dependent cotranslational protein targeting to membrane,94,10,2.38,237,1.3e-4,1.3e-4,0.22605651388006048,"RPL13A,RPL17,RPL21,RPL23,RPL26,RPL29,RPLP2,RPS21,RPS6,RPSA"
GO:0019083,viral transcription,174,14,4.4,243,1.4e-4,1.4e-4,0.2370390165786869,"IFITM3,NUP37,POLR2G,POLR2H,RPL13A,RPL17,RPL21,RPL23,RPL26,RPL29,RPLP2,RPS21,RPS6,RPSA"
GO:0009060,aerobic respiration,79,15,2,44,1.6e-4,1e-9,0.2639555349447649,"ADSL,BLOC1S1,COX4I1,COX5A,COX6A1,COX7A2L,COX7B,COX7C,COX8A,MDH1,NDUFS7,NDUFS8,PDHB,SDHD,SURF1"
GO:0007077,mitotic nuclear envelope disassembly,12,4,0.3,251,1.7e-4,1.7e-4,0.2734414369818424,"CCNB1,CCNB2,CDK1,PLK1"
GO:0016032,viral process,798,48,20.16,66,1.8e-4,2.2e-8,0.28246461209028195,"AP1M2,AP2S1,BUB1,C1QBP,CAV1,CCNA2,CDK1,CFI,COPS6,CTSB,DYNLT1,EIF3F,EIF4A1,FDPS,IFITM1,IFITM3,KRT19,KRT7,LGALS1,NUP37,PCNA,PLSCR1,POLR2G,POLR2H,PPIB,PSMA3,PSMA4,PSMB1,PSMB3,PSMB5,PSMB6,RANBP1,RBX1,RHOA,RPL13A,RPL17,RPL21,RPL23,RPL26,RPL29,RPLP2,RPS21,RPS6,RPSA,SIVA1,SLC25A5,VDAC1,VPS28"
GO:0090068,positive regulation of cell cycle process,287,23,7.25,114,2.3e-4,1.2e-6,0.35233350423430676,"ANAPC11,ANXA1,AURKB,CCNB1,CCND3,CDC45,CDCA5,CDK1,DDRGK1,FAM83D,FEN1,GPSM2,KIF23,MAD2L1,MUC1,NDC80,NUSAP1,PCNA,RANBP1,RHOA,RPL23,RPL26,UBE2C"
GO:0009162,deoxyribonucleoside monophosphate metabolic process,13,4,0.33,270,2.4e-4,2.4e-4,0.35910229754113365,"DNPH1,GUK1,TK1,TYMS"
GO:0060236,regulation of mitotic spindle organization,37,6,0.93,276,3e-4,3e-4,0.43867610210990754,"DRG1,GPSM2,PLK1,PSRC1,TACC3,TPX2"
GO:0090266,regulation of mitotic cell cycle spindle assembly checkpoint,14,4,0.35,284,3.3e-4,3.3e-4,0.4718205187137673,"ANAPC15,CCNB1,MAD2L1,NDC80"
GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity,99,13,2.5,116,3.5e-4,1.2e-6,0.47912141648883527,"ACTB,CCNA2,CCNB1,CCNB2,CCND3,CCNE2,CDKN2A,CDKN3,CKS1B,CKS2,PKMYT1,PLK1,PSRC1"
GO:0034080,CENP-A containing nucleosome assembly,25,5,0.63,290,3.5e-4,3.5e-4,0.47912141648883527,"CENPM,CENPW,OIP5,RBBP7,RUVBL1"
GO:0018158,protein oxidation,15,4,0.38,299,4.4e-4,4.4e-4,0.5897756483922092,"APOA1,CHCHD4,GPX1,PARK7"
GO:0006283,transcription-coupled nucleotide-excision repair,73,8,1.84,309,5e-4,5e-4,0.6562594487564218,"COPS6,GPS1,PCNA,POLD2,POLR2G,POLR2H,RBX1,RFC4"
GO:0015949,nucleobase-containing small molecule interconversion,27,5,0.68,311,5.1e-4,5.1e-4,0.6562594487564218,"DTYMK,GUK1,NME1,RRM1,TYMS"
GO:0097711,ciliary basal body-plasma membrane docking,92,9,2.32,313,5.3e-4,5.3e-4,0.6686226602093494,"B9D2,CDK1,HAUS4,HAUS7,HAUS8,PLK1,PPP2R1A,TUBB,TUBG1"
GO:0038061,NIK/NF-kappaB signaling,178,13,4.5,319,6.1e-4,6.1e-4,0.7405073321150893,"CD14,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMD14,PSME2,RHOA,TMSB4X"
GO:0000132,establishment of mitotic spindle orientation,28,5,0.71,322,6.1e-4,6.1e-4,0.7405073321150893,"DYNLT1,GPSM2,MAD2L1,NDC80,PLK1"
GO:0050852,T cell receptor signaling pathway,179,13,4.52,326,6.4e-4,6.4e-4,0.7625382120626543,"ADA,HRAS,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMD14,PSME2,STOML2"
GO:0007080,mitotic metaphase plate congression,43,6,1.09,331,6.9e-4,6.9e-4,0.80716402788223,"CCNB1,CDCA5,CDCA8,KIF2C,NDC80,PSRC1"
GO:0045737,positive regulation of cyclin-dependent protein serine/threonine kinase activity,29,5,0.73,332,7.2e-4,7.2e-4,0.8208789588907236,"CCNB1,CCND3,CKS1B,CKS2,PSRC1"
GO:0033209,tumor necrosis factor-mediated signaling pathway,159,12,4.02,333,7.3e-4,7.3e-4,0.8208789588907236,"APOA1,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMD14,PSME2,TMSB4X"
GO:0043968,histone H2A acetylation,17,4,0.43,335,7.4e-4,7.4e-4,0.8208789588907236,"ACTL6A,RUVBL1,RUVBL2,YEATS4"
GO:0010389,regulation of G2/M transition of mitotic cell cycle,192,22,4.85,54,0.00093000000000000005,3.5e-9,1,"AURKB,CCNB1,CDK1,HAUS4,HAUS7,HAUS8,PLK1,PPP2R1A,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB3,PSMB5,PSMB6,PSMD14,PSME2,RBX1,TPX2,TUBB,TUBG1"
GO:0009144,purine nucleoside triphosphate metabolic process,58,9,1.47,165,9.6e-4,1.4e-5,1,"ADA,CYC1,GUK1,NME1,NUDT1,RHOA,STOML2,TAZ,TMSB4X"
GO:0043312,neutrophil degranulation,472,24,11.93,345,9.7e-4,9.7e-4,1,"AGPAT2,ANXA3,ARPC5,ATP6AP2,CAPN1,CCT8,CD14,CD47,CSTB,CTSB,DYNLT1,FOLR3,GGH,GSDMD,LAMTOR1,LAMTOR2,PGAM1,PGM1,PRDX4,PSMB1,PSMD14,RHOA,S100A11,TUBB"
GO:0042744,hydrogen peroxide catabolic process,32,5,0.81,354,0.00115,0.00115,1,"GPX1,GPX3,PRDX2,PRDX4,PRDX5"
GO:0051225,spindle assembly,102,14,2.58,93,0.00116,2.7e-7,1,"AURKB,BIRC5,CDC20,CENPW,DRG1,GPSM2,HAUS4,HAUS7,HAUS8,KIF23,PLK1,RHOA,TPX2,TUBB"
GO:0006275,regulation of DNA replication,103,9,2.6,356,0.00119,0.00119,1,"CCNA2,CDK1,GMNN,HRAS,PCNA,PPP2R1A,RFC4,S100A11,STOML2"
GO:0043928,exonucleolytic catabolism of deadenylated mRNA,33,5,0.83,363,0.00133,0.00133,1,"DCPS,LSM2,LSM3,LSM7,WDR61"
GO:0007094,mitotic spindle assembly checkpoint,34,8,0.86,119,0.00137,1.6e-6,1,"ANAPC15,AURKB,BUB1,CCNB1,CDC20,MAD2L1,NDC80,PLK1"
GO:0032508,DNA duplex unwinding,106,9,2.68,372,0.00146,0.00146,1,"ANXA1,CDC45,GINS2,MCM7,PIF1,RBX1,RFC4,RUVBL1,RUVBL2"
GO:0042989,sequestering of actin monomers,10,3,0.25,385,0.00168,0.00168,1,"TMSB15A,TMSB15B,TMSB4X"
GO:0009151,purine deoxyribonucleotide metabolic process,10,3,0.25,386,0.00168,0.00168,1,"ADA,GUK1,NUDT1"
GO:1901992,positive regulation of mitotic cell cycle phase transition,88,8,2.22,390,0.00171,0.00171,1,"ANAPC11,ANXA1,CCNB1,CCND3,CDC45,CDCA5,CDK1,UBE2C"
GO:0007568,aging,305,17,7.71,399,0.00202,0.00202,1,"ADA,ASS1,AURKB,CDK1,CDKN2A,EEF1E1,FOS,HRAS,KCNE2,MMP7,NUDT1,ROMO1,RPN2,SERPING1,SOD1,TIMP1,TYMS"
GO:0006413,translational initiation,190,15,4.8,225,0.00205,1e-4,1,"CDC123,EIF3E,EIF3F,EIF4A1,POLR2G,RPL13A,RPL17,RPL21,RPL23,RPL26,RPL29,RPLP2,RPS21,RPS6,RPSA"
GO:0000082,G1/S transition of mitotic cell cycle,266,19,6.72,201,0.0022,4.9e-5,1,"ANXA1,CCNB1,CCND3,CCNE2,CDC45,CDK1,CDKN2A,CDKN3,GMNN,MCM7,MUC1,PCNA,POLE4,PRIM1,PSME2,RPL26,RPS6,TMEM14B,TYMS"
GO:0031100,animal organ regeneration,72,7,1.82,406,0.00224,0.00224,1,"ANXA3,APOA1,CCNA2,CDK1,HFE,PCNA,TYMS"
GO:0006270,DNA replication initiation,37,5,0.93,407,0.00225,0.00225,1,"CCNE2,CDC45,MCM7,POLE4,PRIM1"
GO:0000727,double-strand break repair via break-induced replication,11,3,0.28,410,0.00227,0.00227,1,"CDC45,GINS2,MCM7"
GO:0043388,positive regulation of DNA binding,55,6,1.39,418,0.00256,0.00256,1,"CDCA5,DDRGK1,EDF1,HMGB2,NME1,PARK7"
GO:0098869,cellular oxidant detoxification,95,8,2.4,423,0.00278,0.00278,1,"GPX1,GPX3,GSTO1,PARK7,PRDX2,PRDX4,PRDX5,SOD1"
GO:0032506,cytokinetic process,39,5,0.99,426,0.00285,0.00285,1,"ANXA11,AURKB,KIF20A,KIF23,RHOA"
GO:0043628,ncRNA 3'-end processing,39,5,0.99,427,0.00285,0.00285,1,"CT45A1,CT45A2,CT45A6,POLR3K,RPS21"
GO:0046718,viral entry into host cell,117,9,2.96,428,0.00288,0.00288,1,"CAV1,CDK1,CTSB,DYNLT1,IFITM1,IFITM3,LGALS1,RPSA,SIVA1"
GO:0034614,cellular response to reactive oxygen species,163,11,4.12,429,0.00291,0.00291,1,"ANXA1,CCNA2,CDK1,FOS,PARK7,PCNA,PDCD10,PRDX2,PRDX5,ROMO1,SOD1"
GO:1904668,positive regulation of ubiquitin protein ligase activity,12,3,0.3,430,0.00297,0.00297,1,"CDC20,PLK1,UBE2C"
GO:0009265,2'-deoxyribonucleotide biosynthetic process,12,3,0.3,431,0.00297,0.00297,1,"DTYMK,GUK1,TYMS"
GO:2001252,positive regulation of chromosome organization,164,11,4.14,434,0.00305,0.00305,1,"ANAPC11,AURKB,CCNB1,CCT7,CCT8,FEN1,MUC1,PHF19,RUVBL2,TCP1,WDR61"
GO:0000387,spliceosomal snRNP assembly,40,5,1.01,435,0.00319,0.00319,1,"RNU6ATAC,SNRPC,SNRPD2,SNRPG,SNUPN"
GO:0046677,response to antibiotic,319,17,8.06,437,0.00321,0.00321,1,"ADA,ALPL,ANXA1,CD14,CDK1,CRIP1,GGH,GPX1,PARK7,PCNA,PDCD10,PSMD14,RHOA,RPL23,SOD1,TYMS,UROS"
GO:0051604,protein maturation,267,15,6.75,439,0.00336,0.00336,1,"ATP6AP2,CHCHD4,DHCR24,DHPS,ECE2,FKBP1A,KLK13,KLK6,MAGEF1,NDUFAB1,PGK1,PLGRKT,PRDX4,SPON1,STOML2"
GO:0051306,mitotic sister chromatid separation,60,12,1.52,68,0.00364,2.7e-8,1,"ANAPC11,ANAPC15,AURKB,BUB1,CCNB1,CDC20,MAD2L1,NDC80,PLK1,PPP2R1A,PTTG1,TACC3"
GO:1901070,guanosine-containing compound biosynthetic process,13,3,0.33,446,0.00379,0.00379,1,"GMPS,GUK1,NME1"
GO:0009143,nucleoside triphosphate catabolic process,13,3,0.33,447,0.00379,0.00379,1,"ADA,DCTPP1,NUDT1"
GO:0034644,cellular response to UV,79,7,2,448,0.0038,0.0038,1,"AURKB,C9orf116,CRIP1,PBK,PCNA,RPL26,RUVBL2"
GO:0002181,cytoplasmic translation,94,10,2.38,238,0.00416,1.3e-4,1,"DRG1,EIF3E,EIF3F,EIF4A1,RPL13A,RPL17,RPL26,RPL29,RPS21,RPSA"
