GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0060337,type I interferon signaling pathway,88,15,2.2,1,4.4e-9,4.4e-9,2.830923112282604e-4,"BST2,EGR1,GBP2,IFI27,IFI35,IFI6,IFITM1,IFITM2,IFITM3,ISG15,MX1,OAS1,OAS2,OASL,PSMB8"
GO:0090383,phagosome acidification,28,8,0.7,10,2.9e-7,2.9e-7,0.009329178438204034,"ATP6V0D1,ATP6V0E1,ATP6V1B1,ATP6V1E1,ATP6V1F,ATP6V1H,RAB20,RAB39A"
GO:0045071,negative regulation of viral genome replication,55,10,1.38,14,9.3e-7,9.3e-7,0.0199451401092638,"BST2,IFITM1,IFITM2,IFITM3,ISG15,MX1,OAS1,OASL,SLPI,TNF"
GO:0000727,double-strand break repair via break-induced replication,11,5,0.28,21,3.9e-6,3.9e-6,0.06273068260171678,"CDC45,GINS2,MCM2,MCM3,MCM7"
GO:0051607,defense response to virus,228,19,5.71,24,4.9e-6,4.9e-6,0.06305237840993072,"BST2,C1QBP,EXOSC4,IFI27,IFI6,IFITM1,IFITM2,IFITM3,ISG15,MX1,OAS1,OAS2,OASL,POLR3K,PQBP1,PYCARD,RTP4,TARBP2,TRIM22"
GO:1904874,positive regulation of telomerase RNA localization to Cajal body,15,5,0.38,30,2.3e-5,2.3e-5,0.24663345296401473,"CCT7,CCT8,NOP10,RUVBL2,TCP1"
GO:1902600,proton transmembrane transport,134,13,3.35,32,3.2e-5,3.2e-5,0.29412188179559523,"ATP6V0D1,ATP6V0E1,ATP6V1B1,ATP6V1E1,ATP6V1F,ATP6V1H,COX6A1,CYB5A,CYC1,MFSD3,PARK7,PHB2,STOML2"
GO:0070125,mitochondrial translational elongation,86,10,2.15,40,5.6e-5,5.6e-5,0.44322533576141776,"MRPL18,MRPL20,MRPL21,MRPL27,MRPL32,MRPL50,MRPL9,MRPS21,MRPS24,MRPS26"
GO:0070126,mitochondrial translational termination,87,10,2.18,42,6.2e-5,6.2e-5,0.44322533576141776,"MRPL18,MRPL20,MRPL21,MRPL27,MRPL32,MRPL50,MRPL9,MRPS21,MRPS24,MRPS26"
GO:0098869,cellular oxidant detoxification,95,10,2.38,56,1.3e-4,1.3e-4,0.8042395205348306,"APOE,GPX1,GPX3,GSTO1,HBA1,HBA2,PARK7,PRDX4,SOD1,TNF"
GO:0043312,neutrophil degranulation,472,26,11.81,59,1.5e-4,1.5e-4,0.8042395205348306,"ANXA3,APRT,BST2,CCT8,CD14,CTSH,CXCL1,FOLR3,FUCA1,GLA,GRN,GSDMD,IDH1,MVP,NIT2,NPC2,PGM1,PLAUR,PRCP,PRDX4,PSMD6,PYCARD,S100A11,SLPI,TUBB4B,VAMP8"
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",47,7,1.18,60,1.5e-4,1.5e-4,0.8042395205348306,"NDUFA1,NDUFA7,NDUFB2,NDUFB8,NDUFS3,NDUFV2,PARK7"
GO:0033572,transferrin transport,36,6,0.9,74,2.4e-4,2.4e-4,1,"ATP6V0D1,ATP6V0E1,ATP6V1B1,ATP6V1E1,ATP6V1F,ATP6V1H"
GO:0006790,sulfur compound metabolic process,358,21,8.96,77,2.8e-4,2.8e-4,1,"ACOT7,ACOT8,CHST4,DBI,ELOVL3,ESD,FMOD,GGCT,GPX1,GSTO1,IDH1,PARK7,PDHB,PDZD11,PPCS,SLC35B2,SOD1,SULT2B1,SUOX,TKTL1,TSTD1"
