GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0060337,type I interferon signaling pathway,88,14,2.17,24,2.9e-8,2.9e-8,0.0013189528136771224,"BST2,GBP2,IFI27,IFI6,IFITM1,IFITM3,IRF9,ISG15,ISG20,MX1,OAS1,OAS2,OASL,PSMB8"
GO:0051607,defense response to virus,228,22,5.61,27,5.1e-8,5.1e-8,0.0013189528136771224,"APOBEC3B,APOBEC3C,APOBEC3G,BST2,CD40,CXCL10,DDIT4,IFI27,IFI6,IFITM1,IFITM3,IL23A,IRF9,ISG15,ISG20,MX1,OAS1,OAS2,OASL,PYCARD,RTP4,TRIM22"
GO:0045071,negative regulation of viral genome replication,55,11,1.35,30,7.9e-8,7.9e-8,0.0013189528136771224,"APOBEC3C,APOBEC3G,BST2,IFITM1,IFITM3,ISG15,ISG20,MX1,OAS1,OASL,TNF"
GO:0009200,deoxyribonucleoside triphosphate metabolic process,17,7,0.42,31,8.2e-8,8.2e-8,0.0013189528136771224,"CMPK2,DCTPP1,DTYMK,GUK1,NUDT1,TBPL1,TYMS"
GO:0033209,tumor necrosis factor-mediated signaling pathway,159,17,3.91,43,4e-7,4e-7,0.005147132931422916,"CARD16,CASP1,CASP4,CD40,LTB,NFKBIA,PSMB10,PSMB8,PSMB9,PSMC6,PSME2,PYCARD,TMSB4X,TNF,TNFRSF11B,TNFRSF14,TNFRSF6B"
GO:0010273,detoxification of copper ion,14,6,0.34,47,5.4e-7,5.4e-7,0.005790524547850781,"MT1F,MT1G,MT1M,MT1X,MT2A,PARK7"
GO:0031145,anaphase-promoting complex-dependent catabolic process,80,11,1.97,73,4e-6,4e-6,0.036765235224449404,"ANAPC11,ANAPC15,AURKB,CDK1,MAD2L1,PSMB10,PSMB8,PSMB9,PSMC6,PSME2,PTTG1"
GO:0009265,2'-deoxyribonucleotide biosynthetic process,12,5,0.3,79,6e-6,6e-6,0.04825437123208984,"CMPK2,DTYMK,GUK1,TBPL1,TYMS"
GO:0071222,cellular response to lipopolysaccharide,201,17,4.95,91,1e-5,1e-5,0.07077307780706509,"ASS1,CARD16,CASP1,CCL2,CMPK2,CXCL1,CXCL10,CXCL11,CXCL2,CXCL3,HMGB2,ICAM1,NFKBIA,NLRP7,PRDX2,PYCARD,TNF"
GO:0060333,interferon-gamma-mediated signaling pathway,73,10,1.8,93,1.1e-5,1.1e-5,0.07077307780706509,"GBP2,ICAM1,IFI30,IRF9,MT2A,OAS1,OAS2,OASL,TRIM21,TRIM22"
GO:0043312,neutrophil degranulation,472,28,11.61,104,1.7e-5,1.7e-5,0.09943324981157906,"ANXA3,ATP6AP2,BST2,CAPN1,CD47,CD58,COMMD3,CSNK2B,CSTB,CTSB,CXCL1,CYSTM1,DERA,DYNLL1,FABP5,GGH,GLA,GSDMD,LAMTOR2,NIT2,NPC2,PLAUR,PYCARD,QPCT,RAB24,RHOG,SERPINA3,VAMP8"
GO:0045926,negative regulation of growth,241,18,5.93,120,3.1e-5,3.1e-5,0.1534241546866446,"APBB1,BST2,CDKN2A,CRYAB,FHL1,GDF15,ING4,INHBA,MT1F,MT1G,MT1M,MT1X,MT2A,PPT1,PSRC1,RBP4,SERPINE2,SESN2"
