GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0010803,regulation of tumor necrosis factor-mediated signaling pathway,54,10,1.35,11,7.6e-7,7.6e-7,0.048897762848517705,"CARD16,CASP4,CPNE1,GPS2,NOL3,PYCARD,SPPL2A,TNF,TRADD,TRAF2"
GO:0036499,PERK-mediated unfolded protein response,20,6,0.5,19,6.7e-6,6.7e-6,0.2155361915033346,"ATF3,ATF4,CCL2,DDIT3,HERPUD1,PPP1R15A"
GO:0070059,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,58,9,1.45,23,1.2e-5,1.2e-5,0.2573566465711458,"ATF4,CASP4,CHAC1,DDIT3,HERPUD1,PPP1R15A,SERINC3,TRAF2,TRIB3"
GO:0051023,regulation of immunoglobulin secretion,17,5,0.42,41,4.6e-5,4.6e-5,0.7399003588920442,"CD40,IL6,RBP4,TNF,TRAF2"
GO:0006919,activation of cysteine-type endopeptidase activity involved in apoptotic process,82,9,2.05,72,2e-4,2e-4,1,"CASP4,CTSH,DAP,LCK,MUL1,PYCARD,TNF,TRADD,TRAF2"
GO:0010875,positive regulation of cholesterol efflux,16,4,0.4,95,5.5e-4,5.5e-4,1,"APOE,GPS2,NFKBIA,PLTP"
GO:0000302,response to reactive oxygen species,225,15,5.62,96,5.5e-4,5.5e-4,1,"ADPRHL2,ANKZF1,APOE,AREG,CCS,CRYAB,DPEP1,EDN1,IL6,MPV17,S100A7,SESN2,TNF,TRAF2,TXNIP"
GO:0002456,T cell mediated immunity,97,9,2.42,106,7.1e-4,7.1e-4,1,"CD70,CTSH,ICAM1,IL23A,IL6,RAET1L,TRAF2,ULBP2,ZP3"
GO:0052548,regulation of endopeptidase activity,406,32,10.14,3,8.1e-4,1e-8,1,"ARL6IP5,BIRC7,CARD16,CASP4,CRYAB,CTSD,CTSH,DAP,DPEP1,EFNA1,FIS1,GSN,HDAC1,HERPUD1,IGBP1,LCK,LXN,MUL1,NLRP7,NOL3,PCSK1N,PI3,PYCARD,SERPINA3,SERPINA5,SERPINF1,SPINT1,TBC1D10A,TNF,TRADD,TRAF2,WNT9A"
GO:0010506,regulation of autophagy,315,18,7.86,117,0.001,0.001,1,"ATP6V0E1,ATP6V1H,DAP,DDIT3,GBA,HSPB8,MUL1,NUPR1,PLEKHF1,PRKAG1,PYCARD,RRAGA,SESN2,TMEM150A,TRIB3,TRIM21,TRIM22,ULK3"
GO:0043154,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,83,8,2.07,119,0.00109,0.00109,1,"BIRC7,CARD16,CRYAB,DPEP1,HERPUD1,IGBP1,NOL3,WNT9A"
GO:0046685,response to arsenic-containing substance,32,5,0.8,120,0.00109,0.00109,1,"ATF3,ATF4,SERPINF1,TNFRSF11B,ZFAND2A"
GO:0071356,cellular response to tumor necrosis factor,276,24,6.89,7,0.00116,1.2e-7,1,"CARD16,CASP4,CCL2,CCL20,CD40,CD70,CHI3L1,CPNE1,EDN1,GBA,GBP2,GPS2,ICAM1,ILK,LTB,NFKBIA,NOL3,PYCARD,SPPL2A,TNF,TNFRSF11B,TNFRSF14,TRADD,TRAF2"
GO:0031638,zymogen activation,50,6,1.25,128,0.00147,0.00147,1,"C1R,CTSH,HPN,PLAU,PYCARD,TBC1D10A"
