GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0043312,neutrophil degranulation,472,35,11.27,2,3.1e-9,3.1e-9,1.99451401092638e-4,"AGPAT2,ARPC5,BST2,CAPN1,CCT8,CDA,CEACAM6,CTSB,CTSD,CYSTM1,DERA,FOLR3,FUCA1,GGH,GLA,GSN,HSPA6,LAMTOR1,LGALS3,MVP,NPC2,OSTF1,PGAM1,PGM1,PLAU,PLAUR,PSMB1,PSMD14,QPCT,RHOA,S100A7,S100P,SERPINB6,TUBB,VAMP8"
GO:0033209,tumor necrosis factor-mediated signaling pathway,159,16,3.8,33,1.4e-6,1.4e-6,0.045037413149950516,"CARD16,CASP4,CD70,ILK,LTB,PSMA1,PSMA3,PSMB1,PSMB9,PSMC6,PSMD10,PSMD14,TNFRSF12A,TNFRSF18,TNFRSF6B,TRIM32"
GO:0016032,viral process,798,44,19.06,21,1.5e-5,2.1e-7,0.3216958082139323,"ACOT8,AP1M2,BNIP3,BST2,BUB1,CAV1,CCL2,CD74,CLDN1,COPS6,CTSB,EIF3F,GSN,GTF2B,HTATIP2,HYAL3,IL2RG,ISG20,ITGB6,KEAP1,KRT7,LCK,LGALS1,MX1,NELFE,NUP37,P4HB,PDCL3,POLR2K,PSMA3,PSMB1,PSMB9,RHOA,RPL21,TAP1,TARBP2,TRIM21,TRIM22,TRIM32,UBXN1,ULBP2,VAMP8,VIM,VPS29"
GO:0002479,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",68,9,1.62,60,3.3e-5,3.3e-5,0.4503741314995051,"PSMA1,PSMA3,PSMB1,PSMB9,PSMC6,PSMD10,PSMD14,TAP1,VAMP8"
GO:1902230,negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage,27,6,0.64,61,3.5e-5,3.5e-5,0.4503741314995051,"CD74,CDKN2D,SNAI2,TAF9,TPT1,TRIM32"
GO:0051231,spindle elongation,10,4,0.24,70,6e-5,6e-5,0.6433916164278646,"AURKB,KIF23,PPP2R1A,PRC1"
GO:0071346,cellular response to interferon-gamma,159,13,3.8,82,1.2e-4,1.2e-4,0.857855488570486,"CCL2,CCL20,CDC42EP2,CLDN1,EDN1,GBP2,GSN,IRF9,MT2A,RAB20,TRIM21,TRIM22,VIM"
GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,181,14,4.32,84,1.2e-4,1.2e-4,0.857855488570486,"BST2,CARD16,CCDC22,CD74,DDRGK1,LGALS1,PLK2,RHOA,S100A13,S100A4,TFG,TGM2,TRIM22,TRIM32"
GO:0031145,anaphase-promoting complex-dependent catabolic process,80,9,1.91,85,1.2e-4,1.2e-4,0.857855488570486,"AURKB,PLK1,PSMA1,PSMA3,PSMB1,PSMB9,PSMC6,PSMD10,PSMD14"
GO:0010499,proteasomal ubiquitin-independent protein catabolic process,23,5,0.55,101,1.8e-4,1.8e-4,1,"KEAP1,PSMA1,PSMA3,PSMB1,PSMB9"
GO:0071248,cellular response to metal ion,179,13,4.28,122,3.8e-4,3.8e-4,1,"AKR1C3,ANXA5,BNIP3,CLDN1,DPEP1,EDN1,FSTL3,GSN,HFE,MT1X,MT2A,SYT8,TSPO"
GO:0061418,regulation of transcription from RNA polymerase II promoter in response to hypoxia,75,8,1.79,123,4.1e-4,4.1e-4,1,"EGLN3,PSMA1,PSMA3,PSMB1,PSMB9,PSMC6,PSMD10,PSMD14"
GO:0032436,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,77,8,1.84,126,4.9e-4,4.9e-4,1,"CAV1,DDRGK1,GBA,KEAP1,PLK1,PLK2,PLK3,PSMD10"
GO:0046596,regulation of viral entry into host cell,29,5,0.69,131,5.6e-4,5.6e-4,1,"CD74,GSN,LGALS1,P4HB,TRIM21"
GO:0009617,response to bacterium,599,28,14.31,134,5.8e-4,5.8e-4,1,"ACP5,BNIP3,CARD16,CAV1,CCL2,CCL20,CLDN1,CMPK2,CXCL11,EDN1,GBP2,GJB2,GPX1,KRT6A,LY6G6C,LYG1,MAPKAPK3,MT2A,OCIAD2,PTGER2,REG3G,RHOA,ROMO1,S100A14,S100A7,TSPO,UPK1B,VIM"
GO:0030574,collagen catabolic process,44,6,1.05,135,5.9e-4,5.9e-4,1,"CTSB,CTSD,KLK6,MMP10,MMP7,PEPD"
GO:0042994,cytoplasmic sequestering of transcription factor,17,4,0.41,137,6e-4,6e-4,1,"CCDC22,KEAP1,PSMD10,SRI"
GO:0006521,regulation of cellular amino acid metabolic process,62,7,1.48,140,6.7e-4,6.7e-4,1,"PSMA1,PSMA3,PSMB1,PSMB9,PSMC6,PSMD10,PSMD14"
GO:0090263,positive regulation of canonical Wnt signaling pathway,145,11,3.46,145,7.3e-4,7.3e-4,1,"CAV1,GSKIP,ILK,PSMA1,PSMA3,PSMB1,PSMB9,PSMC6,PSMD10,PSMD14,ZBED2"
GO:2001238,positive regulation of extrinsic apoptotic signaling pathway,48,6,1.15,152,9.4e-4,9.4e-4,1,"ATF3,CAV1,DEDD2,MAL,PPP2R1A,TNFRSF12A"
GO:0000302,response to reactive oxygen species,225,14,5.37,155,0.00106,0.00106,1,"AKR1C3,AREG,BNIP3,DPEP1,DUSP1,EDN1,GPX1,HBA1,MB,PDCD10,PLK3,PRDX5,ROMO1,S100A7"
GO:1903524,positive regulation of blood circulation,67,7,1.6,156,0.00107,0.00107,1,"AVPR2,CAV1,EDN1,NMU,PTGER2,RGS2,RHOA"
GO:0052548,regulation of endopeptidase activity,406,24,9.7,64,0.00112,4.6e-5,1,"BST2,CARD16,CASP4,CCK,CDKN2D,CST6,CTSD,DPEP1,EFNA1,EGLN3,GPX1,GSN,KHDC1L,LCK,PCSK1N,PLAUR,PRDX5,PSMA3,PSMB9,PSMD14,RHOA,SERPINB6,SPINT1,TIMP1"
GO:0060071,"Wnt signaling pathway, planar cell polarity pathway",108,9,2.58,160,0.00113,0.00113,1,"CTHRC1,PSMA1,PSMA3,PSMB1,PSMB9,PSMC6,PSMD10,PSMD14,RHOA"
GO:0045019,negative regulation of nitric oxide biosynthetic process,20,4,0.48,161,0.00115,0.00115,1,"ACP5,CAV1,GLA,TSPO"
GO:0016137,glycoside metabolic process,20,4,0.48,162,0.00115,0.00115,1,"AKR1C3,FUCA1,GBA,GLA"
GO:0032465,regulation of cytokinesis,88,8,2.1,166,0.0012,0.0012,1,"AURKB,KIF20A,KIF23,PLK1,PLK2,PLK3,PRC1,RHOA"
GO:0010972,negative regulation of G2/M transition of mitotic cell cycle,90,8,2.15,176,0.00139,0.00139,1,"AURKB,PSMA1,PSMA3,PSMB1,PSMB9,PSMC6,PSMD10,PSMD14"
GO:0042989,sequestering of actin monomers,10,3,0.24,177,0.00143,0.00143,1,"GSN,TMSB15B,TWF2"
GO:0070268,cornification,112,9,2.68,179,0.00146,0.00146,1,"CAPN1,KLK13,KRT14,KRT17,KRT23,KRT5,KRT6A,KRT7,PRSS8"
GO:1902036,regulation of hematopoietic stem cell differentiation,71,7,1.7,181,0.0015,0.0015,1,"PSMA1,PSMA3,PSMB1,PSMB9,PSMC6,PSMD10,PSMD14"
