GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,181,16,4.62,16,1.7e-5,1.7e-5,1,"CD40,CD74,CXXC5,FKBP1A,MUL1,PLK2,RHOA,S100A13,S100A4,TFG,TGM2,TMEM101,TNF,TRIM32,TSPAN6,UBD"
GO:0016032,viral process,798,45,20.35,4,6.4e-5,5.2e-7,1,"APOBEC3C,ATP6V1H,BAD,BNIP3,C1QBP,CCL2,CD74,CHMP6,CLDN1,COPS7B,CREB3,CXCR4,DYNLL1,EIF4A1,HDAC1,ICAM1,IFI27,IFITM1,IFITM3,IRF7,ITGB6,KEAP1,KRT19,KRT7,NFKBIA,OASL,PDCL3,POLR2K,PPIB,PSMB10,PSMB6,RAET1L,RBX1,RHOA,RPLP2,RPS21,RPSA,SLC25A5,TAP1,TNF,TRIM21,TRIM32,TSPAN7,USF1,VPS29"
GO:0032981,mitochondrial respiratory chain complex I assembly,55,8,1.4,38,7.1e-5,7.1e-5,1,"BCS1L,NDUFA1,NDUFA9,NDUFAB1,NDUFB10,NDUFB9,NDUFS2,NDUFS6"
GO:0008053,mitochondrial fusion,19,5,0.48,45,9.1e-5,9.1e-5,1,"BNIP3,CHCHD3,MUL1,STOML2,VAT1"
GO:0042127,regulation of cell population proliferation,1598,65,40.76,47,1e-4,1e-4,1,"ANXA1,BAD,BIRC7,CCL2,CCND1,CD40,CD47,CD74,CDC20,CDK4,CLCF1,COMP,CORO1A,CXCL1,EBI3,EDN1,EDN2,EGFL7,EGLN3,FGF19,FN1,GAL,HDAC1,HGS,HLX,IDH2,IFITM1,IGFBP3,IGFBP6,IL23A,IL6,INHBA,MKS1,NDRG2,NFKBIA,P2RY6,PDCL3,PGF,PHB,PHLDA2,PIM1,PLAU,PRDX4,PTHLH,RAB25,RBP4,RHOA,S100A11,S100A13,SAT1,SERPINE2,SERPINF1,SLC25A5,SNAI2,TACSTD2,TGM1,TGM2,TIMP1,TMEM115,TNF,TPM1,TRIM32,TXNIP,WNT7A,ZBTB17"
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",47,7,1.2,60,1.7e-4,1.7e-4,1,"NDUFA1,NDUFA9,NDUFAB1,NDUFB10,NDUFB9,NDUFS2,NDUFS6"
GO:0051798,positive regulation of hair follicle development,12,4,0.31,61,1.8e-4,1.8e-4,1,"FST,GAL,KRT17,TNF"
GO:0033209,tumor necrosis factor-mediated signaling pathway,159,13,4.06,67,2.2e-4,2.2e-4,1,"CASP4,CD40,NFKBIA,PSMB10,PSMB6,PSMC6,PSMD14,TMSB4X,TNF,TNFRSF11B,TNFRSF12A,TNFRSF6B,TRIM32"
GO:0001666,response to hypoxia,347,21,8.85,68,2.4e-4,2.4e-4,1,"AHCY,BAD,BNIP3,CLDN3,CXCR4,EDN1,EGLN3,ICAM1,PENK,PGF,PLAU,PLK3,PSEN2,PSMB10,PSMB6,PSMC6,PSMD14,RBX1,RHOA,UCP2,USF1"
GO:0010273,detoxification of copper ion,14,4,0.36,81,3.4e-4,3.4e-4,1,"MT1E,MT1G,MT1X,MT2A"
