GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0032981,mitochondrial respiratory chain complex I assembly,55,22,1.26,7,2.9e-22,2.9e-22,1.865835687640807e-17,"ECSIT,NDUFA1,NDUFA11,NDUFA12,NDUFA13,NDUFA2,NDUFA3,NDUFA8,NDUFAF2,NDUFB1,NDUFB10,NDUFB2,NDUFB3,NDUFB4,NDUFB7,NDUFB9,NDUFS2,NDUFS6,NDUFS7,NDUFS8,NDUFV2,TMEM126B"
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",47,20,1.07,9,5.2e-21,5.2e-21,1.672818202712448e-16,"ISCU,NDUFA1,NDUFA11,NDUFA12,NDUFA13,NDUFA2,NDUFA3,NDUFA8,NDUFB1,NDUFB10,NDUFB2,NDUFB3,NDUFB4,NDUFB7,NDUFB9,NDUFS2,NDUFS6,NDUFS7,NDUFS8,NDUFV2"
GO:0070126,mitochondrial translational termination,87,19,1.99,15,7.2e-14,7.2e-14,1.5441398794268748e-9,"MRPL14,MRPL21,MRPL23,MRPL24,MRPL27,MRPL33,MRPL40,MRPL41,MRPL46,MRPL50,MRPL54,MRPS12,MRPS15,MRPS18A,MRPS24,MRPS26,MRPS28,MRPS33,MRRF"
GO:0070125,mitochondrial translational elongation,86,18,1.97,20,7.2e-13,7.2e-13,1.158104909570156e-8,"MRPL14,MRPL21,MRPL23,MRPL24,MRPL27,MRPL33,MRPL40,MRPL41,MRPL46,MRPL50,MRPL54,MRPS12,MRPS15,MRPS18A,MRPS24,MRPS26,MRPS28,MRPS33"
GO:0006123,"mitochondrial electron transport, cytochrome c to oxygen",16,5,0.37,41,2.2e-5,2.2e-5,0.28309231122826034,"COX5B,COX6A1,COX6B1,COX6C,COX7C"
GO:0045071,negative regulation of viral genome replication,55,8,1.26,45,3.3e-5,3.3e-5,0.35386538903532555,"APOBEC3A,APOBEC3C,IFI16,IFITM1,IFITM2,ISG15,ISG20,SLPI"
GO:0051186,cofactor metabolic process,426,24,9.74,46,4.9e-5,4.9e-5,0.4342893410888085,"ACOT8,AKR1B1,CYBA,DBI,FOLR1,GCHFR,GPX3,GSTK1,GSTT1,HMOX1,HP,HSD17B8,IDH1,ISCU,MGST2,MPC1,NMRK1,NUBP1,PDZD11,PMVK,PTS,QDPR,QPRT,TYMS"
GO:0033617,mitochondrial cytochrome c oxidase assembly,19,5,0.43,48,5.4e-5,5.4e-5,0.4342893410888085,"COA3,COA4,COX14,COX17,PET100"
GO:0031145,anaphase-promoting complex-dependent catabolic process,80,9,1.83,53,8.6e-5,8.6e-5,0.6147964334755149,"ANAPC11,ANAPC15,CDC20,CDK1,FBXO5,MAD2L1,PLK1,PTTG1,UBE2C"
GO:0045006,DNA deamination,13,4,0.3,62,1.6e-4,1.6e-4,1,"APOBEC3A,APOBEC3C,EXOSC4,EXOSC5"
GO:0043392,negative regulation of DNA binding,53,7,1.21,66,1.9e-4,1.9e-4,1,"DDIT3,HEY2,HMOX1,ID1,ID2,IFI16,NFKBIA"
GO:0051301,cell division,560,27,12.81,70,2.3e-4,2.3e-4,1,"ANAPC11,ANAPC13,ANAPC15,ANLN,CCND1,CDC20,CDCA3,CDCA5,CDK1,CENPW,CINP,CKS1B,FAM83D,FBXO5,IGF2,KIFC1,MAD2L1,MPLKIP,NUSAP1,PLK1,PMF1,PRC1,PTTG1,TOP2A,TPX2,UBE2C,WNT7A"
