GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0002479,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",68,20,1.76,4,3e-16,3e-16,1.9301748492835936e-11,"B2M,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB10,PSMB5,PSMB7,PSMB8,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD13,PSMD2,PSMD8,SEC22B,TAP1"
GO:0006521,regulation of cellular amino acid metabolic process,62,18,1.6,8,1.2e-14,1.2e-14,3.860349698567187e-10,"PARK7,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB10,PSMB5,PSMB7,PSMB8,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD13,PSMD2,PSMD8"
GO:1902036,regulation of hematopoietic stem cell differentiation,71,18,1.84,9,1.7e-13,1.7e-13,3.645885826424566e-9,"METTL3,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB10,PSMB5,PSMB7,PSMB8,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD13,PSMD2,PSMD8"
GO:0043312,neutrophil degranulation,472,42,12.21,13,2.8e-12,2.8e-12,4.503741314995052e-8,"AGPAT2,ANXA2,ANXA3,ARPC5,ATP6AP2,B2M,BST2,CAPN1,CAT,CD63,COTL1,CREG1,CTSA,CTSD,CXCL1,CYSTM1,DYNLL1,DYNLT1,GRN,HSPA1A,JUP,LAMTOR1,LGALS3,MGST1,NEU1,NPC2,OLFM4,PGAM1,PGRMC1,PRDX4,PSMB1,PSMB7,PSMC3,PSMD13,PSMD2,PTX3,RHOF,SDCBP,SERPINA3,TMBIM1,TMEM179B,TUBB"
GO:0061418,regulation of transcription from RNA polymerase II promoter in response to hypoxia,75,17,1.94,16,5.7e-12,5.7e-12,7.334664427277655e-8,"PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB10,PSMB5,PSMB7,PSMB8,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD13,PSMD2,PSMD8"
GO:0010972,negative regulation of G2/M transition of mitotic cell cycle,90,18,2.33,23,1.3e-11,1.3e-11,1.39401516892704e-7,"FHL1,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB10,PSMB5,PSMB7,PSMB8,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD13,PSMD2,PSMD8"
GO:0031145,anaphase-promoting complex-dependent catabolic process,80,17,2.07,24,1.7e-11,1.7e-11,1.5625224970390997e-7,"PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB10,PSMB5,PSMB7,PSMB8,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD13,PSMD2,PSMD8"
GO:0002223,stimulatory C-type lectin receptor signaling pathway,108,19,2.79,25,3.7e-11,3.7e-11,2.975686225978873e-7,"HRAS,MUC4,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB10,PSMB5,PSMB7,PSMB8,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD13,PSMD2,PSMD8"
GO:0070498,interleukin-1-mediated signaling pathway,100,18,2.59,32,8.3e-11,8.3e-11,5.933500462612528e-7,"MYD88,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB10,PSMB5,PSMB7,PSMB8,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD13,PSMD2,PSMD8"
GO:0033209,tumor necrosis factor-mediated signaling pathway,159,22,4.11,35,1.4e-10,1.4e-10,9.007482629990103e-7,"HSPA1A,ILK,KRT18,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB10,PSMB5,PSMB7,PSMB8,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD13,PSMD2,PSMD8,TMSB4X,TNFRSF1A"
GO:0031146,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,93,17,2.41,39,2.2e-10,2.2e-10,1.2867832328557289e-6,"PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB10,PSMB5,PSMB7,PSMB8,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD13,PSMD2,PSMD8"
GO:0060071,"Wnt signaling pathway, planar cell polarity pathway",108,18,2.79,44,3.1e-10,3.1e-10,1.6620950091053168e-6,"AP2S1,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB10,PSMB5,PSMB7,PSMB8,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD13,PSMD2,PSMD8"
GO:0090263,positive regulation of canonical Wnt signaling pathway,145,20,3.75,55,1e-9,1e-9,4.949166280214342e-6,"ILK,JUP,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB10,PSMB5,PSMB7,PSMB8,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD13,PSMD2,PSMD8,RUVBL1"
GO:0050852,T cell receptor signaling pathway,179,22,4.63,58,1.4e-9,1.4e-9,6.433916164278645e-6,"ADA,HRAS,LGALS3,PRNP,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB10,PSMB5,PSMB7,PSMB8,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD13,PSMD2,PSMD8,TNFRSF21"
GO:0010499,proteasomal ubiquitin-independent protein catabolic process,23,9,0.59,65,2.8e-9,2.8e-9,1.2009976839986803e-5,"PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB10,PSMB5,PSMB7,PSMB8"
GO:0043488,regulation of mRNA stability,170,21,4.4,66,3.1e-9,3.1e-9,1.2465712568289876e-5,"HSPA1A,IGF2BP3,METTL3,MYD88,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB10,PSMB5,PSMB7,PSMB8,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD13,PSMD2,PSMD8"
GO:0038095,Fc-epsilon receptor signaling pathway,111,17,2.87,67,3.7e-9,3.7e-9,1.400322929872411e-5,"PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB10,PSMB5,PSMB7,PSMB8,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD13,PSMD2,PSMD8"
GO:0038061,NIK/NF-kappaB signaling,178,21,4.6,73,7.1e-9,7.1e-9,2.537822487021021e-5,"EDN1,ILK,LITAF,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB10,PSMB5,PSMB7,PSMB8,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD13,PSMD2,PSMD8,TMSB4X"
GO:0090090,negative regulation of canonical Wnt signaling pathway,171,19,4.42,103,9.8e-8,9.8e-8,3.3185462321016167e-4,"HDAC1,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB10,PSMB5,PSMB7,PSMB8,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD13,PSMD2,PSMD8,RUVBL2"
GO:0016579,protein deubiquitination,267,24,6.91,107,1.3e-7,1.3e-7,4.182045506781119e-4,"ACTL6A,BECN1,MYC,PARK7,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB10,PSMB5,PSMB7,PSMB8,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD13,PSMD2,PSMD8,RCE1,RUVBL1,UCHL1"
GO:0043687,post-translational protein modification,354,28,9.16,110,1.7e-7,1.7e-7,5.208408323463665e-4,"COPS4,FBXW9,FSTL1,IGFBP3,MXRA8,PDIA6,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB10,PSMB5,PSMB7,PSMB8,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD13,PSMD2,PSMD8,RAB8A,RCN1,SPSB3,UBA3,UBD"
GO:0000165,MAPK cascade,929,50,24.03,140,7.1e-7,7.1e-7,0.0020764002166535627,"ATF3,ATP6AP1,ATP6AP2,CBLC,CCL20,CCL4,CIB1,CRYAB,CSF2,DOK5,DUSP10,EDN1,EFNA1,GDF15,HBEGF,HRAS,ICAM1,IGBP1,IGFBP3,IL2,ILK,LAMTOR1,LBH,MAGED1,MYC,PHB2,PRMT5,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB10,PSMB5,PSMB7,PSMB8,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD13,PSMD2,PSMD8,SAA1,SDCBP,SOD1,TSG101,UCHL1,ZNF622"
GO:1904874,positive regulation of telomerase RNA localization to Cajal body,15,5,0.39,197,2.7e-5,2.7e-5,0.07552858105892322,"CCT3,CCT7,DKC1,RUVBL1,RUVBL2"
GO:0016032,viral process,798,42,20.64,177,6.4e-5,1e-5,0.1715710977140972,"ANXA2,AP1M2,AP2S1,B2M,BECN1,BST2,C1QBP,CCL4,CLDN1,CLDN6,DYNLL1,DYNLT1,EIF3L,EIF4A2,FDPS,HDAC1,HNRNPA1,HSPA1A,ICAM1,KPNA2,KRT18,LAMTOR5,MXRA8,PPP1CA,PSMA3,PSMA4,PSMB1,PSMB10,PSMB5,PSMB7,PSMB8,PSMC3,PTX3,RPL13A,SEC13,SIVA1,SLC1A5,SLC25A5,TAP1,TNFRSF1A,TSG101,VDAC1"
GO:0070125,mitochondrial translational elongation,86,10,2.22,217,7.4e-5,7.4e-5,0.19044391846264788,"MRPL13,MRPL18,MRPL20,MRPL28,MRPL43,MRPL51,MRPL9,MRPS6,MRPS7,OXA1L"
GO:0070126,mitochondrial translational termination,87,10,2.25,219,8.2e-5,8.2e-5,0.202915817488788,"MRPL13,MRPL18,MRPL20,MRPL28,MRPL43,MRPL51,MRPL9,MRPS6,MRPS7,OXA1L"
GO:0045899,positive regulation of RNA polymerase II transcription preinitiation complex assembly,11,4,0.28,235,1.3e-4,1.3e-4,0.30978114865045325,"PSMC3,PSMC4,PSMC5,PSMC6"
GO:0019886,antigen processing and presentation of exogenous peptide antigen via MHC class II,81,9,2.1,252,2.4e-4,2.4e-4,0.551478528366741,"AP1M2,AP2S1,CAPZA2,CLTA,CTSD,CTSF,DCTN2,DYNLL1,SEC13"
GO:0043154,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,83,9,2.15,257,2.9e-4,2.9e-4,0.6433916164278645,"CRYAB,DHCR24,GPX1,HERPUD1,IGBP1,LAMTOR5,PARK7,POR,PRDX3"
GO:0000209,protein polyubiquitination,299,19,7.73,259,3.1e-4,3.1e-4,0.6648380036421266,"FBXW9,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB10,PSMB5,PSMB7,PSMB8,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD13,PSMD2,PSMD8,UBE2V2"
GO:0007175,negative regulation of epidermal growth factor-activated receptor activity,14,4,0.36,268,3.6e-4,3.6e-4,0.7471644577871975,"CBLC,GPRC5A,TSG101,VPS25"
GO:0006749,glutathione metabolic process,54,7,1.4,273,4.6e-4,4.6e-4,0.9248754486150552,"GGCT,GPX1,GPX4,MGST1,PARK7,PTGES,SOD1"
GO:0018158,protein oxidation,15,4,0.39,275,4.8e-4,4.8e-4,0.9272408589695694,"GPX1,LOXL4,PARK7,PRDX3"
GO:0006457,protein folding,215,15,5.56,277,4.9e-4,4.9e-4,0.9272408589695694,"B2M,CCT3,CCT7,CRYAB,DNAJB11,EMC2,EMC4,FKBP1A,GRN,HSPA1A,PDIA6,PRDX4,PSMC1,RUVBL2,VBP1"
GO:0009200,deoxyribonucleoside triphosphate metabolic process,17,4,0.44,294,8e-4,8e-4,1,"ADA,DCTPP1,GUK1,ITPA"
GO:0043968,histone H2A acetylation,17,4,0.44,295,8e-4,8e-4,1,"ACTL6A,MORF4L2,RUVBL1,RUVBL2"
GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport,205,14,5.3,306,0.00093000000000000005,0.00093000000000000005,1,"ARF4,CAPZA2,CNIH4,DCTN2,DYNLL1,ERGIC3,LMAN2,PEF1,SEC13,SEC22B,TFG,TMED3,TMED4,TMED9"
GO:0007568,aging,305,18,7.89,310,0.00103,0.00103,1,"ADA,ASS1,B2M,BECN1,CAT,CLDN1,CRYAB,EDN1,GPX4,HRAS,ICAM1,ILK,LITAF,PLK2,PRNP,SOD1,TPRA1,TSPO"
GO:0042542,response to hydrogen peroxide,141,11,3.65,313,0.00111,0.00111,1,"ADA,BECN1,CAT,CRYAB,GPX1,LDHA,PARK7,PRDX3,PYCR1,SOD1,TXNIP"
GO:0002183,cytoplasmic translational initiation,33,5,0.85,325,0.00148,0.00148,1,"EIF3L,EIF4A2,EIF4EBP1,METTL3,RPL13A"
GO:0034314,Arp2/3 complex-mediated actin nucleation,34,5,0.88,332,0.0017,0.0017,1,"ACTR3,ARPC1B,ARPC3,ARPC5,BRK1"
GO:0048013,ephrin receptor signaling pathway,86,8,2.22,335,0.00171,0.00171,1,"ACTR3,AP2S1,ARPC1B,ARPC3,ARPC5,EFNA1,HRAS,SDCBP"
GO:1904867,protein localization to Cajal body,10,3,0.26,337,0.0018,0.0018,1,"CCT3,CCT7,DKC1"
GO:1904851,positive regulation of establishment of protein localization to telomere,10,3,0.26,338,0.0018,0.0018,1,"CCT3,CCT7,DKC1"
GO:0045851,pH reduction,53,6,1.37,354,0.00238,0.00238,1,"ATP6AP1,ATP6V0B,CA2,CCDC115,GRN,PPT1"
GO:0001821,histamine secretion,11,3,0.28,356,0.00243,0.00243,1,"ADA,CSF2,EDN1"
GO:0001825,blastocyst formation,37,5,0.96,361,0.00249,0.00249,1,"ACTL6A,ADA,CCNB1IP1,TM4SF1,WDR74"
GO:0046688,response to copper ion,37,5,0.96,362,0.00249,0.00249,1,"BECN1,ICAM1,PARK7,PRNP,SOD1"
GO:0071356,cellular response to tumor necrosis factor,276,31,7.14,18,0.00253,6.3e-12,1,"ASS1,CCL20,CCL4,CIB1,CLDN1,EDN1,HSPA1A,ICAM1,ILK,KRT18,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB10,PSMB5,PSMB7,PSMB8,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD13,PSMD2,PSMD8,TMSB4X,TNFRSF1A,TNFRSF21,ZFAND6"
GO:0065003,protein-containing complex assembly,1684,77,43.56,130,0.00254,4.6e-7,1,"ACTR3,ANXA2,AP2S1,APOC3,ARPC1B,ARPC3,ARPC5,B2M,BRK1,CAPZA2,CAT,CBY1,CCDC115,CCT3,CHRNB3,CLDN1,CLDN3,CLNS1A,CLTA,COTL1,COX7A2L,CRYAB,CSF2,CTTN,DCTPP1,EIF3L,EIF4EBP1,FKBP1A,GPAA1,GPX4,HDAC1,HRAS,HSPA1A,ICAM1,ILK,JUP,LEO1,MCM7,MGST1,MRPL20,MRPS7,MYC,NDUFA9,NDUFB5,NDUFB8,NDUFS5,OAT,OLFM4,OXA1L,PARK7,PEF1,PRMT5,PRNP,PSMC3,PSMC4,PSMC5,PSMC6,PSMD13,RPF2,RPL13A,RUVBL1,RUVBL2,SEC13,SEC22B,SKAP2,SLC1A5,SLC2A1,SMN2,SNX2,STMN1,TFG,TGM2,TMSB4X,TNFRSF1A,TPPP3,VBP1,VDAC2"
GO:0000422,autophagy of mitochondrion,72,7,1.86,363,0.00256,0.00256,1,"ATG3,BECN1,CTTN,GABARAPL1,PARK7,TSPO,VDAC1"
GO:0016338,calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules,23,4,0.59,367,0.00265,0.00265,1,"CLDN1,CLDN3,CLDN6,CLDN7"
GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,181,12,4.68,368,0.00269,0.00269,1,"BST2,FKBP1A,LITAF,MYD88,PLK2,TFG,TGM2,TMED4,TMEM101,TMEM9B,TNFRSF1A,UBD"
GO:0071346,cellular response to interferon-gamma,159,11,4.11,374,0.00287,0.00287,1,"ACTR3,ASS1,B2M,CCL20,CCL4,CLDN1,EDN1,ICAM1,IFNGR1,IRF9,RPL13A"
GO:0010288,response to lead ion,24,4,0.62,378,0.00311,0.00311,1,"BECN1,CAT,CLDN1,PPP1CA"
GO:2000178,negative regulation of neural precursor cell proliferation,24,4,0.62,379,0.00311,0.00311,1,"BTG2,ILK,SPINT1,SPINT2"
GO:0033197,response to vitamin E,12,3,0.31,380,0.00318,0.00318,1,"ADA,BECN1,CAT"
GO:0042159,lipoprotein catabolic process,12,3,0.31,381,0.00318,0.00318,1,"CTSD,LYPLA2,PPT1"
GO:0035751,regulation of lysosomal lumen pH,12,3,0.31,382,0.00318,0.00318,1,"CCDC115,GRN,PPT1"
GO:0098869,cellular oxidant detoxification,95,8,2.46,385,0.00321,0.00321,1,"CAT,GPX1,GPX4,MGST1,PARK7,PRDX3,PRDX4,SOD1"
GO:0001666,response to hypoxia,347,32,8.98,47,0.00357,5e-10,1,"ADA,BECN1,CAT,CLDN3,CRYAB,DDIT4,EDN1,EIF4EBP1,ICAM1,LDHA,MYC,PDLIM1,PGK1,PHB2,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB10,PSMB5,PSMB7,PSMB8,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD13,PSMD2,PSMD8,SLC2A1"
GO:0009888,tissue development,1909,85,49.38,122,0.00369,3.2e-7,1,"ADA,AGPAT2,ANXA2,ANXA7,AP2S1,ATF3,ATP6AP2,BSG,BTG2,CA2,CAPN1,CAT,CBY1,CD9,CLDN1,CLDN3,CNN3,CSRP1,DHCR24,DUSP10,EDN1,EFNA1,ELF3,FKBP1A,GPX1,HBEGF,HDAC1,ICAM1,ILK,JUP,KLK6,KRT17,KRT18,KRT23,KRT5,KRT6B,LAMB3,LBH,LEO1,LGALS3,MAGED1,MEIS1,MEST,MIR548C,MYC,NINJ1,OVOL1,PEF1,PGK1,PHB2,POR,PPP1CA,PRSS8,PSMA1,PSMA3,PSMA4,PSMA6,PSMB1,PSMB10,PSMB5,PSMB7,PSMB8,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD13,PSMD2,PSMD8,RAB25,SBDS,SDC4,SDCBP,SOD1,SPINT1,SPINT2,TACSTD2,TGFBI,TGM2,TNFRSF1A,TPM1,TSG101,TXNIP,VDAC1"
GO:0043462,regulation of ATPase activity,77,7,1.99,397,0.00374,0.00374,1,"AHSA1,ATP1B3,CNN3,DNAJB11,DYNLL1,OXA1L,TPM1"
GO:1902041,regulation of extrinsic apoptotic signaling pathway via death domain receptors,58,6,1.5,398,0.00376,0.00376,1,"ATF3,GPX1,ICAM1,LGALS3,PARK7,TMBIM1"
GO:0097191,extrinsic apoptotic signaling pathway,218,17,5.64,205,0.0038,5.5e-5,1,"ATF3,CIB1,CSF2,CTTN,DDX47,G0S2,GPX1,HSPA1A,ICAM1,IL2,KRT18,LGALS3,PARK7,PPP1CA,SIVA1,TMBIM1,TNFRSF1A"
GO:0006098,pentose-phosphate shunt,13,3,0.34,401,0.00405,0.00405,1,"PGAM1,PGLS,TALDO1"
GO:0009143,nucleoside triphosphate catabolic process,13,3,0.34,402,0.00405,0.00405,1,"ADA,DCTPP1,ITPA"
GO:0031099,regeneration,191,12,4.94,405,0.00416,0.00416,1,"ANXA3,ATIC,CD9,CLDN1,DUSP10,GPX1,GRN,KLK6,NINJ1,NR0B2,PRMT5,TSPO"
GO:0051604,protein maturation,267,15,6.91,407,0.00418,0.00418,1,"ANXA2,ATP6AP2,DHCR24,DNAJB11,FKBP1A,KLK6,NAA20,PGK1,PRDX4,PRNP,RCE1,SEC11C,SPCS1,SPON1,UQCRC2"
GO:0043901,negative regulation of multi-organism process,26,4,0.67,409,0.0042,0.0042,1,"ADA,ANXA2,BST2,PRDX4"
GO:0009060,aerobic respiration,79,7,2.04,413,0.00432,0.00432,1,"CAT,COX7A2L,IDH3G,OXA1L,PDHB,SDHB,UQCRC2"
GO:0030593,neutrophil chemotaxis,100,8,2.59,415,0.0044,0.0044,1,"C1QBP,CCL20,CCL4,CXCL1,CXCL3,EDN1,LGALS3,SAA1"
GO:0045471,response to ethanol,123,9,3.18,421,0.00468,0.00468,1,"CAT,CDO1,CLDN1,CLDN3,EIF4EBP1,ICAM1,IL2,PEMT,SOD1"
GO:1902003,regulation of amyloid-beta formation,27,4,0.7,422,0.00483,0.00483,1,"EFNA1,IFNGR1,PRNP,SPON1"
GO:0034383,low-density lipoprotein particle clearance,43,5,1.11,424,0.00485,0.00485,1,"ANXA2,AP2S1,APOC3,CLTA,NPC2"
GO:0002576,platelet degranulation,124,9,3.21,425,0.00494,0.00494,1,"ACTN1,CD63,CD9,CYB5R1,LGALS3BP,MAGED2,SERPINA3,SOD1,TMSB4X"
GO:2001237,negative regulation of extrinsic apoptotic signaling pathway,102,8,2.64,427,0.00496,0.00496,1,"CSF2,CTTN,GPX1,HSPA1A,ICAM1,LGALS3,PARK7,TMBIM1"
GO:0070885,negative regulation of calcineurin-NFAT signaling cascade,14,3,0.36,429,0.00506,0.00506,1,"FHL2,PRNP,RCAN1"
GO:0032802,low-density lipoprotein particle receptor catabolic process,14,3,0.36,430,0.00506,0.00506,1,"ANXA2,AP2S1,CLTA"
GO:0043922,negative regulation by host of viral transcription,14,3,0.36,431,0.00506,0.00506,1,"CCL4,HDAC1,PSMC3"
GO:0044090,positive regulation of vacuole organization,14,3,0.36,432,0.00506,0.00506,1,"ANXA2,BECN1,GRN"
