GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0043312,neutrophil degranulation,472,41,11.73,18,3e-12,3e-12,1.9301748492835936e-7,"AGPAT2,ALDOC,ANXA2,ASAH1,ATP6AP2,BST2,CAT,CD63,CDA,CHI3L1,COTL1,CREG1,CSTB,CTSH,CXCL1,DYNLL1,FABP5,FCER1G,GGH,GRN,HBB,HSPA1A,HSPA1B,HSPA6,IDH1,LCN2,NPC2,PGAM1,PGRMC1,PNP,PRDX4,PSMB1,PYCARD,QSOX1,RNASET2,S100A9,SERPINA1,SLPI,TUBB,TYROBP,VAMP8"
GO:0008284,positive regulation of cell population proliferation,908,52,22.56,52,4.3e-6,1.6e-8,0.10455113766952798,"ADAMTS1,ADM,AIF1,ANXA1,ANXA2,AREG,AVPR2,BIRC5,BST2,CCL26,CDC123,CDC20,CDK1,CIB1,CRIP2,CTSH,DLX5,F3,GRN,HBEGF,HEY2,HILPDA,HMGB2,HMOX1,ID2,IGF2,IL1B,IL2,IL6,KRT6A,LGALS9,MARCKSL1,MMP12,NDUFS4,NMB,NR4A1,PGF,PNP,PRAME,PRC1,PYCARD,RAC2,S100A13,S100A6,SERTAD1,SLC25A5,TAC1,TGM1,TGM2,TIMP1,TNFSF9,TSPO"
GO:0030593,neutrophil chemotaxis,100,12,2.48,136,6.9e-6,6.9e-6,0.10455113766952798,"C1QBP,CCL20,CCL26,CCL3,CXCL1,CXCL2,CXCL3,FCER1G,IL1B,IL1RN,RAC2,S100A9"
GO:0043066,negative regulation of apoptotic process,870,53,21.62,40,8.7e-6,1.3e-9,0.10455113766952798,"ACAA2,AIF1,ANGPTL4,ANXA1,ANXA5,ARF4,BAG3,BCL2A1,BIRC5,BTG2,CAT,CDK1,CIB1,CLU,CRYAB,CTSH,DHCR24,DUSP1,FCER1G,GPX1,GRN,HEY2,HIGD2A,HMGB2,HMOX1,HSPA1A,HSPA1B,HSPB1,IFI6,IL1B,IL2,IL6,LAMTOR5,MSX2,MTRNR2L10,MTRNR2L2,MTRNR2L8,MUC1,NDUFA13,PDK4,PHB2,PLK2,PRAME,PRNP,PSMD10,SLC25A5,SLC40A1,SNAI1,TIMP1,TRIAP1,TSC22D3,UBB,VDAC2"
GO:0042744,hydrogen peroxide catabolic process,32,7,0.8,146,1.1e-5,1.1e-5,0.10455113766952798,"CAT,GPX1,GPX3,HBA1,HBA2,HBB,PRDX4"
GO:0042542,response to hydrogen peroxide,141,14,3.5,148,1.1e-5,1.1e-5,0.10455113766952798,"ANXA1,AREG,CAT,CDK1,CRYAB,DUSP1,GPX1,HBA1,HBA2,HBB,HMOX1,IL6,LCN2,TXNIP"
GO:0043065,positive regulation of apoptotic process,643,35,15.98,157,1.2e-5,1.2e-5,0.10455113766952798,"ADM,ANXA1,ANXA5,C1QBP,CCL3,CLU,CTSH,DUSP1,DUSP6,EGLN3,F3,FAM162A,G0S2,GADD45B,GADD45G,GRN,HMOX1,ID3,IGFBP3,IL6,LGALS9,MAL,MSX2,NDUFA13,PRNP,PYCARD,S100A9,TGM2,TOP2A,TSPO,TXNIP,TYROBP,UBB,UBD,ZNF622"
GO:0002576,platelet degranulation,124,13,3.08,160,1.3e-5,1.3e-5,0.10455113766952798,"ANXA5,CD63,CD9,CLU,FCER1G,IGF2,QSOX1,RARRES2,SERPINA1,SERPING1,SRGN,TIMP1,TMSB4X"
GO:0002548,monocyte chemotaxis,64,9,1.59,177,2.7e-5,2.7e-5,0.19301748492835935,"AIF1,ANXA1,CALCA,CCL20,CCL26,CCL3,DUSP1,IL6,S100A14"
GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,181,15,4.5,196,4.8e-5,4.8e-5,0.308827975885375,"BST2,GPRC5B,HMOX1,IL1B,IL1RN,LGALS1,LGALS9,LITAF,PLK2,S100A13,S100A4,TGM2,TMEM9B,TSPAN6,UBD"
