GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0043312,neutrophil degranulation,472,33,11.3,10,3.9e-8,3.9e-8,0.0025092273040686714,"AGPAT2,ALDOC,B2M,C3,CAPN1,CAT,COMMD3,COTL1,CST3,CTSA,CTSD,CTSH,CYSTM1,DBNL,DYNLL1,FUCA1,GRN,GSN,GYG1,HSPA1B,HSPA6,IMPDH2,LAMTOR1,MVP,NEU1,PGRMC1,PSMD13,PSMD2,RHOG,RNASET2,SDCBP,TMEM179B,TUBB"
GO:0055114,oxidation-reduction process,948,61,22.7,1,4.3e-7,1.3e-12,0.013832919753199087,"ACAA2,ACADVL,ALDOC,APEX1,APOA1,BCKDHA,BPGM,CAT,CBR1,COQ9,COX6A1,CYC1,CYP4B1,CYP4F3,DEGS2,DHCR24,DHCR7,DHRS3,DHRS9,ECH1,GCDH,GPX3,GSTK1,GYG1,HIGD2A,HMOX1,HSD3B2,HTATIP2,IFI30,IGF2,IMPDH2,LDHB,MDH1,MDH2,MSRB1,NCF4,NDUFA12,NDUFB4,NDUFB7,NDUFS3,NDUFS4,NDUFS7,NDUFV1,NDUFV2,PGLS,POR,PRDX5,SCO2,SDHB,SELENBP1,SMOX,SPR,TECR,TP53I3,TRAP1,TSTA3,TSTD1,TXN2,UQCRC1,UQCRC2,UQCRH"
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",47,9,1.13,27,1.4e-6,1.4e-6,0.03002494209996701,"COQ9,NDUFA12,NDUFB4,NDUFB7,NDUFS3,NDUFS4,NDUFS7,NDUFV1,NDUFV2"
GO:0070125,mitochondrial translational elongation,86,11,2.06,37,6.3e-6,6.3e-6,0.09136160953275675,"MRPL13,MRPL16,MRPL21,MRPL27,MRPL28,MRPL41,MRPL43,MRPL47,MRPL54,MRPS26,MRPS7"
GO:0070126,mitochondrial translational termination,87,11,2.08,38,7.1e-6,7.1e-6,0.09136160953275675,"MRPL13,MRPL16,MRPL21,MRPL27,MRPL28,MRPL41,MRPL43,MRPL47,MRPL54,MRPS26,MRPS7"
GO:0032981,mitochondrial respiratory chain complex I assembly,55,8,1.32,50,4.6e-5,4.6e-5,0.49326690592802946,"NDUFA12,NDUFB4,NDUFB7,NDUFS3,NDUFS4,NDUFS7,NDUFV1,NDUFV2"
GO:0009060,aerobic respiration,79,9,1.89,57,1.1e-4,1.1e-4,0.9650874246417968,"CAT,COX6A1,MDH1,MDH2,NDUFS7,SDHB,UQCRC1,UQCRC2,UQCRH"
GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,181,14,4.33,59,1.2e-4,1.2e-4,0.9650874246417968,"CD40,DDRGK1,EDA2R,GPR89A,GPRC5B,HMOX1,IL1B,IL1RN,LGALS9,LITAF,SHISA5,TFG,WLS,ZDHHC13"
GO:0006122,"mitochondrial electron transport, ubiquinol to cytochrome c",12,4,0.29,63,1.4e-4,1.4e-4,1,"CYC1,UQCRC1,UQCRC2,UQCRH"
GO:0043392,negative regulation of DNA binding,53,7,1.27,75,2.6e-4,2.6e-4,1,"HEY2,HMOX1,ID1,ID2,ID3,MSX2,ZNF593"
GO:0061077,chaperone-mediated protein folding,56,7,1.34,85,3.6e-4,3.6e-4,1,"CLU,HSPA1B,HSPA6,HSPA7,HSPB1,PPIB,TRAP1"
GO:0043066,negative regulation of apoptotic process,870,41,20.83,47,4.5e-4,2.8e-5,1,"ACAA2,BAG3,BCL2A1,CAT,CLU,CRYAB,CSF2,CTSH,DAD1,DDRGK1,DHCR24,EFNA1,GRN,HEY2,HIGD2A,HMOX1,HPN,HSPA1B,HSPB1,HTATIP2,ID1,IGBP1,IL1B,IL2,KRT18,MIEN1,MSX2,MTRNR2L10,MTRNR2L2,MTRNR2L8,NDUFS3,POR,PPT1,PRDX5,SLC40A1,TAF9,TMEM14A,TRAP1,TSC22D3,WNT7A,XBP1"
GO:1990000,amyloid fibril formation,16,4,0.38,92,4.7e-4,4.7e-4,1,"B2M,CLU,CRYAB,GSN"
GO:0050821,protein stabilization,167,12,4,101,7e-4,7e-4,1,"APOA1,BAG3,CCT3,CLU,CRYAB,EFNA1,FLOT1,GRN,HSPA1B,PPIB,RPL23,TAF9"
GO:0019886,antigen processing and presentation of exogenous peptide antigen via MHC class II,81,8,1.94,102,7.1e-4,7.1e-4,1,"AP1M2,AP2M1,AP2S1,CLTA,CTSD,CTSF,DYNLL1,IFI30"
GO:0060192,negative regulation of lipase activity,18,4,0.43,106,7.6e-4,7.6e-4,1,"APOA1,APOC3,POR,RGS2"
GO:0050792,regulation of viral process,200,13,4.79,116,0.00109,0.00109,1,"APOBEC3C,CCL3,CCL4,GSN,GTF2B,HPN,ISG15,KPNA2,LGALS9,OAS1,POLR2C,PPIB,TSG101"
GO:0030855,epithelial cell differentiation,665,29,15.92,121,0.00143,0.00143,1,"ACADVL,AGR2,ALDOC,ANXA7,CAPN1,CBR1,CLDN3,DHRS9,DLX5,DNPH1,ELF3,GRHL1,GSTK1,HEY2,ID1,ID2,ID3,IL1B,KRT18,MSX2,PCNA,PRSS8,SLC9A3R1,SPRR3,TMOD1,TSG101,UPK2,WNT7A,XBP1"
GO:0070508,cholesterol import,10,3,0.24,122,0.00144,0.00144,1,"APOA1,APOC3,LAMTOR1"
GO:0071281,cellular response to iron ion,10,3,0.24,123,0.00144,0.00144,1,"B2M,HMOX1,SLC40A1"
GO:0033209,tumor necrosis factor-mediated signaling pathway,159,11,3.81,128,0.00158,0.00158,1,"APOA1,CD40,EDA2R,GPS2,HSPA1B,KRT18,PSMA4,PSMD13,PSMD2,TNFRSF14,TNFSF9"
GO:2000272,negative regulation of signaling receptor activity,53,6,1.27,129,0.00161,0.00161,1,"CBLC,LY6E,MTRNR2L10,MTRNR2L2,MTRNR2L8,TSG101"
