GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",47,10,1.13,2,1.4e-7,1.4e-7,0.009007482629990104,"COQ9,ISCU,NDUFA1,NDUFA3,NDUFA7,NDUFB5,NDUFB8,NDUFS4,NDUFS5,PARK7"
GO:0070125,mitochondrial translational elongation,86,11,2.07,15,6.8e-6,6.8e-6,0.16299254282839234,"MRPL23,MRPL43,MRPL51,MRPL53,MRPL55,MRPS21,MRPS24,MRPS26,MRPS33,MRPS7,MRPS9"
GO:0070126,mitochondrial translational termination,87,11,2.1,16,7.6e-6,7.6e-6,0.16299254282839234,"MRPL23,MRPL43,MRPL51,MRPL53,MRPL55,MRPS21,MRPS24,MRPS26,MRPS33,MRPS7,MRPS9"
GO:0042026,protein refolding,39,7,0.94,21,3.6e-5,3.6e-5,0.579052454785078,"FKBP1A,HSPA1A,HSPA1B,HSPA6,HSPA7,PPIB,PPIH"
GO:0032981,mitochondrial respiratory chain complex I assembly,55,8,1.33,23,4.8e-5,4.8e-5,0.61765595177075,"NDUFA1,NDUFA3,NDUFA7,NDUFB5,NDUFB8,NDUFS4,NDUFS5,TMEM126B"
GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,181,14,4.37,36,1.3e-4,1.3e-4,1,"BST2,C18orf32,CARD16,CD40,CXXC5,DDRGK1,FKBP1A,HMOX1,LGALS1,LGALS9,MYD88,S100A13,SHISA5,TFG"
GO:0010273,detoxification of copper ion,14,4,0.34,42,2.8e-4,2.8e-4,1,"MT1E,MT1F,MT1M,PARK7"
GO:0007005,mitochondrion organization,460,30,11.1,6,2.8e-4,8.5e-7,1,"BNIP3,CHCHD3,COX14,COX7A2,FUNDC1,HAX1,HSD17B10,HSPA1A,IFIT2,MPV17,MX1,NDUFA1,NDUFA3,NDUFA7,NDUFB5,NDUFB8,NDUFS4,NDUFS5,PARK7,PET117,PHB2,RAC2,ROMO1,SDHAF1,SLC25A5,SSBP1,TIMM17B,TIMM9,TMEM126B,TYMP"
GO:0015671,oxygen transport,15,4,0.36,50,3.7e-4,3.7e-4,1,"HBA1,HBA2,HBB,MYC"
GO:0042542,response to hydrogen peroxide,141,11,3.4,59,6.3e-4,6.3e-4,1,"BNIP3,CRYAB,HBA1,HBA2,HBB,HMOX1,HP,LCN2,PARK7,PDCD10,SIGMAR1"
GO:0006915,apoptotic process,1907,70,46.01,40,6.4e-4,2.1e-4,1,"AIF1,ANGPTL4,BNIP3,C1QBP,CARD16,CCL2,CD14,CD40,CHAC1,CRYAB,CXCR4,DDRGK1,DEDD2,DNASE2,DUSP6,ERP29,FASTK,GADD45B,HAX1,HDAC1,HINT2,HMOX1,HSPA1A,HSPA1B,HTATIP2,ID1,ID3,IER3,IFI27L1,IFIT2,IGBP1,IL13,IL2,ING4,LCN2,LGALS1,LGALS9,MAEA,MFSD10,MTRNR2L2,MTRNR2L8,MX1,MYC,MYD88,NFKBIA,PARK7,PDCD10,PDCL3,PDK4,PHB2,PLEKHF1,POLR2G,PPT1,RABGGTA,RAMP2,RRAGA,S100A14,SDF2L1,SERINC3,SHISA5,SIGMAR1,SLC25A5,SNAI1,SRGN,STYXL1,TMBIM1,TNFSF9,TYROBP,XBP1,ZDHHC16"
GO:0042168,heme metabolic process,30,7,0.72,13,0.00102,5.7e-6,1,"BLVRA,BLVRB,HMBS,HMOX1,SLC25A38,SLC25A39,UROD"
GO:0006898,receptor-mediated endocytosis,248,15,5.98,74,0.00105,0.00105,1,"APOC2,ARC,CD14,CD63,CD9,CXCL16,DBNL,HBA1,HBA2,HBB,HP,M6PR,PPT1,RAMP2,SAA1"
GO:0032757,positive regulation of interleukin-8 production,49,6,1.18,78,0.00111,0.00111,1,"CD14,HSPA1A,HSPA1B,LGALS9,MYD88,PARK7"
