GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0032981,mitochondrial respiratory chain complex I assembly,55,12,1.39,9,9.3e-9,9.3e-9,5.98354203277914e-4,"BCS1L,ECSIT,NDUFB10,NDUFB2,NDUFB7,NDUFB8,NDUFB9,NDUFS2,NDUFS3,NDUFS7,NDUFV1,TAZ"
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",47,9,1.18,20,2.2e-6,2.2e-6,0.0707730778070651,"NDUFB10,NDUFB2,NDUFB7,NDUFB8,NDUFB9,NDUFS2,NDUFS3,NDUFS7,NDUFV1"
GO:0000727,double-strand break repair via break-induced replication,11,5,0.28,21,4.1e-6,4.1e-6,0.08793018757847482,"GINS2,MCM2,MCM3,MCM5,MCM7"
GO:0022900,electron transport chain,167,27,4.21,1,4.4e-5,1.2e-14,0.7077307780706509,"COX5A,COX7A2L,COX7B,COX8A,COX8C,CYC1,DHRS3,ETFA,ETFB,GLRX2,HSD17B6,NDUFB10,NDUFB2,NDUFB7,NDUFB8,NDUFB9,NDUFS2,NDUFS3,NDUFS7,NDUFV1,PHGDH,POR,PTGES2,SDHD,SURF1,TAZ,UQCRC2"
GO:0070125,mitochondrial translational elongation,86,10,2.17,28,6e-5,6e-5,0.7720699397134374,"MRPL27,MRPL32,MRPL39,MRPL45,MRPL46,MRPL50,MRPL9,MRPS21,MRPS24,TUFM"
GO:0009060,aerobic respiration,79,12,1.99,16,1.7e-4,6.3e-7,1,"ADSL,COX5A,COX7A2L,COX7B,COX8A,FH,NDUFS7,PDHB,SDHD,SHMT2,SURF1,UQCRC2"
GO:0009152,purine ribonucleotide biosynthetic process,139,12,3.5,35,2.1e-4,2.1e-4,1,"ADSL,ATIC,CYC1,ELOVL3,GMPS,IMPDH2,NME1,NPPB,PDHB,PPT1,TAZ,TECR"
GO:0006270,DNA replication initiation,37,6,0.93,38,3e-4,3e-4,1,"CCNE2,MCM2,MCM3,MCM5,MCM7,PRIM1"
GO:0070126,mitochondrial translational termination,87,9,2.19,39,3.4e-4,3.4e-4,1,"MRPL27,MRPL32,MRPL39,MRPL45,MRPL46,MRPL50,MRPL9,MRPS21,MRPS24"
GO:0006123,"mitochondrial electron transport, cytochrome c to oxygen",16,4,0.4,45,5.7e-4,5.7e-4,1,"COX5A,COX7A2L,COX7B,COX8A"
GO:0033260,nuclear DNA replication,59,7,1.49,49,6.8e-4,6.8e-4,1,"MCM2,MCM3,MCM5,MCM7,PRIM1,RPA2,ZNF830"
GO:0055114,oxidation-reduction process,948,63,23.9,2,6.8e-4,1.3e-12,1,"ACAT2,ADSL,ALDH1A1,ALKBH2,ALKBH3,APEX1,CHCHD4,COX5A,COX7A2L,COX7B,COX8A,COX8C,CP,CYB561D2,CYC1,CYP26A1,DEGS2,DHCR7,DHRS1,DHRS13,DHRS3,DHRS7B,ECSIT,ETFA,ETFB,FH,GLRX2,GSTK1,GSTO2,HIGD2A,HSD17B6,IFI30,IMPDH2,MTHFD2,NDUFB10,NDUFB2,NDUFB7,NDUFB8,NDUFB9,NDUFS2,NDUFS3,NDUFS7,NDUFV1,NHLRC1,PCBD1,PDHB,PHGDH,PIR,POR,PTGES2,PYCR1,RDH13,SDHD,SESN2,SHMT2,SMOX,SUMF1,SURF1,TAZ,TECR,TM7SF2,TSTD1,UQCRC2"
GO:0009168,purine ribonucleoside monophosphate biosynthetic process,17,4,0.43,51,7.3e-4,7.3e-4,1,"ADSL,ATIC,GMPS,IMPDH2"
GO:0006506,GPI anchor biosynthetic process,31,5,0.78,58,9.8e-4,9.8e-4,1,"GPAA1,PGAP2,PIGT,PIGU,PIGV"
GO:0042775,mitochondrial ATP synthesis coupled electron transport,81,17,2.04,6,0.00103,1.4e-11,1,"COX5A,COX7A2L,COX7B,COX8A,CYC1,NDUFB10,NDUFB2,NDUFB7,NDUFB8,NDUFB9,NDUFS2,NDUFS3,NDUFS7,NDUFV1,SDHD,TAZ,UQCRC2"
GO:0033617,mitochondrial cytochrome c oxidase assembly,19,4,0.48,67,0.00114,0.00114,1,"BCS1L,COA3,COA4,SURF1"
GO:0006575,cellular modified amino acid metabolic process,179,15,4.51,27,0.00115,4.9e-5,1,"ASS1,ATIC,CHAC1,CPQ,GLRX2,GSS,GSTK1,GSTM1,HPN,MTHFD2,PEMT,PLSCR1,POR,SHMT2,TYMS"
GO:0035999,tetrahydrofolate interconversion,10,3,0.25,79,0.00167,0.00167,1,"MTHFD2,SHMT2,TYMS"
GO:0006383,transcription by RNA polymerase III,52,6,1.31,82,0.00189,0.00189,1,"BRF2,GTF3A,MAF1,POLR1C,POLR2H,POLR3K"
GO:0006563,L-serine metabolic process,11,3,0.28,87,0.00226,0.00226,1,"PHGDH,PSAT1,SHMT2"
GO:0010499,proteasomal ubiquitin-independent protein catabolic process,23,4,0.58,90,0.00241,0.00241,1,"PSMA4,PSMB10,PSMB6,PSMB7"
GO:0001824,blastocyst development,95,8,2.39,92,0.00274,0.00274,1,"ACTL6A,BYSL,CCNB1IP1,EMG1,FBLL1,PEMT,ZNF830,ZP3"
GO:0035751,regulation of lysosomal lumen pH,12,3,0.3,94,0.00295,0.00295,1,"GRN,PPT1,TMEM199"
GO:0006520,cellular amino acid metabolic process,313,19,7.89,43,0.00325,3.9e-4,1,"AARSD1,ASS1,DDAH2,FARSA,GMPS,GSS,HARS2,PCBD1,PEMT,PHGDH,PSAT1,PSMA4,PSMB10,PSMB6,PSMB7,PTS,PYCR1,SHMT2,THNSL2"
GO:0006220,pyrimidine nucleotide metabolic process,59,6,1.49,98,0.00361,0.00361,1,"DCTPP1,NME1,TAMM41,TYMS,UCK1,UNG"
GO:0042559,pteridine-containing compound biosynthetic process,13,3,0.33,100,0.00377,0.00377,1,"ATIC,PCBD1,PTS"
GO:1901070,guanosine-containing compound biosynthetic process,13,3,0.33,101,0.00377,0.00377,1,"GMPS,IMPDH2,NME1"
GO:0035456,response to interferon-beta,26,4,0.66,102,0.00383,0.00383,1,"IFITM1,IFITM2,IFITM3,PLSCR1"
GO:0006284,base-excision repair,42,5,1.06,104,0.00392,0.00392,1,"APEX1,APEX2,MUTYH,RPA2,UNG"
GO:0043604,amide biosynthetic process,799,44,20.14,17,0.00406,9.6e-7,1,"AARSD1,ASS1,ATIC,C1QBP,CDK4,CERS4,CHAC1,COA3,DEGS2,DPH2,DPH5,EIF2B1,EIF2D,EIF3E,EIF4A3,ELOVL3,FARSA,GSS,HARS2,MRPL27,MRPL32,MRPL39,MRPL45,MRPL46,MRPL50,MRPL9,MRPS21,MRPS24,NGDN,PDHB,PEMT,POLR2G,PPT1,RPL23,RPL29,RPL39L,RPS21,RPSA,SESN2,SHMT2,TECR,TNF,TUFM,TYMS"
