GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0070125,mitochondrial translational elongation,86,17,2.11,1,2.6e-11,2.6e-11,9.9725700546319e-7,"MRPL14,MRPL18,MRPL21,MRPL27,MRPL32,MRPL33,MRPL43,MRPL53,MRPL54,MRPL55,MRPL9,MRPS12,MRPS15,MRPS17,MRPS24,MRPS26,OXA1L"
GO:0070126,mitochondrial translational termination,87,17,2.14,2,3.1e-11,3.1e-11,9.9725700546319e-7,"MRPL14,MRPL18,MRPL21,MRPL27,MRPL32,MRPL33,MRPL43,MRPL53,MRPL54,MRPL55,MRPL9,MRPS12,MRPS15,MRPS17,MRPS24,MRPS26,OXA1L"
GO:0032981,mitochondrial respiratory chain complex I assembly,55,11,1.35,10,7.7e-8,7.7e-8,0.0016513718154981857,"ECSIT,NDUFA11,NDUFA12,NDUFA2,NDUFAF2,NDUFS4,NDUFS5,NDUFS7,NDUFS8,NDUFV1,OXA1L"
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",47,8,1.15,27,1.7e-5,1.7e-5,0.2734414369818424,"NDUFA11,NDUFA12,NDUFA2,NDUFS4,NDUFS5,NDUFS7,NDUFS8,NDUFV1"
GO:0006396,RNA processing,1129,62,27.71,5,2.8e-5,1.7e-9,0.3602993051996041,"C1QBP,CCNH,CLK1,CLP1,DDX47,DKC1,EXOSC4,EXOSC5,FTSJ1,HNRNPA1,HSPA1A,IMP4,LSM7,NHP2,NPM3,PHF5A,POLR2H,POLR2K,POP7,PQBP1,PUF60,PUS3,PUSL1,QTRT1,RBM4,RBM7,RNU6ATAC,RP9,RPF2,RPS21,RPS26,RRP9,SBDS,SCARNA13,SCARNA16,SNHG1,SNHG12,SNORA18,SNORA21,SNORA23,SNORA25,SNORA31,SNORA32,SNORA40,SNORA61,SNORA64,SNORA66,SNORA67,SNORA70,SNORA70G,SNORA71C,SNORA7A,SNORA7B,SNORD10,SNORD56,SNORD76,SNORD83B,SNRPD2,SNRPG,TPRKB,TRMT112,TSR2"
GO:0006413,translational initiation,190,16,4.66,28,2e-4,1.9e-5,1,"COPS5,EIF2B2,EIF3L,EIF4E2,EIF4EBP1,EIF6,HSPB1,RBM4,RPL13A,RPL21,RPL23,RPL39,RPS21,RPS26,RPS29,TNF"
GO:0006364,rRNA processing,199,14,4.88,38,4.1e-4,4.1e-4,1,"DDX47,DKC1,EXOSC4,EXOSC5,IMP4,NHP2,NPM3,POP7,RPF2,RPS21,RRP9,SBDS,TRMT112,TSR2"
GO:0006626,protein targeting to mitochondrion,92,9,2.26,40,4.3e-4,4.3e-4,1,"AIP,BAG3,IMMP1L,PAM16,PARL,PDCD5,RAC2,TOMM5,UQCRC2"
GO:0001522,pseudouridine synthesis,17,4,0.42,48,6.6e-4,6.6e-4,1,"DKC1,NHP2,PUS3,PUSL1"
GO:0031126,snoRNA 3'-end processing,10,3,0.25,57,0.00155,0.00155,1,"DKC1,EXOSC4,EXOSC5"
GO:0090023,positive regulation of neutrophil chemotaxis,22,4,0.54,61,0.00184,0.00184,1,"C1QBP,EDN1,IL23A,RAC2"
GO:0051170,import into nucleus,159,11,3.9,63,0.00192,0.00192,1,"BAG3,HNRNPA1,MMP12,NFKBIA,NUTF2,NXT1,PHB2,RPL23,SNRPD2,SNRPG,TXNIP"
GO:0000185,activation of MAPKKK activity,11,3,0.27,65,0.00209,0.00209,1,"GADD45A,GADD45B,TNF"
GO:0072593,reactive oxygen species metabolic process,265,15,6.5,67,0.00239,0.00239,1,"EDN1,EIF6,GADD45A,ICAM1,NCF4,NDUFAF2,NDUFS4,PARL,PDK4,PMAIP1,POR,PTX3,RAC2,SOD2,TNF"
GO:0016071,mRNA metabolic process,804,33,19.74,71,0.00276,0.00276,1,"APEX1,C1QBP,CCNH,CLP1,DDX47,DKC1,EXOSC4,EXOSC5,HNRNPA1,HSPA1A,HSPB1,IGF2BP3,LSM7,PHF5A,POLR2H,POLR2K,PQBP1,PSMD8,PSME2,PUF60,PUS3,RBM4,RBM7,RNU6ATAC,RPL13A,RPL21,RPL23,RPL39,RPS21,RPS26,RPS29,SNRPD2,SNRPG"
GO:0019221,cytokine-mediated signaling pathway,748,31,18.36,74,0.00318,0.00318,1,"AIP,BST2,CCL20,CCL26,CCND1,CD40,CXCL1,CXCL2,CXCL3,EDN1,F3,HSPA1A,ICAM1,IFITM1,IFITM3,IL23A,IL32,JUNB,LCN2,MMP12,MUC1,MYC,NFKBIA,PLP2,PSMD8,PSME2,SOD2,TIMP1,TNF,TNFRSF12A,TNFRSF6B"
GO:0071356,cellular response to tumor necrosis factor,276,15,6.77,76,0.0035,0.0035,1,"CCL20,CCL26,CD40,CD58,EDN1,HSPA1A,ICAM1,LCN2,NFKBIA,PSMD8,PSME2,TNF,TNFRSF12A,TNFRSF21,TNFRSF6B"
GO:0019083,viral transcription,174,11,4.27,79,0.00385,0.00385,1,"GTF2B,IFITM3,POLR2H,POLR2K,RPL13A,RPL21,RPL23,RPL39,RPS21,RPS26,RPS29"
GO:0008625,extrinsic apoptotic signaling pathway via death domain receptors,83,7,2.04,83,0.00427,0.00427,1,"ATF3,BAG3,DDX47,HMGB2,ICAM1,PMAIP1,TNF"
GO:0019730,antimicrobial humoral response,105,8,2.58,84,0.00432,0.00432,1,"CXCL1,CXCL2,CXCL3,KRT6A,LCN2,PDZD11,PI3,RPL39"
GO:2000303,regulation of ceramide biosynthetic process,14,3,0.34,85,0.00437,0.00437,1,"ORMDL2,ORMDL3,TNF"
GO:0090200,positive regulation of release of cytochrome c from mitochondria,28,4,0.69,89,0.00459,0.00459,1,"BIK,PDCD5,PLAUR,PMAIP1"
