GO.ID,Term,Annotated,Significant,Expected,Rank in p.value_classic,p.value_elim,p.value_classic,padj_BY_elim,genes
GO:0032981,mitochondrial respiratory chain complex I assembly,55,13,1.3,15,3.6e-10,3.6e-10,2.316209819140312e-5,"ECSIT,NDUFA1,NDUFA2,NDUFB10,NDUFB2,NDUFB5,NDUFB7,NDUFB8,NDUFB9,NDUFS2,NDUFS4,NDUFS6,TIMMDC1"
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",47,11,1.11,17,9.4e-9,9.4e-9,3.0239405972109633e-4,"NDUFA1,NDUFA2,NDUFB10,NDUFB2,NDUFB5,NDUFB7,NDUFB8,NDUFB9,NDUFS2,NDUFS4,NDUFS6"
GO:0006123,"mitochondrial electron transport, cytochrome c to oxygen",16,7,0.38,20,3.8e-8,3.8e-8,8.149627141419618e-4,"COX4I1,COX5A,COX6A1,COX7A2L,COX7B,COX7C,COX8A"
GO:1902600,proton transmembrane transport,134,15,3.18,28,6.8e-7,6.8e-7,0.010187033926774522,"ATP6AP1,ATP6V0B,ATP6V1B1,COX17,COX4I1,COX5A,COX6A1,COX7A2,COX7A2L,COX7B,COX7C,COX8A,COX8C,CYC1,STOML2"
GO:0070125,mitochondrial translational elongation,86,12,2.04,30,8.4e-7,8.4e-7,0.010187033926774522,"MRPL18,MRPL23,MRPL33,MRPL43,MRPL50,MRPL51,MRPL54,MRPS12,MRPS22,MRPS24,MRPS34,MRPS6"
GO:0070126,mitochondrial translational termination,87,12,2.06,32,9.5e-7,9.5e-7,0.010187033926774522,"MRPL18,MRPL23,MRPL33,MRPL43,MRPL50,MRPL51,MRPL54,MRPS12,MRPS22,MRPS24,MRPS34,MRPS6"
GO:0043312,neutrophil degranulation,472,28,11.19,56,8.6e-6,8.6e-6,0.07904525573256622,"ARPC5,CAT,CCT8,CD14,CDA,CEACAM6,CHI3L1,CSTB,CTSB,CYSTM1,FOLR3,GSN,HSPA6,IDH1,IMPDH2,LCN2,MVP,NEU1,NPC2,PGAM1,PRDX4,PSMB7,PSMD14,RAB24,RHOG,S100A7,SLPI,STBD1"
GO:0045071,negative regulation of viral genome replication,55,8,1.3,78,4.3e-5,4.3e-5,0.34582299382997717,"IFITM1,IFITM3,ISG15,MX1,OAS1,OASL,SLPI,TNF"
GO:0055114,oxidation-reduction process,948,64,22.47,7,7.1e-5,2.3e-14,0.5075644974042043,"ADI1,ADSL,APEX1,APOA1,BLOC1S1,BNIP3,CAT,COX4I1,COX5A,COX6A1,COX7A2,COX7A2L,COX7B,COX7C,COX8A,COX8C,CP,CYB561D2,CYC1,DECR1,DHDH,ECHS1,ECSIT,ETFB,FABP3,GMPR,GPX3,GSTA1,HIGD2A,HSD17B10,HTATIP2,IDH1,IMPDH2,MDH1,NDUFA1,NDUFA2,NDUFB10,NDUFB2,NDUFB5,NDUFB7,NDUFB8,NDUFB9,NDUFS2,NDUFS4,NDUFS6,PCBD1,PGAM1,PGK1,PIR,PRDX2,PRDX4,SCO2,SDHB,SDHD,SH3BGRL3,SMOX,STBD1,SUMF1,TECR,TM7SF2,TSTD1,TXN2,TXNL1,UQCRC2"
GO:0097237,cellular response to toxic substance,236,16,5.59,110,1.7e-4,1.7e-4,0.9943324981157906,"ACTB,ADIRF,ANKZF1,ANXA1,APEX1,BNIP3,CAT,EGR1,ESD,GPX3,GSTA1,IL6,LCN2,PRDX2,PRDX4,TNF"
GO:0010499,proteasomal ubiquitin-independent protein catabolic process,23,5,0.55,111,1.7e-4,1.7e-4,0.9943324981157906,"PSMA4,PSMA6,PSMB6,PSMB7,PSMB8"
GO:0001666,response to hypoxia,347,25,8.23,31,2.3e-4,8.8e-7,1,"ADM,ADSL,ANGPTL4,AQP3,BNIP3,CAT,CAV1,CLDN3,CXCR4,EDN1,EGR1,FAM162A,ICAM1,NOL3,PENK,PGK1,PIN1,PSMA4,PSMA6,PSMB6,PSMB7,PSMB8,PSMD14,RBX1,TXN2"
GO:0043628,ncRNA 3'-end processing,39,6,0.92,123,2.9e-4,2.9e-4,1,"CT45A1,CT45A2,CT45A6,FBLL1,HSD17B10,RPS21"
